#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,16.032,12.0708,-6.41337,-3.59124,-0.209861,nan
divJ2,0.00163777,2.04755,-0.0486753,-0.714756,-0.0103779,nan
curlJ2,0.110815,40.795,12.2361,-43.9316,-0.550269,nan
JdotDivJ,-0.000954798,2.64286,0.0531296,8.87533,0.00625876,nan
J4,-3.21861,-95.5215,-17.6408,-123.134,253.197,nan
stateSq,nan,nan,nan,nan,nan,nan
