#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.0202871,35.1459,0.825496,29.3174,0.112113,nan
divJ2,0.00142818,2.22185,0.0767363,2.30261,0.00792032,nan
curlJ2,0.0493861,65.949,1.9166,65.7059,0.287283,nan
JdotDivJ,0.00214023,2.09083,0.0941586,3.16718,0.0126064,nan
J4,0.160281,118.57,3.63106,200.97,1.00016,nan
stateSq,nan,nan,nan,nan,nan,nan
