#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,15.9269,19.6229,-6.84632,7.50743,1.44087,nan
divJ2,0.00118232,3.6198,0.0123448,0.894332,-0.0382856,nan
curlJ2,0.208296,39.7684,5.42431,8.22117,-5.13512,nan
JdotDivJ,0.00105234,-0.169582,-0.00582627,2.69797,-0.0137969,nan
J4,-3.57744,14.7124,-3.42972,-4.57906,255.593,nan
stateSq,nan,nan,nan,nan,nan,nan
