#,M(b=2)·M(b=2) — RG semigroup prediction
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,247.117,131.222,-150.921,94.4918,425.527,nan
divJ2,0.163588,12.9021,0.229652,5.93586,-9.99816,nan
curlJ2,22.8736,286.813,46.0522,127.419,-1341.69,nan
JdotDivJ,0.0675434,-1.48542,-0.00930117,7.15055,-3.5257,nan
J4,-972.051,3607.83,-870.517,-1224.63,65340,nan
stateSq,nan,nan,nan,nan,nan,nan
