#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.0333497,13.1536,0.425472,15.1821,0.794859,nan
divJ2,0.00177999,0.851882,0.0253178,0.985198,0.0413744,nan
curlJ2,0.0887852,34.5032,1.0785,30.7865,2.11498,nan
JdotDivJ,0.00311015,1.27998,0.0493247,1.6737,0.0764139,nan
J4,0.0490005,11.2672,0.379249,12.6814,1.27115,nan
stateSq,nan,nan,nan,nan,nan,nan
