tick,L,b,e_flux,v_coupling,total_q,total_sq,reaction_l1
1195,32,1,476343,209.962,-230,27886,3550
1195,32,2,188738,151.79,-230,92126,2048
1195,32,4,102311,72.034,-230,550532,868
1196,32,1,475396,190.072,-224,27892,3496
1196,32,2,188428,12.55,-224,91906,2104
1196,32,4,102718,144.093,-224,546868,850
1197,32,1,476132,132.616,-222,27806,3532
1197,32,2,188775,25.8244,-222,92738,2080
1197,32,4,102535,48.9383,-222,550346,796
1198,32,1,476027,95.6447,-247,27825,3565
1198,32,2,188763,146.526,-247,92543,2117
1198,32,4,103091,25.96,-247,553611,867
1199,32,1,478957,54.1541,-232,27814,3519
1199,32,2,189427,66.1897,-232,92326,2121
1199,32,4,103394,-10.5256,-232,553168,871
1200,32,1,479389,88.9629,-281,27923,3611
1200,32,2,189561,-16.1977,-281,92579,2129
1200,32,4,102968,-11.1541,-281,552865,867
1201,32,1,479537,50.1394,-296,27938,3397
1201,32,2,189095,65.3647,-296,92838,2031
1201,32,4,102968,95.1347,-296,552006,865
1202,32,1,479881,-17.0215,-282,27926,3486
1202,32,2,189061,-21.7184,-282,92584,2038
1202,32,4,103176,-20.3072,-282,551354,782
1203,32,1,480949,112.673,-246,27990,3518
1203,32,2,189097,101.784,-246,93248,2066
1203,32,4,103242,34.5487,-246,553492,830
1204,32,1,482951,-24.1086,-196,27912,3506
1204,32,2,189922,62.7556,-196,93548,2060
1204,32,4,103248,6.79097,-196,552672,848
1205,32,1,484297,113.087,-226,27910,3486
1205,32,2,190042,46.5319,-226,93558,2054
1205,32,4,103365,40.8784,-226,552990,836
1206,32,1,488511,98.8088,-247,27963,3469
1206,32,2,191222,21.3335,-247,93747,2005
1206,32,4,103543,21.7971,-247,554787,849
1207,32,1,490256,139.29,-255,27881,3488
1207,32,2,191674,-17.9088,-255,93239,2040
1207,32,4,103527,118.667,-255,551949,820
1208,32,1,492452,91.0621,-271,27963,3392
1208,32,2,192127,130.842,-271,93101,2034
1208,32,4,103148,-6.97643,-271,550477,790
1209,32,1,493696,-5.43093,-299,27903,3484
1209,32,2,192456,-61.8645,-299,93601,2082
1209,32,4,102895,19.6729,-299,551969,840
1210,32,1,493441,75.2154,-249,27777,3544
1210,32,2,192496,-75.1144,-249,93433,2104
1210,32,4,103635,49.6146,-249,555049,862
1211,32,1,492752,107.347,-293,27775,3474
1211,32,2,193237,133.822,-293,92755,2070
1211,32,4,104016,68.362,-293,551971,824
1212,32,1,494503,4.86247,-236,27900,3531
1212,32,2,193146,-109.492,-236,93006,2111
1212,32,4,104019,-92.2157,-236,552354,857
1213,32,1,495265,151.877,-235,27919,3617
1213,32,2,193315,111.456,-235,92805,2077
1213,32,4,103684,105.726,-235,550709,791
1214,32,1,495753,17.6097,-296,27810,3577
1214,32,2,193435,62.7015,-296,92550,2065
1214,32,4,103835,103.097,-296,549914,849
1215,32,1,496556,68.5265,-344,27930,3424
1215,32,2,193447,95.7659,-344,93432,1960
1215,32,4,104385,134.624,-344,553548,852
1216,32,1,497765,-86.4055,-288,27962,3520
1216,32,2,192604,77.5228,-288,92970,2064
1216,32,4,103106,20.926,-288,554540,824
1217,32,1,497781,118.028,-279,27895,3487
1217,32,2,192772,122.653,-279,93017,2023
1217,32,4,103758,127.956,-279,555227,833
1218,32,1,500004,55.909,-323,27855,3538
1218,32,2,193289,1.13018,-323,92503,2048
1218,32,4,104138,-5.21052,-323,551771,796
1219,32,1,495646,-0.320314,-283,27823,3478
1219,32,2,192296,103.54,-283,92385,2126
1219,32,4,104081,3.49858,-283,552243,890
1220,32,1,495450,42.9765,-267,27881,3516
1220,32,2,191764,178.694,-267,92621,2030
1220,32,4,104350,192.678,-267,549549,806
1221,32,1,495417,31.1055,-304,27778,3525
1221,32,2,192072,17.3519,-304,92330,2077
1221,32,4,104134,53.8642,-304,548742,795
1222,32,1,493961,-154.88,-262,27794,3520
1222,32,2,191452,-135.86,-262,92402,2060
1222,32,4,104065,-73.0483,-262,547864,798
1223,32,1,493856,54.6891,-213,27887,3531
1223,32,2,191692,176.438,-213,92829,2155
1223,32,4,103978,99.8217,-213,550541,887
1224,32,1,494937,38.231,-289,27945,3524
1224,32,2,191887,59.662,-289,93191,2070
1224,32,4,104434,-126.735,-289,554779,866
1225,32,1,496397,139.401,-211,27923,3540
1225,32,2,192222,66.0526,-211,93257,2056
1225,32,4,104584,51.991,-211,556339,844
1226,32,1,498275,-20.6652,-125,27907,3464
1226,32,2,192498,13.145,-125,93691,2010
1226,32,4,104589,131.124,-125,556957,814
1227,32,1,501610,99.8043,-170,27934,3493
1227,32,2,192317,116.363,-170,93666,2065
1227,32,4,104740,173.08,-170,558454,823
1228,32,1,498947,-65.3344,-191,27821,3497
1228,32,2,193124,-20.9677,-191,92973,2095
1228,32,4,104987,24.7671,-191,554809,829
1229,32,1,497046,46.499,-230,27870,3633
1229,32,2,192810,112.135,-230,92498,2089
1229,32,4,105024,-5.09556,-230,551502,845
1230,32,1,497260,-82.3112,-238,27886,3590
1230,32,2,192805,-79.5939,-238,91912,2158
1230,32,4,105049,32.6118,-238,545678,840
1231,32,1,498092,162.89,-167,27917,3537
1231,32,2,193302,121.099,-167,92021,2107
1231,32,4,104725,77.1414,-167,545949,841
1232,32,1,493709,-27.3552,-161,27961,3488
1232,32,2,192858,26.1046,-161,91785,2042
1232,32,4,103525,23.7246,-161,544855,890
1233,32,1,491867,82.8352,-98,27872,3495
1233,32,2,192468,40.3108,-98,92080,2067
1233,32,4,103918,83.7525,-98,548140,839
1234,32,1,491011,48.2698,-28,27792,3544
1234,32,2,191659,-9.62957,-28,92366,2078
1234,32,4,103759,46.9897,-28,550066,808
1235,32,1,489241,67.4554,-81,27925,3513
1235,32,2,191714,159.563,-81,92301,2147
1235,32,4,103735,228.545,-81,552411,817
1236,32,1,487993,-4.21708,-102,27944,3499
1236,32,2,190676,-34.2036,-102,91938,2087
1236,32,4,102765,-3.85548,-102,551124,897
1237,32,1,487021,4.98713,-101,27895,3475
1237,32,2,190263,57.7668,-101,91717,1969
1237,32,4,103065,20.6042,-101,548889,799
1238,32,1,488242,154.308,-63,27931,3536
1238,32,2,190148,122.178,-63,91461,2096
1238,32,4,102995,180.883,-63,547407,862
1239,32,1,488515,-4.00695,-33,27923,3432
1239,32,2,190171,-10.2343,-33,91785,2100
1239,32,4,103346,112.834,-33,546833,850
1240,32,1,491671,57.1489,-74,28008,3441
1240,32,2,190610,-48.0443,-74,91980,2015
1240,32,4,102943,62.7811,-74,546378,831
1241,32,1,490784,-32.802,-70,27938,3488
1241,32,2,190479,20.8787,-70,91070,2094
1241,32,4,103121,41.9138,-70,539764,808
1242,32,1,492461,-4.37131,-143,27913,3481
1242,32,2,190480,39.2342,-143,91289,2089
1242,32,4,102194,29.2909,-143,542607,867
1243,32,1,492212,-59.7703,-146,27896,3459
1243,32,2,190673,32.3525,-146,90888,2065
1243,32,4,102517,-48.1253,-146,540580,815
1244,32,1,494263,163.847,-118,27908,3396
1244,32,2,191575,-3.85496,-118,91260,2024
1244,32,4,102959,88.1186,-118,540280,786
1245,32,1,493204,94.9848,-94,27922,3546
1245,32,2,191267,88.9854,-94,91114,2114
1245,32,4,102199,38.1212,-94,537728,838
1246,32,1,491866,101.365,-81,27941,3489
1246,32,2,190461,132.177,-81,91283,2077
1246,32,4,101802,111.596,-81,538759,801
1247,32,1,494245,18.7607,-121,27947,3462
1247,32,2,191194,-35.9498,-121,91127,2000
1247,32,4,102040,23.0085,-121,536691,826
1248,32,1,492507,79.7806,-114,27900,3399
1248,32,2,190945,145.597,-114,91640,1985
1248,32,4,101846,51.5452,-114,539508,823
1249,32,1,490935,119.623,-97,27889,3583
1249,32,2,190806,58.4552,-97,91575,2061
1249,32,4,102069,73.4309,-97,539583,819
1250,32,1,490018,-49.4368,-42,27854,3569
1250,32,2,190796,24.5627,-42,91458,2103
1250,32,4,102593,16.1346,-42,539598,825
1251,32,1,490077,219.046,-44,27774,3564
1251,32,2,191395,163.57,-44,90918,2094
1251,32,4,102543,93.3351,-44,537682,836
1252,32,1,488775,120.333,-25,27665,3561
1252,32,2,191372,55.5896,-25,91287,2067
1252,32,4,102728,-19.3919,-25,539191,925
1253,32,1,488645,116.472,33,27747,3616
1253,32,2,190892,126.823,33,91239,2094
1253,32,4,102929,8.38065,33,539569,894
1254,32,1,487355,46.6914,-58,27784,3483
1254,32,2,190544,130.342,-58,91412,2059
1254,32,4,102806,68.1443,-58,542832,847
1255,32,1,486497,167.42,-135,27853,3511
1255,32,2,190505,141.409,-135,91179,2161
1255,32,4,102585,-38.3623,-135,539059,857
1256,32,1,487762,-21.3808,-104,27806,3509
1256,32,2,191068,-55.9423,-104,90886,2049
1256,32,4,102708,108.48,-104,534502,853
1257,32,1,488493,125.659,-138,27900,3498
1257,32,2,191167,31.055,-138,91560,2082
1257,32,4,102824,44.0548,-138,540332,856
1258,32,1,489219,-66.9442,-162,27850,3582
1258,32,2,190390,-14.3834,-162,90826,2090
1258,32,4,102423,12.9538,-162,535360,836
1259,32,1,489634,102.901,-99,27881,3519
1259,32,2,191118,29.5146,-99,90591,2119
1259,32,4,102694,19.8459,-99,535481,847
1260,32,1,488631,-35.5738,-151,27881,3532
1260,32,2,190326,29.1194,-151,90643,2094
1260,32,4,102074,128.949,-151,533419,814
1261,32,1,488174,41.3133,-188,27894,3475
1261,32,2,190416,149.188,-188,91424,2079
1261,32,4,102655,91.0237,-188,537808,871
1262,32,1,485631,-7.67705,-194,27930,3542
1262,32,2,190184,52.1972,-194,91806,2054
1262,32,4,102287,98.5958,-194,538448,762
1263,32,1,485167,4.80975,-212,27812,3602
1263,32,2,190288,-16.8708,-212,91808,2146
1263,32,4,102791,-17.4465,-212,541332,856
1264,32,1,483906,47.9619,-110,27774,3540
1264,32,2,190129,129.11,-110,92314,2050
1264,32,4,102376,67.9854,-110,545816,870
1265,32,1,482864,247.044,-143,27855,3495
1265,32,2,190472,141.19,-143,92319,2075
1265,32,4,103042,129.482,-143,546847,845
1266,32,1,484866,119.795,-74,27858,3569
1266,32,2,190899,238.794,-74,92792,2091
1266,32,4,103108,166.072,-74,548418,857
1267,32,1,486978,133.326,-206,27884,3572
1267,32,2,191286,39.767,-206,92734,2084
1267,32,4,103382,128.417,-206,547356,890
1268,32,1,488549,101.314,-251,27877,3499
1268,32,2,191730,137.43,-251,92903,2135
1268,32,4,103901,63.5523,-251,549397,869
1269,32,1,489727,105.834,-239,27903,3480
1269,32,2,192773,56.1245,-239,93705,2056
1269,32,4,103969,116.734,-239,550913,892
1270,32,1,491887,115.507,-168,27844,3585
1270,32,2,193266,211.945,-168,92674,2065
1270,32,4,103803,92.8549,-168,544008,837
1271,32,1,494645,-16.3652,-97,27865,3429
1271,32,2,193417,-94.4026,-97,92419,2105
1271,32,4,104085,10.7789,-97,546255,823
1272,32,1,493032,132.743,-63,27985,3438
1272,32,2,193467,32.4395,-63,92747,2052
1272,32,4,104431,-17.1824,-63,546941,826
1273,32,1,494034,133.695,-63,27977,3476
1273,32,2,194022,6.92213,-63,92797,2064
1273,32,4,104426,100.343,-63,547413,816
1274,32,1,495296,-18.5823,17,27849,3516
1274,32,2,194489,39.9419,17,92349,2060
1274,32,4,104953,39.1412,17,547143,860
1275,32,1,495930,-35.7775,-70,27838,3477
1275,32,2,194699,-113.639,-70,92398,2075
1275,32,4,105507,-32.7318,-70,548430,841
1276,32,1,496273,-32.7404,-22,27894,3552
1276,32,2,194883,120.862,-22,92422,2146
1276,32,4,105620,150.431,-22,550516,826
1277,32,1,493938,168.06,-37,27969,3535
1277,32,2,195327,8.15284,-37,92383,2121
1277,32,4,105954,-88.2463,-37,550137,857
1278,32,1,494864,-47.9347,-35,27913,3494
1278,32,2,195175,67.5218,-35,92221,2122
1278,32,4,106504,-31.1359,-35,550867,820
1279,32,1,495042,26.6087,-40,27848,3421
1279,32,2,195343,-116.04,-40,92590,1995
1279,32,4,106288,13.4029,-40,552780,845
1280,32,1,496853,101.421,-71,27947,3469
1280,32,2,195696,109.262,-71,93165,2075
1280,32,4,106774,6.83717,-71,555653,777
1281,32,1,496812,-56.1662,-50,27876,3461
1281,32,2,196362,28.0008,-50,93628,2069
1281,32,4,107640,146.862,-50,556798,827
1282,32,1,495069,143.88,-14,27982,3568
1282,32,2,196961,40.1715,-14,94248,2144
1282,32,4,107394,93.1097,-14,559336,848
1283,32,1,493871,-20.3399,10,27912,3636
1283,32,2,196779,30.5455,10,94144,2160
1283,32,4,107803,36.7528,10,558542,828
1284,32,1,493239,0.0042508,-28,27976,3432
1284,32,2,196916,-3.26457,-28,94368,2042
1284,32,4,108128,44.7374,-28,560456,772
1285,32,1,490485,148.859,-59,27965,3567
1285,32,2,196362,74.7036,-59,93855,2073
1285,32,4,108438,-60.3553,-59,554147,885
1286,32,1,490495,107.131,-78,27984,3525
1286,32,2,197470,46.0231,-78,93542,2095
1286,32,4,108129,15.3989,-78,554836,837
1287,32,1,493043,159.348,-11,28049,3467
1287,32,2,198619,55.6027,-11,93375,2035
1287,32,4,108325,136.673,-11,554883,817
1288,32,1,492904,53.0734,-75,27835,3536
1288,32,2,198429,186.46,-75,92919,2010
1288,32,4,108442,119.347,-75,552643,854
1289,32,1,493517,109.35,-130,27878,3505
1289,32,2,198155,16.7527,-130,93260,2155
1289,32,4,107950,92.5404,-130,555808,827
1290,32,1,490773,24.2359,-121,27975,3521
1290,32,2,198391,40.9553,-121,93535,2063
1290,32,4,107891,17.3884,-121,556973,805
1291,32,1,491577,-67.1757,-46,28064,3537
1291,32,2,198583,-54.8884,-46,93938,2067
1291,32,4,107767,-17.3245,-46,556140,815
1292,32,1,494162,191.668,-66,28046,3482
1292,32,2,199154,280.258,-66,93588,2036
1292,32,4,107349,170.939,-66,552982,764
1293,32,1,496872,-1.28614,-72,28020,3480
1293,32,2,199606,-14.3935,-72,93678,2058
1293,32,4,107554,-37.8717,-72,553840,832
1294,32,1,495581,61.6273,-59,27941,3451
1294,32,2,199473,-8.47838,-59,93595,2025
1294,32,4,107174,99.9939,-59,551873,741
1295,32,1,495479,106.735,-58,27900,3495
1295,32,2,198999,73.617,-58,93744,2081
1295,32,4,107287,43.0579,-58,553576,815
1296,32,1,493501,33.913,-67,27921,3519
1296,32,2,198522,100.155,-67,92875,2027
1296,32,4,107125,63.3543,-67,550129,805
1297,32,1,493125,152.28,-61,27939,3454
1297,32,2,198545,164.645,-61,92821,2054
1297,32,4,107439,68.9016,-61,550069,812
1298,32,1,493437,56.1034,-86,27962,3585
1298,32,2,197796,-52.2827,-86,92734,2075
1298,32,4,107167,111.207,-86,544682,851
1299,32,1,494542,146.566,-60,27918,3484
1299,32,2,198093,142.535,-60,92170,2066
1299,32,4,107506,57.7595,-60,542474,830
1300,32,1,496551,118.9,-82,27882,3510
1300,32,2,198401,35.5912,-82,92666,2074
1300,32,4,107536,-10.0032,-82,545584,842
1301,32,1,494269,89.2622,-124,27884,3524
1301,32,2,198678,132.649,-124,92336,2120
1301,32,4,107282,106.703,-124,544794,832
1302,32,1,496310,-34.9649,-114,27874,3572
1302,32,2,198893,-128.165,-114,92484,2068
1302,32,4,107315,-132.267,-114,547366,844
1303,32,1,494665,164.079,-43,27901,3561
1303,32,2,198803,23.8335,-43,92301,2085
1303,32,4,107172,94.5115,-43,545439,827
1304,32,1,493541,-52.4369,-81,27861,3454
1304,32,2,198045,-100.709,-81,91847,1968
1304,32,4,107239,-19.9067,-81,543551,794
1305,32,1,494573,160.555,-63,27923,3554
1305,32,2,197875,195.9,-63,92039,2090
1305,32,4,107285,187.104,-63,542183,852
1306,32,1,495429,167.952,-32,27966,3471
1306,32,2,198916,225.393,-32,92738,2075
1306,32,4,107293,179.554,-32,547208,881
1307,32,1,497591,102.645,-2,28030,3430
1307,32,2,198991,68.3262,-2,93306,1988
1307,32,4,106824,113.928,-2,552580,828
1308,32,1,497394,101.615,27,27847,3535
1308,32,2,199129,102.252,27,93657,2035
1308,32,4,106800,73.805,27,555189,799
1309,32,1,498792,131.138,-6,27882,3495
1309,32,2,198800,128.603,-6,92874,2101
1309,32,4,106628,46.4478,-6,552688,837
1310,32,1,501271,57.0739,51,27893,3349
1310,32,2,199861,56.393,51,92803,1989
1310,32,4,106938,103.376,51,552983,837
1311,32,1,504554,150.794,-11,27911,3442
1311,32,2,200140,35.2414,-11,93257,2092
1311,32,4,107262,105.424,-11,554239,844
1312,32,1,501625,176.811,-105,27933,3586
1312,32,2,199710,259.002,-105,93509,2114
1312,32,4,106949,157.918,-105,554275,818
1313,32,1,501582,102.618,-116,28022,3385
1313,32,2,200127,30.8259,-116,93406,2019
1313,32,4,106951,-18.3808,-116,554540,839
1314,32,1,500945,18.9082,-135,27955,3559
1314,32,2,200033,96.5689,-135,92755,2137
1314,32,4,106993,-9.30235,-135,553799,833
1315,32,1,501857,76.3061,-185,27921,3442
1315,32,2,200296,147.979,-185,92011,2026
1315,32,4,106760,126.297,-185,549539,842
1316,32,1,503626,140.895,-144,27982,3479
1316,32,2,200631,131.232,-144,92142,2037
1316,32,4,106789,130.771,-144,549464,827
1317,32,1,502117,97.0097,-163,27865,3481
1317,32,2,199461,155.983,-163,92995,2079
1317,32,4,107239,211.535,-163,552707,833
1318,32,1,502009,63.0677,-169,27869,3576
1318,32,2,199787,173.396,-169,93645,2100
1318,32,4,107307,92.9963,-169,554513,754
1319,32,1,505044,32.2591,-212,27908,3473
1319,32,2,200312,-3.7672,-212,93626,2067
1319,32,4,107768,21.9063,-212,553890,855
1320,32,1,504641,172.407,-207,27905,3475
1320,32,2,199932,50.8235,-207,93311,2091
1320,32,4,107719,264.381,-207,550071,811
1321,32,1,502388,59.7173,-260,28084,3445
1321,32,2,198864,147.07,-260,93994,2115
1321,32,4,107017,41.9508,-260,556344,871
1322,32,1,501423,-168.952,-277,28007,3491
1322,32,2,198741,-109.688,-277,93439,2065
1322,32,4,107353,74.8647,-277,554321,837
1323,32,1,498007,29.4059,-238,27902,3509
1323,32,2,198073,170.829,-238,93278,2071
1323,32,4,106950,159.537,-238,551390,815
1324,32,1,498647,-20.3503,-158,27852,3560
1324,32,2,198842,-32.5331,-158,92694,2074
1324,32,4,107634,31.5871,-158,549236,860
1325,32,1,500596,-18.3478,-116,27838,3404
1325,32,2,198701,-92.1076,-116,92930,2030
1325,32,4,107862,-136.998,-116,546518,822
1326,32,1,499141,40.5751,-184,27924,3530
1326,32,2,197531,109.107,-184,92942,2144
1326,32,4,107025,196.573,-184,548494,850
1327,32,1,500808,77.3521,-156,27992,3484
1327,32,2,198021,40.573,-156,92926,2128
1327,32,4,106798,36.2502,-156,550106,854
1328,32,1,498282,226.333,-189,27913,3459
1328,32,2,197619,159.017,-189,92805,2027
1328,32,4,106576,144.142,-189,549981,753
1329,32,1,500672,198.866,-251,27859,3544
1329,32,2,198319,83.8238,-251,92717,2086
1329,32,4,107047,63.5648,-251,547351,824
1330,32,1,501627,125.304,-260,27952,3541
1330,32,2,198493,29.992,-260,92866,2111
1330,32,4,106699,-38.794,-260,548412,863
1331,32,1,500734,-140.237,-194,27844,3540
1331,32,2,197795,20.9211,-194,93194,2150
1331,32,4,107301,70.6498,-194,546920,844
1332,32,1,499358,187.314,-205,27845,3481
1332,32,2,197408,204.932,-205,92827,2081
1332,32,4,107154,278.759,-205,545151,825
1333,32,1,496576,93.8062,-227,27853,3598
1333,32,2,196299,67.8824,-227,93151,2140
1333,32,4,107226,-18.1551,-227,547669,858
1334,32,1,496875,-107.798,-206,27994,3401
1334,32,2,196143,120.766,-206,92780,2075
1334,32,4,107057,42.3338,-206,547160,803
1335,32,1,498014,-48.9795,-168,27956,3516
1335,32,2,196250,62.9696,-168,92692,2046
1335,32,4,106693,124.424,-168,547416,802
1336,32,1,499671,45.0507,-163,27847,3565
1336,32,2,196744,58.923,-163,92841,2113
1336,32,4,106730,55.5456,-163,546643,789
1337,32,1,498000,132.615,-111,27863,3488
1337,32,2,196275,68.0244,-111,92409,2050
1337,32,4,106872,114.035,-111,544587,880
1338,32,1,497632,100.379,-70,27760,3459
1338,32,2,196074,-25.6443,-70,92668,2027
1338,32,4,106551,-37.9963,-70,546630,827
1339,32,1,499049,19.9167,-123,27841,3591
1339,32,2,195177,-36.4279,-123,92131,2105
1339,32,4,106750,-62.1283,-123,543913,831
1340,32,1,498933,-148.749,-62,27826,3477
1340,32,2,194448,-157.761,-62,92160,2041
1340,32,4,106620,-178.714,-62,546476,825
1341,32,1,500730,188.944,-98,27854,3494
1341,32,2,194299,32.867,-98,91756,2130
1341,32,4,105881,167.968,-98,545218,912
1342,32,1,501459,78.674,-82,27776,3516
1342,32,2,194056,-38.7339,-82,92306,2092
1342,32,4,105952,-35.0452,-82,546520,874
1343,32,1,498438,103.344,-121,27687,3627
1343,32,2,193560,94.4688,-121,92129,2161
1343,32,4,105646,110.069,-121,545065,847
1344,32,1,499487,89.1882,-144,27804,3471
1344,32,2,194121,88.8238,-144,91962,2019
1344,32,4,106198,15.1462,-144,545404,807
1345,32,1,501263,148.307,-154,27844,3542
1345,32,2,194533,-11.6729,-154,91488,2042
1345,32,4,106316,134.926,-154,540940,882
1346,32,1,499446,127.646,-203,27793,3527
1346,32,2,194123,43.9246,-203,91091,2095
1346,32,4,105878,175.526,-203,541105,839
1347,32,1,500332,144.733,-207,27813,3552
1347,32,2,194159,39.2752,-207,90871,2042
1347,32,4,105524,42.0297,-207,538069,846
1348,32,1,501787,130.077,-198,27798,3553
1348,32,2,193945,-31.5661,-198,91368,2041
1348,32,4,106169,-7.17332,-198,541870,801
1349,32,1,502621,146.294,-134,27878,3440
1349,32,2,193787,32.7811,-134,91186,2100
1349,32,4,106549,16.4764,-134,540818,886
1350,32,1,503240,111.775,-126,27938,3470
1350,32,2,193612,13.0754,-126,91328,2032
1350,32,4,106982,-20.2399,-126,538928,802
1351,32,1,498371,0.337941,-73,27835,3615
1351,32,2,192798,-7.36245,-73,91701,2111
1351,32,4,106317,-168.159,-73,546555,855
1352,32,1,497936,42.5825,-85,27809,3512
1352,32,2,192963,20.952,-85,91797,2072
1352,32,4,106829,-4.86732,-85,548687,862
1353,32,1,496887,241.352,-147,27849,3490
1353,32,2,193113,198.673,-147,92039,2052
1353,32,4,107041,108.121,-147,549717,832
1354,32,1,494634,92.9756,-111,27887,3612
1354,32,2,192808,27.733,-111,92381,2126
1354,32,4,106791,98.5398,-111,549827,840
1355,32,1,495770,-206.151,-158,27768,3607
1355,32,2,193845,-44.9284,-158,92588,2093
1355,32,4,106341,14.4477,-158,552468,865
1356,32,1,497102,-5.42279,-206,27686,3582
1356,32,2,194500,18.6916,-206,92496,2084
1356,32,4,107015,150.318,-206,555808,882
1357,32,1,497477,-10.474,-174,27896,3570
1357,32,2,194783,83.1699,-174,92630,2116
1357,32,4,107114,93.6398,-174,554690,888
1358,32,1,497291,91.2756,-179,27971,3485
1358,32,2,194349,25.6467,-179,92867,2051
1358,32,4,106788,-151.535,-179,555079,829
1359,32,1,494140,143.861,-246,28018,3379
1359,32,2,193972,98.8098,-246,93186,2055
1359,32,4,107269,164.654,-246,557040,851
1360,32,1,493208,48.0603,-262,27942,3616
1360,32,2,193250,177.556,-262,93348,2154
1360,32,4,107358,184.831,-262,557758,826
1361,32,1,491973,323.425,-205,27911,3401
1361,32,2,193166,189.347,-205,93425,2043
1361,32,4,107256,97.3731,-205,556719,825
1362,32,1,493726,-10.695,-251,27935,3482
1362,32,2,192826,-48.3947,-251,93563,2074
1362,32,4,107372,-9.89947,-251,558667,816
1363,32,1,490543,65.265,-279,27891,3546
1363,32,2,192762,113.09,-279,93259,2112
1363,32,4,107262,71.0062,-279,555917,858
1364,32,1,489550,-33.4588,-224,27912,3579
1364,32,2,192840,120.053,-224,93574,2145
1364,32,4,106772,271.389,-224,556920,837
1365,32,1,486504,125.955,-191,27951,3489
1365,32,2,191696,106.294,-191,94031,2065
1365,32,4,106457,-40.2945,-191,559359,817
1366,32,1,487111,-3.1266,-186,27940,3491
1366,32,2,191773,-16.6307,-186,93744,2113
1366,32,4,106271,69.3559,-186,562392,831
1367,32,1,487829,116.427,-96,27928,3504
1367,32,2,192130,-12.6938,-96,93986,2040
1367,32,4,106776,-83.4463,-96,566378,810
1368,32,1,487881,140.773,-125,27933,3483
1368,32,2,192107,15.9474,-125,93467,2047
1368,32,4,106861,11.2206,-125,563153,845
1369,32,1,488985,106.544,-155,27961,3368
1369,32,2,192037,101.386,-155,93641,2028
1369,32,4,106514,213.145,-155,562313,784
1370,32,1,489667,101.481,-140,27954,3499
1370,32,2,192533,65.9062,-140,94384,2055
1370,32,4,106673,82.0201,-140,565954,843
1371,32,1,489571,47.073,-184,27874,3596
1371,32,2,193084,95.5602,-184,93756,2128
1371,32,4,106605,185.43,-184,563738,854
1372,32,1,489324,114.275,-222,27900,3408
1372,32,2,193392,25.6724,-222,93834,2022
1372,32,4,106731,64.1225,-222,563334,830
1373,32,1,489939,40.431,-252,27974,3492
1373,32,2,193552,128.113,-252,94144,2116
1373,32,4,106733,100.69,-252,565112,870
1374,32,1,489288,-118.913,-281,27985,3561
1374,32,2,193408,100.601,-281,94117,2087
1374,32,4,107164,36.9203,-281,564363,869
1375,32,1,487503,105.33,-329,28033,3384
1375,32,2,192833,130.775,-329,93709,2024
1375,32,4,106823,160.919,-329,560757,776
1376,32,1,490241,150.16,-357,28021,3494
1376,32,2,193063,55.641,-357,93305,2092
1376,32,4,106187,98.1631,-357,560175,798
1377,32,1,491797,87.7106,-433,27947,3554
1377,32,2,193492,-74.4536,-433,93775,2082
1377,32,4,106578,33.5588,-433,562291,892
1378,32,1,491347,58.1722,-400,27876,3431
1378,32,2,193607,17.6082,-400,93682,2073
1378,32,4,106418,90.9185,-400,560544,827
1379,32,1,492174,-21.4154,-415,27887,3545
1379,32,2,194933,13.0835,-415,93647,2077
1379,32,4,107018,51.2066,-415,559511,861
1380,32,1,491413,3.17647,-390,27806,3551
1380,32,2,194571,67.0114,-390,93100,2123
1380,32,4,106366,-62.9394,-390,554078,847
1381,32,1,491298,98.4313,-405,27753,3557
1381,32,2,194877,70.9839,-405,93503,2081
1381,32,4,107092,28.5212,-405,556209,847
1382,32,1,489831,-56.5272,-363,27931,3438
1382,32,2,195589,-47.8727,-363,93719,2058
1382,32,4,107293,-50.3483,-363,556693,828
1383,32,1,488255,66.8632,-242,27984,3553
1383,32,2,195072,139.156,-242,94058,2045
1383,32,4,106499,104.945,-242,557588,863
1384,32,1,491169,37.9957,-274,28062,3454
1384,32,2,195357,60.6463,-274,94196,2064
1384,32,4,106107,-6.95593,-274,555806,866
1385,32,1,490534,-124.935,-265,27987,3573
1385,32,2,195298,73.5355,-265,94141,2125
1385,32,4,106140,4.01844,-265,556953,891
1386,32,1,493385,115.421,-282,27994,3439
1386,32,2,196068,225.803,-282,93806,1989
1386,32,4,106466,136.395,-282,554924,839
1387,32,1,494416,131.241,-258,27886,3492
1387,32,2,196349,55.5919,-258,93188,2092
1387,32,4,106858,37.6419,-258,552366,830
1388,32,1,497394,33.615,-234,27978,3456
1388,32,2,196804,106.011,-234,93276,2044
1388,32,4,107007,141.126,-234,552078,790
1389,32,1,494592,24.5527,-267,27933,3537
1389,32,2,196254,77.4862,-267,93431,2091
1389,32,4,107469,-23.25,-267,553315,823
1390,32,1,495004,158.956,-303,27897,3544
1390,32,2,195809,200.862,-303,93857,2090
1390,32,4,106560,245.367,-303,556129,854
1391,32,1,497530,68.7247,-268,27954,3525
1391,32,2,196479,101.214,-268,93904,2097
1391,32,4,106968,105.592,-268,555184,863
1392,32,1,494940,38.1045,-256,27886,3530
1392,32,2,195762,-35.0676,-256,93484,2064
1392,32,4,107182,-44.2394,-256,552676,792
1393,32,1,495140,51.1684,-213,27919,3477
