tick,L,b,e_flux,v_coupling,total_q,total_sq,reaction_l1
1592,32,4,113837,203.748,-118,559916,826
1593,32,1,544508,126.338,-104,27930,3560
1593,32,2,216648,259.184,-104,93756,2076
1593,32,4,112879,200.56,-104,559582,842
1594,32,1,546637,140.755,-145,28005,3395
1594,32,2,217100,69.4359,-145,94245,2037
1594,32,4,113226,83.0973,-145,564153,845
1595,32,1,549672,44.7462,-114,28132,3431
1595,32,2,216976,56.0239,-114,94070,2055
1595,32,4,113439,106.744,-114,565100,815
1596,32,1,549185,127.995,-72,28016,3508
1596,32,2,216984,116.179,-72,94160,1994
1596,32,4,113093,63.5565,-72,565794,858
1597,32,1,549129,34.9889,-80,27936,3474
1597,32,2,217436,83.798,-80,93942,1986
1597,32,4,113494,92.3199,-80,564816,782
1598,32,1,548662,-92.6554,-120,27938,3590
1598,32,2,216410,38.3494,-120,93084,2138
1598,32,4,113555,33.4425,-120,562146,848
1599,32,1,551810,159.191,-73,28095,3441
1599,32,2,216919,265.824,-73,93643,2027
1599,32,4,113582,68.9593,-73,565153,845
1600,32,1,551880,129.923,-52,28066,3517
1600,32,2,216145,134.196,-52,93586,2095
1600,32,4,112964,104.293,-52,562014,885
1601,32,1,549783,89.2798,-46,27958,3496
1601,32,2,215421,-61.9453,-46,93302,1978
1601,32,4,113245,-49.772,-46,558400,862
1602,32,1,550734,-47.3589,-1,27901,3603
1602,32,2,216278,-84.612,-1,93627,2071
1602,32,4,113320,-16.1045,-1,563689,807
1603,32,1,548629,63.0793,68,27884,3621
1603,32,2,215595,59.5218,68,93962,2125
1603,32,4,112894,-7.66382,68,565180,887
1604,32,1,548352,164.586,43,27927,3449
1604,32,2,215535,-7.24876,43,93711,2017
1604,32,4,113249,25.7371,43,562105,793
1605,32,1,550547,-20.2411,78,27906,3565
1605,32,2,215250,65.2115,78,94116,2117
1605,32,4,113563,91.8125,78,565262,771
1606,32,1,551120,55.5213,53,27919,3631
1606,32,2,214719,110.04,53,94355,2107
1606,32,4,113669,107.373,53,566159,847
1607,32,1,552906,-54.0342,32,27972,3439
1607,32,2,215378,-12.2108,32,94716,2021
1607,32,4,113738,-36.158,32,568542,831
1608,32,1,553817,-1.73552,8,28062,3530
1608,32,2,215779,9.38211,8,94572,2136
1608,32,4,113475,108.342,8,565332,862
1609,32,1,551288,1.36113,100,28068,3462
1609,32,2,215328,16.0782,100,94340,2102
1609,32,4,113326,74.5244,100,562958,856
1610,32,1,550795,-9.67579,43,28081,3419
1610,32,2,215720,57.0069,43,94109,2015
1610,32,4,113021,103.633,43,561753,827
1611,32,1,551490,-34.3503,54,28008,3565
1611,32,2,215600,35.2055,54,93296,2121
1611,32,4,113616,69.1802,54,557706,865
1612,32,1,554879,149.127,53,28035,3363
1612,32,2,216556,89.3813,53,92921,2049
1612,32,4,113875,15.7532,53,554657,781
1613,32,1,558745,131.994,3,28071,3542
1613,32,2,217536,20.0981,3,92767,2134
1613,32,4,114092,12.1627,3,556031,882
1614,32,1,555203,136.878,66,28100,3511
1614,32,2,216530,49.1709,66,92550,2153
1614,32,4,113743,-64.7031,66,551740,841
1615,32,1,560203,145.358,48,28054,3568
1615,32,2,217213,86.8249,48,92440,2148
1615,32,4,114697,145.968,48,549584,868
1616,32,1,559979,-65.1712,116,27916,3490
1616,32,2,217612,-28.3056,116,91802,2074
1616,32,4,114582,-41.7244,116,544724,848
1617,32,1,559558,216.549,118,27882,3514
1617,32,2,217401,123.217,118,91432,2076
1617,32,4,114321,128.037,118,544674,858
1618,32,1,558623,94.0533,154,27862,3606
1618,32,2,216682,36.3217,154,91112,2150
1618,32,4,114116,66.2078,154,543046,872
1619,32,1,558322,-29.6848,159,27971,3695
1619,32,2,215655,5.12928,159,90685,2169
1619,32,4,113772,77.4291,159,540619,839
1620,32,1,560171,22.4878,216,27930,3483
1620,32,2,215562,-18.8042,216,90898,2097
1620,32,4,114204,84.9673,216,540842,769
1621,32,1,558657,137.654,162,27872,3528
1621,32,2,215608,41.8071,162,90522,2022
1621,32,4,113987,130.01,162,537078,794
1622,32,1,555896,-39.3814,165,27883,3689
1622,32,2,215700,82.2808,165,90633,2203
1622,32,4,113411,48.6929,165,536981,855
1623,32,1,554209,-27.1751,195,27955,3608
1623,32,2,215006,136.15,195,90761,2156
1623,32,4,113391,-12.4804,195,537113,860
1624,32,1,552448,171.007,190,27910,3569
1624,32,2,213916,160.707,190,90472,2135
1624,32,4,112771,105.825,190,535666,873
1625,32,1,551399,55.221,175,27813,3613
1625,32,2,213857,156.177,175,90001,2203
1625,32,4,112823,26.4802,175,533197,827
1626,32,1,549228,167.53,215,27789,3464
1626,32,2,214166,57.7742,215,90227,2042
1626,32,4,113074,-54.1651,215,536025,838
1627,32,1,543887,207.554,184,27924,3569
1627,32,2,213316,126.853,184,90108,2145
1627,32,4,112675,178.883,184,531430,899
1628,32,1,542684,127.828,114,27974,3528
1628,32,2,212627,42.5489,114,90510,2102
1628,32,4,111918,-75.9587,114,535830,832
1629,32,1,542020,223.807,171,27955,3565
1629,32,2,212340,-38.3744,171,90869,2079
1629,32,4,111971,-59.3597,171,539535,809
1630,32,1,541692,-73.4376,160,27894,3511
1630,32,2,212391,24.4493,160,90786,2095
1630,32,4,112248,54.6391,160,540338,861
1631,32,1,541309,54.004,114,27918,3556
1631,32,2,213075,75.7388,114,91530,2140
1631,32,4,111861,87.0309,114,543076,884
1632,32,1,544527,169.613,104,28036,3484
1632,32,2,213342,114.572,104,92210,2042
1632,32,4,111818,113.758,104,544706,856
1633,32,1,540196,136.784,58,27928,3548
1633,32,2,212673,-46.2446,58,91868,2112
1633,32,4,111845,-35.9055,58,543832,856
1634,32,1,539395,71.2343,74,27932,3572
1634,32,2,213398,103.574,74,91984,2096
1634,32,4,112170,-10.413,74,544274,860
1635,32,1,539343,92.1118,155,27919,3525
1635,32,2,213438,40.6048,155,92633,2115
1635,32,4,111836,7.31633,155,547971,791
1636,32,1,539708,181.461,194,27910,3553
1636,32,2,213585,151.775,194,91962,2133
1636,32,4,111887,177.258,194,545106,849
1637,32,1,540602,72.914,137,27931,3499
1637,32,2,214055,-32.6228,137,91829,2033
1637,32,4,112262,20.5793,137,544235,839
1638,32,1,541651,143.052,97,27875,3604
1638,32,2,212996,111.485,97,91471,2088
1638,32,4,111947,12.5731,97,545451,890
1639,32,1,537368,-9.58576,103,27917,3544
1639,32,2,212028,49.9584,103,91877,2096
1639,32,4,111804,-11.3896,103,547405,834
1640,32,1,534785,230.752,60,27886,3585
1640,32,2,211171,180.526,60,91778,2065
1640,32,4,111261,139.139,60,549234,893
1641,32,1,535626,9.18289,82,27950,3510
1641,32,2,211258,75.3031,82,91126,2132
1641,32,4,112055,-39.183,82,546078,846
1642,32,1,537575,140.225,95,27905,3469
1642,32,2,211297,12.7871,95,90827,2065
1642,32,4,111736,68.3542,95,545427,813
1643,32,1,533830,355.399,61,27835,3546
1643,32,2,210973,190.725,61,90267,2066
1643,32,4,111945,38.6882,61,539687,846
1644,32,1,535118,102.668,27,27891,3610
1644,32,2,210942,42.506,27,90399,2136
1644,32,4,111450,70.8882,27,541863,858
1645,32,1,533562,-96.4962,53,27833,3532
1645,32,2,210687,45.3112,53,90671,2144
1645,32,4,111437,-0.809273,53,544245,840
1646,32,1,533903,185.829,72,27860,3583
1646,32,2,210511,219.906,72,91202,2131
1646,32,4,112008,157.773,72,548852,867
1647,32,1,532055,-175.381,108,27842,3596
1647,32,2,209696,54.8618,108,91622,2080
1647,32,4,111111,208.565,108,549868,832
1648,32,1,531189,177.684,70,27720,3708
1648,32,2,209233,201.856,70,91358,2196
1648,32,4,110731,130.588,70,547926,874
1649,32,1,531582,77.2688,87,27781,3631
1649,32,2,208843,-6.05574,87,91401,2127
1649,32,4,110183,19.9685,87,547639,899
1650,32,1,525774,68.2427,27,27779,3586
1650,32,2,208364,119.582,27,90765,2112
1650,32,4,110124,138.742,27,542843,842
1651,32,1,522481,198.442,9,27829,3602
1651,32,2,207211,58.9524,9,90579,2110
1651,32,4,110441,-18.5078,9,539813,834
1652,32,1,520177,160.56,25,27795,3624
1652,32,2,206173,192.249,25,90317,2092
1652,32,4,109893,162.003,25,539093,862
1653,32,1,521125,18.944,26,27930,3489
1653,32,2,205526,102.777,26,90478,2091
1653,32,4,109182,145.78,26,538412,815
1654,32,1,518952,-21.8943,49,27819,3515
1654,32,2,204794,57.5271,49,89623,2067
1654,32,4,108502,-15.7005,49,534361,803
1655,32,1,515895,57.1552,56,27780,3623
1655,32,2,204622,42.6472,56,89472,2145
1655,32,4,108666,-53.436,56,535692,867
1656,32,1,515826,109.534,-3,27873,3531
1656,32,2,203780,123.1,-3,90447,2113
1656,32,4,108161,146.532,-3,539313,789
1657,32,1,515151,36.4648,6,27794,3579
1657,32,2,203628,30.0802,6,90194,2169
1657,32,4,107971,121.988,6,536076,815
1658,32,1,514019,-73.7861,62,27798,3520
1658,32,2,202968,42.3045,62,90524,2032
1658,32,4,107609,65.7816,62,536818,878
1659,32,1,513671,75.3714,140,27720,3562
1659,32,2,203634,96.3895,140,90468,2084
1659,32,4,108191,-3.1421,140,537874,820
1660,32,1,512649,-7.05251,127,27805,3571
1660,32,2,203373,-79.4335,127,90923,2093
1660,32,4,108052,-55.5919,127,539093,863
1661,32,1,510908,73.1422,70,27820,3587
1661,32,2,203556,89.634,70,91224,2133
1661,32,4,108588,87.037,70,545454,861
1662,32,1,511112,-49.7645,111,27769,3609
1662,32,2,203010,93.2792,111,90995,2109
1662,32,4,108403,112.531,111,544689,793
1663,32,1,510874,-2.93511,197,27785,3656
1663,32,2,201883,21.4752,197,90909,2162
1663,32,4,108031,86.5422,197,547581,862
1664,32,1,507520,91.9754,201,27833,3530
1664,32,2,201435,139.438,201,90963,2096
1664,32,4,108167,160.777,201,544767,816
1665,32,1,506308,203.682,218,27884,3487
1665,32,2,201645,109.8,218,90808,2105
1665,32,4,108538,119.176,218,542774,877
1666,32,1,503883,152.987,90,27912,3558
1666,32,2,200865,76.4953,90,91126,2072
1666,32,4,108402,131.539,90,543734,780
1667,32,1,502413,91.6415,92,27948,3510
1667,32,2,200048,108.34,92,90690,2108
1667,32,4,108222,107.242,92,544682,880
1668,32,1,500063,227.399,130,27936,3522
1668,32,2,200253,111.022,130,91208,2072
1668,32,4,107711,20.4479,130,544978,844
1669,32,1,499120,109.085,138,27948,3496
1669,32,2,199706,-63.1801,138,91478,2044
1669,32,4,107456,78.8374,138,545584,884
1670,32,1,493756,185.931,106,27930,3626
1670,32,2,198226,173.802,106,91542,2204
1670,32,4,106652,215.715,106,541060,862
1671,32,1,495170,-93.7572,58,27954,3450
1671,32,2,198352,-108.393,58,91666,2040
1671,32,4,106868,-56.8028,58,541556,842
1672,32,1,491534,-73.5616,7,27947,3429
1672,32,2,197863,13.0825,7,92301,2033
1672,32,4,106890,137.163,7,543559,789
1673,32,1,487137,117.706,16,27902,3629
1673,32,2,197292,144.672,16,92208,2135
1673,32,4,106948,255.992,16,542134,825
1674,32,1,489787,101.966,-3,27911,3427
1674,32,2,197802,-102.526,-3,92267,2055
1674,32,4,106990,-23.6132,-3,540727,733
1675,32,1,487654,29.3797,-24,27888,3619
1675,32,2,197394,1.55031,-24,92430,2155
1675,32,4,106755,105.599,-24,542092,841
1676,32,1,489071,-19.1746,-22,27824,3512
1676,32,2,198113,-11.0421,-22,92542,2030
1676,32,4,107169,37.8646,-22,544056,818
1677,32,1,488442,187.406,-32,27920,3452
1677,32,2,198153,10.8059,-32,92838,2076
1677,32,4,107202,-35.936,-32,545862,854
1678,32,1,491734,42.4377,-47,27937,3499
1678,32,2,198576,110.108,-47,92987,2055
1678,32,4,107621,84.4804,-47,545565,835
1679,32,1,491994,104.033,-141,27839,3472
1679,32,2,198656,81.8843,-141,92729,2114
1679,32,4,107553,54.2055,-141,544543,916
1680,32,1,491448,47.3228,-160,27722,3461
1680,32,2,199261,52.229,-160,92272,2053
1680,32,4,107460,84.8292,-160,544854,865
1681,32,1,491888,53.0675,-188,27730,3646
1681,32,2,199661,134.63,-188,91868,2150
1681,32,4,107870,141.478,-188,543632,806
1682,32,1,489734,26.2351,-185,27765,3697
1682,32,2,198891,177.641,-185,91893,2181
1682,32,4,107632,171.292,-185,543195,871
1683,32,1,490424,95.3863,-123,27825,3472
1683,32,2,199185,184.263,-123,92089,2038
1683,32,4,107841,149.15,-123,543799,830
1684,32,1,486096,92.516,-124,27788,3503
1684,32,2,197936,128.527,-124,91982,2069
1684,32,4,107566,120.121,-124,542886,811
1685,32,1,486071,24.6577,-69,27851,3565
1685,32,2,197423,130.061,-69,91509,2075
1685,32,4,107476,-64.7521,-69,541091,869
1686,32,1,485860,56.8203,-100,27896,3425
1686,32,2,197874,156.718,-100,92042,2053
1686,32,4,107990,59.3376,-100,543666,813
1687,32,1,486618,2.6056,-90,27948,3498
1687,32,2,198132,-89.7782,-90,92332,2032
1687,32,4,107957,-32.1258,-90,544242,840
1688,32,1,488255,82.2682,-86,27986,3590
1688,32,2,198448,120.536,-86,92502,2120
1688,32,4,108159,165.673,-86,546268,840
1689,32,1,483893,22.9294,-110,27934,3520
1689,32,2,196755,-87.0251,-110,92652,2038
1689,32,4,107565,21.882,-110,548518,754
1690,32,1,482700,20.29,-157,27979,3449
1690,32,2,197711,42.121,-157,92433,2139
1690,32,4,107229,-6.68013,-157,545881,843
1691,32,1,483061,-131.376,-146,27808,3633
1691,32,2,197289,101.633,-146,91914,2113
1691,32,4,107751,39.3449,-146,546202,885
1692,32,1,483379,124.678,-128,27776,3552
1692,32,2,197579,52.6133,-128,91358,2100
1692,32,4,108160,27.8087,-128,544642,854
1693,32,1,483209,-27.4637,-74,27838,3518
1693,32,2,197226,87.3024,-74,91266,2016
1693,32,4,108079,-45.5103,-74,545180,850
1694,32,1,481477,73.7574,-40,27812,3602
1694,32,2,196345,80.7711,-40,90994,2118
1694,32,4,108140,102.463,-40,543622,838
1695,32,1,482105,-11.4222,-94,27848,3546
1695,32,2,196545,15.1105,-94,91148,2078
1695,32,4,108320,121.88,-94,544680,808
1696,32,1,481144,89.7465,-127,27881,3509
1696,32,2,195504,108.657,-127,90879,2113
1696,32,4,107938,126.955,-127,541433,817
1697,32,1,480311,-39.5061,-68,27804,3583
1697,32,2,194777,14.0806,-68,91200,2115
1697,32,4,107993,30.3144,-68,545166,811
1698,32,1,478449,200.206,-67,27797,3429
1698,32,2,194350,100.777,-67,90865,2017
1698,32,4,107778,191.939,-67,542613,819
1699,32,1,479098,89.3381,3,27943,3568
1699,32,2,194501,108.661,3,91477,2106
1699,32,4,107354,165.749,3,546051,846
1700,32,1,479208,78.7621,2,27876,3531
1700,32,2,194355,167.243,2,91300,2095
1700,32,4,107235,147.958,2,544686,843
1701,32,1,481354,-0.337372,-7,27989,3391
1701,32,2,195201,15.857,-7,91623,2013
1701,32,4,107542,232.597,-7,548387,833
1702,32,1,483056,-100.842,-23,27851,3546
1702,32,2,195014,-96.4097,-23,91505,2056
1702,32,4,107684,-109.651,-23,547943,820
1703,32,1,485817,90.9262,-25,27885,3548
1703,32,2,195872,-17.4199,-25,91733,2132
1703,32,4,108016,81.1552,-25,552803,846
1704,32,1,483804,98.7511,-34,27760,3529
1704,32,2,196224,107.977,-34,91500,2103
1704,32,4,108743,20.2985,-34,549934,787
1705,32,1,486005,10.6353,-39,27861,3555
1705,32,2,196640,-90.8559,-39,91471,2083
1705,32,4,108327,-40.82,-39,548491,913
1706,32,1,486217,43.6357,-17,27877,3404
1706,32,2,196488,32.2122,-17,92015,2034
1706,32,4,107967,39.7575,-17,553141,786
1707,32,1,484931,86.0902,32,27966,3433
1707,32,2,196147,78.0447,32,91736,2005
1707,32,4,107354,29.8787,32,551468,841
1708,32,1,485069,-49.9858,46,27962,3430
1708,32,2,195931,1.94767,46,92052,2018
1708,32,4,107364,-1.2911,46,551930,862
1709,32,1,486488,128.214,26,28000,3416
1709,32,2,196237,54.0579,26,91852,2024
1709,32,4,107056,73.76,26,549312,832
1710,32,1,485927,83.2829,-25,27995,3517
1710,32,2,196069,-76.2237,-25,91655,2073
1710,32,4,106969,-10.0978,-25,544959,821
1711,32,1,487832,44.8172,-75,27973,3430
1711,32,2,196554,93.2167,-75,91707,2022
1711,32,4,107176,187.809,-75,546349,816
1712,32,1,488354,78.7052,-81,27965,3492
1712,32,2,196342,112.306,-81,91839,2024
1712,32,4,106014,96.1174,-81,545665,800
1713,32,1,488731,111.441,-32,27802,3529
1713,32,2,196813,99.4801,-32,91412,2123
1713,32,4,106267,41.0139,-32,547510,875
1714,32,1,487779,-31.8013,-40,27832,3500
1714,32,2,196246,81.7884,-40,91564,2084
1714,32,4,105836,55.1926,-40,548738,848
1715,32,1,486287,65.428,-67,27931,3531
1715,32,2,195452,-4.69966,-67,91741,2155
1715,32,4,105338,-31.7931,-67,552349,871
1716,32,1,485950,144.001,-175,27939,3550
1716,32,2,194536,76.4038,-175,91591,1996
1716,32,4,105274,146.796,-175,550135,832
1717,32,1,485326,-19.8893,-206,27826,3445
1717,32,2,194960,-70.332,-206,91398,2017
1717,32,4,105811,66.137,-206,549308,789
1718,32,1,485782,-16.325,-182,27870,3484
1718,32,2,195201,-14.2757,-182,91514,2120
1718,32,4,105812,-39.1863,-182,547012,908
1719,32,1,485102,49.4172,-133,27857,3561
1719,32,2,194494,37.0031,-133,91743,2125
1719,32,4,105559,68.3719,-133,547737,881
1720,32,1,486185,93.9225,-103,27903,3474
1720,32,2,195233,123.961,-103,91881,2098
1720,32,4,105502,141.077,-103,546413,870
1721,32,1,487988,106.436,-75,27803,3450
1721,32,2,195815,76.157,-75,91513,2000
1721,32,4,105931,56.41,-75,546107,762
1722,32,1,489041,118.73,-110,27898,3517
1722,32,2,196021,162.048,-110,91816,2091
1722,32,4,106099,44.9695,-110,547252,815
1723,32,1,484429,-66.9141,-91,27911,3697
1723,32,2,194666,-80.5927,-91,92059,2105
1723,32,4,105577,-66.144,-91,549585,825
1724,32,1,483227,64.7304,-55,27987,3498
1724,32,2,194189,185.55,-55,92523,1992
1724,32,4,104870,189.277,-55,550505,824
1725,32,1,484337,7.83296,3,27949,3450
1725,32,2,194886,1.77493,3,92931,2056
1725,32,4,105104,25.0232,3,555683,796
1726,32,1,486869,-103.815,1,27897,3534
1726,32,2,195352,-39.3116,1,92375,2088
1726,32,4,105571,-35.1567,1,551309,816
1727,32,1,489038,-82.7555,15,27867,3476
1727,32,2,195991,-16.6135,15,92155,2124
1727,32,4,105512,24.082,15,547047,848
1728,32,1,488825,95.509,35,27811,3532
1728,32,2,196007,52.8,35,92229,2058
1728,32,4,105145,130.378,35,546141,910
1729,32,1,489308,62.1623,-20,27776,3479
1729,32,2,196202,18.2561,-20,92966,2057
1729,32,4,105097,-51.7498,-20,550396,797
1730,32,1,487416,68.8383,-13,27875,3561
1730,32,2,195997,19.1189,-13,93029,2115
1730,32,4,105101,37.3877,-13,550601,885
1731,32,1,486792,205.098,-13,28033,3482
1731,32,2,195528,72.8119,-13,93569,2114
1731,32,4,105270,116.671,-13,553633,876
1732,32,1,485660,71.4021,-26,28080,3399
1732,32,2,195666,156.175,-26,92654,2011
1732,32,4,105193,111.308,-26,549612,829
1733,32,1,484011,-11.8201,7,27947,3439
1733,32,2,195539,-19.8476,7,92959,2015
1733,32,4,105360,45.3052,7,551397,791
1734,32,1,483004,127.462,-34,27924,3531
1734,32,2,195371,73.5265,-34,92946,2135
1734,32,4,104965,26.7444,-34,550636,835
1735,32,1,481462,-40.4995,-43,27813,3497
1735,32,2,194389,-30.6759,-43,92359,2143
1735,32,4,104281,37.8719,-43,548203,883
1736,32,1,481093,121.453,-87,27925,3530
1736,32,2,194508,230.499,-87,93019,2106
1736,32,4,104088,159.753,-87,553621,858
1737,32,1,483304,38.4739,-76,27992,3425
1737,32,2,195184,46.5244,-76,92682,2089
1737,32,4,103945,3.42895,-76,551188,795
1738,32,1,484546,39.4683,0,28068,3450
1738,32,2,195225,85.5657,0,92280,2036
1738,32,4,103856,111.594,0,548504,824
1739,32,1,484906,198.9,-22,27992,3324
1739,32,2,196009,119.679,-22,92216,2020
1739,32,4,104226,209.2,-22,550596,802
1740,32,1,482026,-113.575,12,27874,3660
1740,32,2,195232,-107.798,12,92032,2090
1740,32,4,104068,-19.0159,12,550928,834
1741,32,1,484829,61.482,-10,27824,3602
1741,32,2,196269,78.1297,-10,92136,2076
1741,32,4,104687,-44.7833,-10,553220,838
1742,32,1,484081,31.7082,-2,27810,3456
1742,32,2,196467,-21.9203,-2,92396,2056
1742,32,4,105013,60.27,-2,555774,870
1743,32,1,482654,19.1882,-17,27867,3579
1743,32,2,195994,41.364,-17,92319,2127
1743,32,4,104718,5.46524,-17,557067,853
1744,32,1,483463,43.2457,-83,27907,3540
1744,32,2,196123,55.3924,-83,92775,2120
1744,32,4,104692,145.103,-83,562333,902
1745,32,1,483474,71.1857,-145,27855,3510
1745,32,2,196691,88.1414,-145,92999,2062
1745,32,4,105592,24.176,-145,562049,830
1746,32,1,486081,-0.807728,-195,27957,3522
1746,32,2,197609,13.402,-195,93069,2132
1746,32,4,106504,171.847,-195,558575,832
1747,32,1,486091,71.835,-169,27975,3484
1747,32,2,197785,32.8852,-169,93235,1994
1747,32,4,105463,-54.4821,-169,558971,788
1748,32,1,485597,138.436,-153,27873,3504
1748,32,2,197689,110.921,-153,92907,2106
1748,32,4,105956,95.5322,-153,553221,856
1749,32,1,486055,146.481,-178,27922,3467
1749,32,2,197815,144.294,-178,92968,2079
1749,32,4,106434,-8.25743,-178,554942,845
1750,32,1,485620,-48.5458,-252,27902,3502
1750,32,2,197917,103.65,-252,93006,2088
1750,32,4,106296,148.965,-252,553376,848
1751,32,1,485494,115.021,-294,27960,3460
1751,32,2,198019,41.6371,-294,92950,2054
1751,32,4,106644,119.868,-294,553300,876
1752,32,1,486177,-83.0087,-257,27989,3425
1752,32,2,197517,-5.52408,-257,92761,2013
1752,32,4,106406,-21.6166,-257,553827,761
1753,32,1,488138,71.2937,-282,27976,3467
1753,32,2,197425,121.288,-282,92910,2035
1753,32,4,106480,20.1146,-282,553362,847
1754,32,1,488187,-208.017,-276,28006,3400
1754,32,2,197261,-132.746,-276,92620,2014
1754,32,4,106048,182.067,-276,548872,838
1755,32,1,490508,128.625,-267,27955,3437
1755,32,2,197623,7.3084,-267,92431,2091
1755,32,4,105959,56.2419,-267,547961,835
1756,32,1,494497,93.0054,-293,27939,3430
1756,32,2,198742,39.3424,-293,92871,1976
1756,32,4,106358,-57.7074,-293,548139,794
1757,32,1,496498,-48.2772,-280,27920,3499
1757,32,2,198349,126.878,-280,92928,2093
1757,32,4,106574,143.305,-280,549468,771
1758,32,1,496812,133.97,-290,27864,3524
1758,32,2,198991,-30.0403,-290,92722,2084
1758,32,4,106770,69.2686,-290,546212,922
1759,32,1,499639,11.9809,-321,27861,3523
1759,32,2,199462,41.5309,-321,92751,2089
1759,32,4,106917,-57.6412,-321,547823,857
1760,32,1,496152,-0.895504,-289,27863,3574
1760,32,2,198951,32.2384,-289,92961,2130
1760,32,4,106422,21.7687,-289,546853,848
1761,32,1,493898,-42.3604,-304,27870,3561
1761,32,2,198257,101.013,-304,92700,2117
1761,32,4,106307,63.9802,-304,542918,857
1762,32,1,496959,5.79032,-310,27962,3508
1762,32,2,199454,16.0583,-310,92574,2042
1762,32,4,106327,58.3145,-310,541672,872
1763,32,1,498042,216.081,-443,27921,3485
1763,32,2,199706,67.6367,-443,91627,2101
1763,32,4,106632,83.7935,-443,539063,861
1764,32,1,496476,101.822,-454,27956,3439
1764,32,2,199188,-22.8534,-454,91706,2031
1764,32,4,106637,76.9431,-454,541144,813
1765,32,1,497488,-15.1198,-433,27979,3431
1765,32,2,200676,-8.28121,-433,91697,2023
1765,32,4,106962,-31.2097,-433,537065,813
1766,32,1,499437,-34.5824,-473,28015,3570
1766,32,2,200592,45.2088,-473,91413,2088
1766,32,4,107154,102.348,-473,536163,862
1767,32,1,499515,124.882,-457,27911,3486
1767,32,2,201194,106.759,-457,90751,2072
1767,32,4,107650,-15.2729,-457,532997,864
1768,32,1,501196,87.8531,-437,27911,3488
1768,32,2,201800,105.678,-437,90865,2004
1768,32,4,108141,46.9169,-437,533231,826
1769,32,1,501788,31.9815,-451,27897,3500
1769,32,2,202032,32.7101,-451,90479,2066
1769,32,4,108275,0.957391,-451,529541,858
1770,32,1,501771,107.98,-458,27878,3703
1770,32,2,201767,245.929,-458,90316,2173
1770,32,4,108404,131.306,-458,530042,843
1771,32,1,502220,165.236,-473,27801,3573
1771,32,2,201798,-35.4125,-473,89967,2079
1771,32,4,108385,-65.3419,-473,526913,825
1772,32,1,500368,52.1002,-432,27826,3525
1772,32,2,200741,87.3962,-432,90260,2143
1772,32,4,108055,110.494,-432,527442,897
1773,32,1,497589,142.281,-451,27765,3605
1773,32,2,200518,96.4064,-451,90079,2159
1773,32,4,107838,-39.7765,-451,526541,839
1774,32,1,496483,174.433,-384,27878,3505
1774,32,2,200288,194.701,-384,90232,2137
1774,32,4,107467,56.7408,-384,525628,821
1775,32,1,494649,34.9933,-342,27844,3432
1775,32,2,199537,85.7674,-342,90082,2046
1775,32,4,107159,33.8423,-342,524596,780
1776,32,1,496513,-32.2171,-435,27791,3579
1776,32,2,199900,-99.4396,-435,89181,2121
1776,32,4,107545,-135.373,-435,521331,799
1777,32,1,492083,90.7521,-447,27613,3774
1777,32,2,198858,184.081,-447,89609,2218
1777,32,4,107446,165.118,-447,526301,812
1778,32,1,490634,231.591,-416,27566,3663
1778,32,2,198800,137.881,-416,89724,2099
1778,32,4,107474,163.664,-416,527346,823
1779,32,1,488150,-10.2597,-351,27793,3511
1779,32,2,197990,26.3327,-351,90075,2123
1779,32,4,107851,-37.3902,-351,529187,871
1780,32,1,487685,74.1154,-310,27794,3671
1780,32,2,197306,243.46,-310,90140,2243
1780,32,4,107113,98.1409,-310,531400,883
1781,32,1,488409,163.928,-332,27744,3540
1781,32,2,197016,67.6038,-332,90002,2122
1781,32,4,107082,9.24179,-332,531874,830
1782,32,1,486337,92.7422,-319,27833,3589
1782,32,2,196386,-31.2131,-319,90291,2095
1782,32,4,106428,30.1733,-319,532593,855
1783,32,1,484385,144.236,-301,27871,3550
1783,32,2,196798,147.707,-301,90031,2148
1783,32,4,106227,60.5367,-301,529455,808
1784,32,1,485679,58.5225,-303,27851,3534
1784,32,2,196254,-57.5719,-303,89677,2120
1784,32,4,106333,-57.4336,-303,525159,822
1785,32,1,483514,9.42734,-283,27835,3420
1785,32,2,195288,15.6009,-283,89603,2054
1785,32,4,105821,102.958,-283,523741,840
1786,32,1,482959,33.5689,-341,27821,3626
1786,32,2,194865,37.0221,-341,89205,2098
1786,32,4,105481,-105.375,-341,525695,812
1787,32,1,482144,76.097,-316,27864,3561
1787,32,2,194064,15.9089,-316,89578,2069
1787,32,4,105371,114.739,-316,527100,827
1788,32,1,483372,35.3525,-346,27812,3454
1788,32,2,194606,-18.42,-346,89522,2006
1788,32,4,105269,-151.569,-346,527540,838
1789,32,1,483670,95.508,-295,27811,3609
1789,32,2,195014,115.445,-295,89881,2125
1789,32,4,105302,84.5637,-295,529249,849
1790,32,1,485407,145.077,-212,27882,3511
1790,32,2,195718,100.647,-212,90192,2085
1790,32,4,105133,183.415,-212,530264,847
1791,32,1,483300,45.199,-231,27843,3483
1791,32,2,195439,33.7438,-231,89857,2059
1791,32,4,104650,-74.307,-231,531271,777
1792,32,1,482551,91.0894,-186,27722,3565
1792,32,2,194657,123.212,-186,89554,2105
1792,32,4,104352,-9.35347,-186,530576,857
1793,32,1,482011,74.3122,-203,27823,3523
1793,32,2,195064,62.6369,-203,90189,2105
1793,32,4,104566,28.1942,-203,534345,815
1794,32,1,481441,71.3011,-192,27808,3669
