record,key,value,details
protocol,L,33,ticks,48,speed,0.14999999999999999,gate,9.9999999999999998e-13
attempt,tick,6,total_endpoint_work,-0.014433673011440832,external_work,0.00021316111525079932,delta_cross,0.00037880217904880803,delta_rigid,0.00016564106379801137,required_rigid_work,-0.00016564106379801137,required_partial_work,-0.014441489747420258,rigid_kinematic,true,partial_kinematic,false,outside_r1_fraction,0.12232886950877267,self_translation_residual,0,cross_identity_residual,2.6562953225894859e-18
attempt,tick,7,total_endpoint_work,-0.007638417628295072,external_work,-1.6835369983450717e-05,delta_cross,0.000299323035872337,delta_rigid,0.00031615840585578689,required_rigid_work,-0.00031615840585578689,required_partial_work,-0.0076707368654604802,rigid_kinematic,true,partial_kinematic,false,outside_r1_fraction,0.20285881024830288,self_translation_residual,0,cross_identity_residual,-8.1315162936412833e-19
attempt,tick,8,total_endpoint_work,-0.001908912196713391,external_work,-0.00020022353923891209,delta_cross,9.1935607241478909e-05,delta_rigid,0.00029215914648039049,required_rigid_work,-0.00029215914648039049,required_partial_work,-0.0019693488677860332,rigid_kinematic,true,partial_kinematic,true,outside_r1_fraction,0.3899807048436113,self_translation_residual,0,cross_identity_residual,-5.4210108624275222e-19
attempt,tick,9,total_endpoint_work,-0.0056280183894637887,external_work,-7.1909880533133338e-05,delta_cross,7.2420393846056585e-05,delta_rigid,0.00014433027437918845,required_rigid_work,-0.00014433027437918845,required_partial_work,-0.0056681928585068844,rigid_kinematic,true,partial_kinematic,true,outside_r1_fraction,0.44909089285230924,self_translation_residual,0,cross_identity_residual,-1.463672932855431e-18
attempt,tick,10,total_endpoint_work,-0.012558267279228688,external_work,0.00015264478728587265,delta_cross,0.00026411153786998903,delta_rigid,0.00011146675058411847,required_rigid_work,-0.00011146675058411847,required_partial_work,-0.012572463543626433,rigid_kinematic,true,partial_kinematic,false,outside_r1_fraction,0.17684725021442255,self_translation_residual,0,cross_identity_residual,2.087089182034596e-18
attempt,tick,11,total_endpoint_work,-0.012142711754104517,external_work,0.00013184335285557845,delta_cross,0.00038344715981684582,delta_rigid,0.00025160380696126299,required_rigid_work,-0.00025160380696126299,required_partial_work,-0.012137871849565515,rigid_kinematic,true,partial_kinematic,false,outside_r1_fraction,0.28399851921092539,self_translation_residual,0,cross_identity_residual,-4.391018798566293e-18
attempt,tick,12,total_endpoint_work,-0.0055152539804970866,external_work,-8.5047746641014356e-05,delta_cross,0.00027749398120745922,delta_rigid,0.00036254172784847168,required_rigid_work,-0.00036254172784847168,required_partial_work,-0.0055379785952720424,rigid_kinematic,true,partial_kinematic,true,outside_r1_fraction,0.33560837083288542,self_translation_residual,0,cross_identity_residual,-1.8973538018496328e-18
attempt,tick,13,total_endpoint_work,-0.0030113703111530796,external_work,-0.00015909992999151628,delta_cross,0.00013483588276603543,delta_rigid,0.00029393581275755174,required_rigid_work,-0.00029393581275755174,required_partial_work,-0.0030640052342723921,rigid_kinematic,true,partial_kinematic,true,outside_r1_fraction,0.65076612089877384,self_translation_residual,0,cross_identity_residual,0
attempt,tick,14,total_endpoint_work,-0.0081059242701875343,external_work,1.1150656512320197e-05,delta_cross,0.00017411992215028878,delta_rigid,0.00016296926563797061,required_rigid_work,-0.00016296926563797061,required_partial_work,-0.0081588507615530156,rigid_kinematic,true,partial_kinematic,false,outside_r1_fraction,0.38397898108797779,self_translation_residual,0,cross_identity_residual,2.0328790734103208e-18
attempt,tick,15,total_endpoint_work,-0.012666035930839696,external_work,0.00015358382396897535,delta_cross,0.00031338713699892787,delta_rigid,0.00015980331302996309,required_rigid_work,-0.00015980331302996309,required_partial_work,-0.012692162140433531,rigid_kinematic,true,partial_kinematic,false,outside_r1_fraction,0.25885304724164165,self_translation_residual,1.0408340855860843e-17,cross_identity_residual,1.0570971181733668e-17
