#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,15.9032,64.4554,-7.07055,-24.8402,1.65621,nan
divJ2,-0.00107188,2.07106,-0.0947069,2.85995,-0.0255442,nan
curlJ2,-0.262483,170.553,11.5654,157.559,1.98668,nan
JdotDivJ,-0.00937916,-2.34506,-0.171567,-0.865938,0.335889,nan
J4,-3.88175,48.0573,-2.80064,-38.9405,262.194,nan
stateSq,nan,nan,nan,nan,nan,nan
