snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0104016,0.000229465,0.00731173,-0.000106351,0.000169628,3.05176e-05,0.0993704,0.00092285,0.0399539,-0.000239519,0.013747,0.000244141
1,0.0107787,0.000229146,0.00730241,-0.000107406,0.000179726,3.05176e-05,0.105882,0.000898686,0.0407329,-0.000278868,0.0153328,0.000244141
2,0.0110923,0.000229239,0.0072398,-0.000105588,0.00018888,3.05176e-05,0.11066,0.000906481,0.038502,-0.000219557,0.0165336,0.000244141
3,0.0115174,0.000230557,0.00738695,-0.000109027,0.000203616,3.05176e-05,0.117061,0.000864218,0.0404819,-0.000267169,0.0184972,0.000244141
4,0.0117125,0.00023108,0.0073288,-0.000107749,0.00021005,3.05176e-05,0.120056,0.000912383,0.0401302,-0.000243124,0.0193995,0.000244141
5,0.0118657,0.00023429,0.00729928,-0.000108222,0.00021368,3.05176e-05,0.122785,0.00091747,0.0399034,-0.00031751,0.0199225,0.000244141
6,0.0121746,0.000232152,0.00727806,-0.000107317,0.000223212,3.05176e-05,0.128355,0.000899814,0.0406005,-0.000220451,0.0214324,0.000244141
7,0.012525,0.000230714,0.00727907,-0.00010373,0.000235662,3.05176e-05,0.133427,0.000903093,0.03983,-0.000284196,0.0231189,0.000244141
8,0.0131356,0.000232634,0.0073509,-0.000107283,0.000257872,3.05176e-05,0.142865,0.000916504,0.0407516,-0.000268083,0.0265276,0.000244141
9,0.0133701,0.000230489,0.00723317,-0.00010536,0.00026575,3.05176e-05,0.147767,0.000917957,0.0398044,-0.000282301,0.0279554,0.000244141
10,0.014832,0.000229849,0.00724834,-0.000107236,0.000319464,3.05176e-05,0.170531,0.000894258,0.0381308,-0.000220103,0.0362299,0.000244141
11,0.0150865,0.000233947,0.00731876,-0.000108967,0.000329239,3.05176e-05,0.174689,0.00089302,0.0400089,-0.000242946,0.0378204,0.000244141
12,0.0155608,0.000230432,0.00742055,-0.000110755,0.000347357,3.05176e-05,0.181164,0.000882586,0.0400095,-0.000302669,0.0406513,0.000244141
13,0.0161201,0.000228625,0.007411,-0.000104755,0.00037118,3.05176e-05,0.189894,0.000898189,0.0402826,-0.0002412,0.0439962,0.000244141
14,0.0169407,0.000231297,0.00744454,-0.000107878,0.000402472,3.05176e-05,0.202841,0.000878008,0.0403323,-0.000248333,0.0493846,0.000244141
15,0.0174697,0.000234214,0.00736871,-0.000106812,0.000429336,3.05176e-05,0.212327,0.000885547,0.0400526,-0.000236804,0.0545679,0.000244141
16,0.017995,0.000228276,0.00731784,-0.000106364,0.000453486,3.05176e-05,0.220161,0.000899917,0.038241,-0.000223241,0.0584634,0.000244141
17,0.0187252,0.000227191,0.00740843,-0.000104804,0.000485491,3.05176e-05,0.231527,0.000866748,0.0401362,-0.000268585,0.0640016,0.000244141
18,0.0191962,0.000231647,0.00735724,-0.000104265,0.000506302,3.05176e-05,0.239705,0.000896614,0.0400217,-0.000252409,0.0682613,0.000244141
