snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.068758,0.000233797,0.00728646,-0.000103436,0.00529104,0.000244141,1.03476,0.000966213,0.0406465,-0.000249719,1.12208,0.00195312
1,0.0741904,0.000234365,0.00735408,-0.000105035,0.00605704,0.000244141,1.11848,0.0010531,0.0367556,-0.000370076,1.29185,0.00195312
2,0.0807308,0.000228548,0.00703328,-0.000105672,0.00713016,0.000244141,1.22609,0.00106962,0.0356721,-0.000334428,1.55223,0.00195312
3,0.0864006,0.000247603,0.0072406,-0.000112309,0.00817027,0.000244141,1.31655,0.00112079,0.0405697,-0.000332,1.79194,0.00195312
4,0.091941,0.000231726,0.00715346,-9.95241e-05,0.0091485,0.000244141,1.40316,0.00101839,0.0336276,-0.000167333,2.01843,0.00195312
5,0.0966963,0.000231972,0.00736364,-9.34941e-05,0.0101125,0.000244141,1.47964,0.00105685,0.0396914,-0.000224626,2.2486,0.00195312
6,0.0998901,0.00023705,0.00704888,-0.000113149,0.010818,0.000244141,1.533,0.00101783,0.0386993,-0.000372346,2.42504,0.00195312
7,0.104273,0.000232372,0.00711415,-0.000110439,0.0116755,0.000244141,1.60308,0.00107402,0.0382234,-0.000476164,2.63408,0.00195312
8,0.107978,0.000230726,0.00720168,-0.000109623,0.0125718,0.000244141,1.66033,0.000984002,0.0392873,-0.000421836,2.83733,0.00195312
9,0.111593,0.000238521,0.00735515,-0.000110796,0.0133973,0.000244141,1.7176,0.00105426,0.0398751,-0.000421448,3.03267,0.00195312
10,0.116314,0.000235651,0.00722313,-0.000109801,0.014468,0.000244141,1.79271,0.00107195,0.0352894,-0.000397006,3.28768,0.00195312
11,0.122741,0.000243205,0.0074569,-0.000115885,0.0161791,0.000244141,1.89526,0.00100254,0.0409608,-0.000408022,3.69874,0.00195312
12,0.127193,0.000229039,0.00722319,-0.000112591,0.0172248,0.000244141,1.96832,0.000960045,0.0371902,-0.000318816,3.95325,0.00195312
13,0.131407,0.000233976,0.00725078,-0.000110817,0.0183826,0.000244141,2.03543,0.00109893,0.0375446,-0.000352657,4.23911,0.00195312
14,0.136232,0.000234009,0.00719065,-0.00011002,0.0197747,0.000244141,2.11212,0.00100469,0.038357,-0.000329295,4.56796,0.00195312
15,0.139046,0.000232843,0.00728496,-0.000111046,0.0204737,0.000244141,2.15612,0.000990085,0.0361605,-0.000343554,4.73284,0.00195312
16,0.14125,0.000231423,0.00704055,-0.000108819,0.0211549,0.000244141,2.19299,0.00102756,0.0359212,-0.000230107,4.90755,0.00195312
17,0.145723,0.000230141,0.00735025,-0.000111315,0.0224426,0.000244141,2.26332,0.000994433,0.0381181,-0.000227835,5.21511,0.00195312
18,0.14763,0.00022998,0.00722496,-0.00010506,0.022957,0.000244141,2.29485,0.000857256,0.0351972,-0.000404498,5.35407,0.00195312
19,0.149546,0.00022926,0.00732697,-0.00010363,0.0236753,0.000244141,2.32394,0.000906701,0.0399745,-0.000277847,5.5052,0.00195312
20,0.0270294,0.000223432,0.00774046,-0.000109757,0.000946197,0.000244141,0.361846,0.00106105,0.0416805,-0.00040952,0.147758,0.00195312
21,0.0267124,0.000226978,0.00739729,-0.000106188,0.000920201,0.000244141,0.359363,0.00100962,0.0380353,-0.000320729,0.144547,0.00195312
22,0.026815,0.00023123,0.00757301,-0.000111687,0.000915889,0.000244141,0.359657,0.000984906,0.042922,-0.000353944,0.142868,0.00195312
23,0.0259429,0.000231194,0.00719564,-0.000112011,0.000858186,0.000244141,0.347566,0.0010909,0.0353341,-0.000443007,0.134289,0.00195312
24,0.0262831,0.000242843,0.00755278,-0.000113716,0.000887683,0.000244141,0.353152,0.0010025,0.0425205,-0.00032624,0.139857,0.00195312
25,0.026407,0.000231945,0.0074343,-0.000108064,0.000892281,0.000244141,0.353562,0.00101697,0.0361528,-0.000254559,0.14002,0.00195312
26,0.0271747,0.000235153,0.00755393,-0.000104743,0.000937776,0.000244141,0.365409,0.000993848,0.0388119,-0.000288219,0.146423,0.00195312
27,0.0272266,0.000237569,0.0076447,-0.000112907,0.00094781,0.000244141,0.364977,0.000987479,0.0404364,-0.000321476,0.149958,0.00195312
28,0.0263812,0.000245662,0.00740432,-0.000123587,0.000888068,0.000244141,0.352978,0.00108922,0.0388789,-0.000456235,0.139768,0.00195312
29,0.0250874,0.000236316,0.00727644,-0.000118039,0.000797206,0.000244141,0.333603,0.000982839,0.0346849,-0.00033017,0.123545,0.00195312
30,0.0253123,0.000230603,0.00741993,-0.000113015,0.000827494,0.000244141,0.337235,0.000973272,0.0397942,-0.000281941,0.129015,0.00195312
31,0.0252655,0.000223525,0.00753347,-0.000109896,0.000830247,0.000244141,0.335371,0.000988605,0.0365376,-0.00041741,0.127476,0.00195312
32,0.0244492,0.00022899,0.00730157,-0.000111119,0.00075394,0.000244141,0.324103,0.00104769,0.0367193,-0.000404566,0.116919,0.00195312
33,0.0238593,0.000235362,0.00726082,-0.000113785,0.000742344,0.000244141,0.315249,0.000942675,0.0355827,-0.000416348,0.112166,0.00195312
34,0.0236766,0.000226007,0.00740535,-0.000104352,0.000730726,0.000244141,0.310977,0.000957107,0.0398852,-0.000274745,0.10935,0.00195312
35,0.0242793,0.000239685,0.00741222,-0.000114733,0.000763624,0.000244141,0.319294,0.000986428,0.0361195,-0.000402547,0.113564,0.00195312
36,0.025692,0.000236763,0.00756238,-0.000120422,0.000855407,0.000244141,0.342115,0.000956241,0.0413671,-0.000330955,0.131785,0.00195312
37,0.0261978,0.000226411,0.00738209,-0.000106227,0.000874754,0.000244141,0.349736,0.000860249,0.0368163,-0.000304092,0.137461,0.00195312
38,0.0268375,0.000234577,0.00766227,-0.00010885,0.000933877,0.000244141,0.359387,0.000939301,0.0419599,-0.00017231,0.147267,0.00195312
39,0.0273651,0.000234416,0.00740967,-0.000111872,0.000946407,0.000244141,0.369928,0.000997479,0.0363995,-0.000365445,0.15208,0.00195312
