#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.0202754,34.6377,0.819763,29.0943,0.112405,nan
divJ2,0.00138624,2.43381,0.0829394,2.2995,0.00761692,nan
curlJ2,0.0491691,64.6075,1.88118,65.3153,0.286834,nan
JdotDivJ,0.00210332,2.10489,0.0926293,3.05694,0.0123996,nan
J4,0.160163,118.609,3.60038,197.986,1.00062,nan
stateSq,nan,nan,nan,nan,nan,nan
