#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,15.601,66.3594,-7.21625,-24.0966,10.0101,nan
divJ2,-0.000235932,2.10922,-0.101793,2.62386,-0.0436457,nan
curlJ2,-0.173509,168.907,11.5289,152.944,-0.484908,nan
JdotDivJ,-0.0167678,-2.19289,-0.154041,-0.265792,0.530247,nan
J4,-4.31691,51.0424,-2.9906,-36.3091,274.252,nan
stateSq,nan,nan,nan,nan,nan,nan
