snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0104045,0.000229165,0.00730951,-0.000106058,0.000169691,0,0.0994421,0.000904287,0.0399486,-0.000222188,0.0137584,0
1,0.0107832,0.000228789,0.00730084,-0.000107149,0.000179804,0,0.105984,0.000881421,0.0407493,-0.00027071,0.0153508,0
2,0.0110953,0.000228841,0.00723665,-0.000105255,0.000188858,0,0.110744,0.00089162,0.0384944,-0.000207806,0.0165385,0
3,0.0115217,0.000230224,0.0073846,-0.000108754,0.000203652,0,0.117153,0.000846849,0.0404765,-0.000253699,0.0185039,0
4,0.0117175,0.000230723,0.00732739,-0.000107439,0.000210183,0,0.120158,0.000895126,0.04014,-0.000230121,0.019427,0
5,0.0118712,0.000233984,0.00729795,-0.000107927,0.000213838,0,0.122888,0.000901349,0.0399094,-0.000305514,0.0199544,0
6,0.012179,0.000231805,0.00727511,-0.00010694,0.000223322,0,0.12845,0.000884688,0.0405951,-0.000206066,0.0214517,0
7,0.0125305,0.00023035,0.0072774,-0.000103397,0.000235866,0,0.133532,0.000885186,0.0398302,-0.00027312,0.0231583,0
8,0.0131408,0.000232273,0.00734878,-0.000106986,0.000258029,0,0.142964,0.000899816,0.04074,-0.000257249,0.0265658,0
9,0.0133755,0.000230132,0.00723121,-0.000105079,0.000265904,0,0.147869,0.000898277,0.0398023,-0.000268508,0.0279874,0
10,0.0148404,0.000229501,0.00724662,-0.000106978,0.000319621,0,0.170689,0.000878801,0.03812,-0.000209927,0.0362551,0
11,0.0150954,0.00023363,0.00731674,-0.000108727,0.000329526,0,0.174869,0.000876006,0.0400212,-0.000233354,0.0378924,0
12,0.015571,0.000230088,0.00741989,-0.000110463,0.000347776,0,0.181345,0.000864311,0.0400154,-0.000288132,0.0407395,0
13,0.01613,0.000228315,0.00740962,-0.000104466,0.000371654,0,0.190066,0.000882034,0.0402813,-0.000226222,0.0440863,0
14,0.0169507,0.000230994,0.0074429,-0.000107612,0.000402882,0,0.203024,0.000861312,0.0403352,-0.000235481,0.0494692,0
15,0.0174797,0.000233886,0.00736647,-0.000106481,0.00042978,0,0.212519,0.000872194,0.040053,-0.000226053,0.0546588,0
16,0.0180047,0.000227946,0.0073156,-0.000106088,0.000453839,0,0.220351,0.000885728,0.038237,-0.000214597,0.0585561,0
17,0.0187364,0.000226857,0.00740772,-0.000104543,0.000485968,0,0.231724,0.000848448,0.0401317,-0.000256141,0.0640974,0
18,0.0192077,0.000231337,0.0073562,-0.000104027,0.000506724,0,0.239897,0.000875971,0.040018,-0.000237337,0.0683332,0
19,0.0199069,0.000228872,0.00738137,-0.00010372,0.000537583,0,0.251288,0.000868391,0.0394009,-0.000210095,0.0741961,0
