cluster_id,max_age_ticks,max_total_energy
372,2200,169354
353,100,2.24837
280,100,2.95606
126,150,1.39214
125,150,0.67929
124,150,1.38313
123,150,3.46577
122,150,16.8928
121,150,0.924893
120,150,1.76764
119,150,0.792482
118,150,5.04875
117,150,4.48528
116,150,1.68065
115,150,1.02216
114,150,4.01282
113,150,0.990959
112,150,0.536684
111,150,5.40888
110,150,0.6199
109,150,0.695958
108,150,1.27881
107,150,1.61746
106,150,3.70064
105,150,1.17015
104,150,4.33127
103,100,1.08323
102,150,1.57749
100,150,2.34322
99,150,1.33175
98,150,0.941186
97,150,8.29313
96,150,1.71327
95,150,46.7699
94,200,1.83766
93,150,2.68386
92,150,25.3774
91,150,4.05266
90,150,3.53755
89,100,1.25629
88,150,4.30945
87,150,2.13504
86,150,1.38604
85,200,5.57334
84,150,0.724678
83,150,5.98614
82,150,1.54909
81,100,0.723605
80,150,3.96935
79,150,2.18139
78,100,1.46355
77,100,2.11695
76,150,1.63862
74,150,0.678811
73,150,1.81173
72,150,1.32964
71,150,1.23158
70,150,4.87152
69,150,2.1445
68,100,0.689039
67,200,4.72768
66,200,7.23393
65,200,1.31654
64,150,0.733387
63,200,1.39904
62,250,3.88474
61,200,2.9498
59,100,1.41822
28,150,0.658178
27,150,1.55337
26,200,2.53628
25,200,4.6228
23,300,5.34275
22,250,3.90948
21,250,2.94454
20,250,2.05767
19,150,1.03037
18,250,0.859059
17,250,7.84121
16,250,2.88464
15,250,17.0764
14,250,4.14891
13,250,8.61024
0,250,1.09251
1,250,18.9823
2,250,1.41913
3,250,2.71298
4,250,1.70476
5,100,0.655806
6,250,0.56569
7,250,1.08817
8,250,4.24319
9,200,1.22198
10,250,1.01978
11,250,1.75415
12,250,5.59717
29,150,2.74797
30,200,5.79402
31,100,1.84446
32,200,0.932576
33,200,1.18509
34,200,0.640133
35,200,0.970453
36,200,2.25166
37,200,3.95955
38,200,58.7706
39,200,7.23275
40,200,9.70173
41,200,1.47522
42,200,1.4366
43,200,1.35994
44,200,2.01496
45,150,2.51664
46,200,0.372763
47,200,32.4258
48,100,0.545478
49,200,0.91556
50,200,0.61045
51,200,1.10116
52,200,9.70745
53,100,2.14422
54,200,9.73131
55,200,1.15376
56,200,0.723305
57,200,29.1341
58,200,1.92212
127,150,2.37419
128,150,1.87472
129,150,10.0294
130,150,1.11755
131,150,1.08317
132,150,1.69012
133,100,0.7244
134,150,1.50891
135,150,3.5529
136,150,3.89643
137,150,3.12301
138,100,1.03804
139,150,1.38158
140,150,1.04432
141,150,17.8832
142,150,1.23135
143,150,5.51632
144,150,2.03814
145,150,1.84561
146,150,1.43441
147,150,1.14506
148,150,4.44606
149,150,1.40771
150,150,0.959377
151,150,5.2501
152,150,4.53399
153,150,4.09547
154,150,2.84882
155,150,2.12929
156,100,1.73497
157,100,3.55606
158,100,5.14261
159,100,0.972679
161,100,1.23399
162,100,3.50159
163,100,1.26347
164,100,4.42404
165,100,0.268943
166,100,0.618177
167,100,1.43778
168,100,4.07474
169,100,6.65299
172,100,3.7635
173,100,4.11056
175,100,16.2663
176,100,0.227835
177,100,1.47138
178,100,1.89007
179,100,1.01108
180,100,1.35258
181,100,0.775791
182,100,1.50485
183,100,1.85124
187,100,0.410423
188,100,1.70862
189,100,2.68634
190,100,3.13934
191,100,3.33507
192,100,0.855571
193,100,0.57011
194,100,0.982309
195,100,4.12375
196,100,1.23778
197,100,17.5855
198,100,3.80881
199,100,1.95342
200,100,1.06649
201,100,8.69151
202,100,2.41313
203,100,1.23025
204,100,2.77444
205,150,2.54645
206,100,0.577902
207,100,4.08131
208,150,3.62242
209,100,3.0867
210,100,1.86961
211,100,2.85042
212,100,1.42576
214,100,1.78348
215,150,2.72281
216,100,1.11115
217,100,1.63628
219,100,8.11675
220,100,3.00485
221,100,0.676084
222,100,0.283286
223,100,1.41007
224,100,4.74477
226,150,2.58764
227,100,1.44499
229,100,11.8737
230,100,1.48715
232,100,1.77168
