tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,21774.8,13,6,7,12,2,4.05356
300,21858.1,29,16,13,26,2,10.8674
350,20778.1,48,23,25,41,3,14.3357
400,20266.5,59,29,30,51,3,22.9721
450,20701.3,65,34,31,55,3,24.947
500,20693.2,76,37,39,64,3,30.2424
550,21479.4,84,43,41,71,3,25.9625
600,23868.9,114,60,54,93,3,51.5091
650,27402.3,265,139,126,196,4,176.086
700,33685.9,944,450,494,443,27,767.581
750,78779.1,16830,8386,8444,1,16830,35470.7
800,135785,32719,16482,16237,1,32719,118424
850,132430,32764,16504,16260,1,32764,116661
900,136760,32767,16506,16261,1,32767,121455
950,165481,32768,16507,16261,1,32768,150391
1000,193813,32768,16507,16261,1,32768,178811
1050,207981,32768,16507,16261,1,32768,193020
1100,226948,32768,16507,16261,1,32768,211957
1150,221547,32768,16507,16261,1,32768,206561
1200,212085,32768,16507,16261,1,32768,197134
1250,209499,32768,16507,16261,1,32768,194684
1300,200814,32768,16507,16261,1,32768,185939
1350,190491,32768,16507,16261,1,32768,175528
1400,186297,32768,16507,16261,1,32768,171434
1450,186248,32768,16507,16261,1,32768,171360
1500,191175,32768,16507,16261,1,32768,176131
1550,199915,32768,16507,16261,1,32768,184823
1600,192147,32768,16507,16261,1,32768,177107
1650,189360,32768,16507,16261,1,32768,174400
1700,190058,32768,16507,16261,1,32768,175032
1750,186452,32768,16507,16261,1,32768,171553
1800,193261,32768,16507,16261,1,32768,178325
1850,199649,32768,16507,16261,1,32768,184689
1900,198292,32768,16507,16261,1,32768,183292
1950,203462,32768,16507,16261,1,32768,188414
2000,201386,32768,16507,16261,1,32768,186377
2050,187832,32768,16507,16261,1,32768,172750
2100,187607,32768,16507,16261,1,32768,172670
2150,184552,32768,16507,16261,1,32768,169687
2200,192532,32768,16507,16261,1,32768,177564
2250,200469,32768,16507,16261,1,32768,185462
2300,206199,32768,16507,16261,1,32768,191202
2350,218905,32768,16507,16261,1,32768,203901
2400,215599,32768,16507,16261,1,32768,200701
2450,230703,32768,16507,16261,1,32768,215769
2500,242907,32768,16507,16261,1,32768,227861
2550,238867,32768,16507,16261,1,32768,223718
2600,236774,32768,16507,16261,1,32768,221783
2650,237699,32768,16507,16261,1,32768,222789
2700,231123,32768,16507,16261,1,32768,216044
