tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,30251.3,412,207,205,275,10,307.079
300,52832.9,5763,2908,2855,88,5619,8046.49
350,132089,32702,16283,16419,1,32702,114001
400,139949,32767,16316,16451,1,32767,123821
450,140843,32768,16316,16452,1,32768,125435
500,147169,32768,16316,16452,1,32768,132056
550,172869,32768,16316,16452,1,32768,157940
600,187563,32768,16316,16452,1,32768,172527
650,207113,32768,16316,16452,1,32768,192169
700,213811,32768,16316,16452,1,32768,198924
750,216140,32768,16316,16452,1,32768,201216
800,204703,32768,16316,16452,1,32768,189771
850,198688,32768,16316,16452,1,32768,183770
900,194999,32768,16316,16452,1,32768,180079
950,188627,32768,16316,16452,1,32768,173707
1000,173299,32768,16316,16452,1,32768,158292
1050,160049,32768,16316,16452,1,32768,145064
1100,160080,32768,16316,16452,1,32768,145132
1150,168684,32768,16316,16452,1,32768,153778
1200,178093,32768,16316,16452,1,32768,163121
1250,185077,32768,16316,16452,1,32768,170099
1300,200307,32768,16316,16452,1,32768,185294
1350,208217,32768,16316,16452,1,32768,193303
1400,218220,32768,16316,16452,1,32768,203191
1450,214080,32768,16316,16452,1,32768,198999
1500,186658,32768,16316,16452,1,32768,171604
1550,155760,32768,16316,16452,1,32768,140770
1600,154878,32768,16316,16452,1,32768,139971
1650,157012,32768,16316,16452,1,32768,142110
1700,163619,32768,16316,16452,1,32768,148649
1750,183306,32768,16316,16452,1,32768,168350
1800,206161,32768,16316,16452,1,32768,191090
1850,214188,32768,16316,16452,1,32768,199226
1900,225293,32768,16316,16452,1,32768,210241
1950,221421,32768,16316,16452,1,32768,206427
2000,229351,32768,16316,16452,1,32768,214452
2050,240319,32768,16316,16452,1,32768,225385
2100,239731,32768,16316,16452,1,32768,224684
2150,239143,32768,16316,16452,1,32768,224111
2200,243563,32768,16316,16452,1,32768,228515
2250,247414,32768,16316,16452,1,32768,232484
2300,243401,32768,16316,16452,1,32768,228483
2350,243121,32768,16316,16452,1,32768,228055
2400,251427,32768,16316,16452,1,32768,236361
2450,265552,32768,16316,16452,1,32768,250659
2500,246949,32768,16316,16452,1,32768,231920
2550,250225,32768,16316,16452,1,32768,235203
2600,228112,32768,16316,16452,1,32768,213117
2650,211646,32768,16316,16452,1,32768,196714
2700,202546,32768,16316,16452,1,32768,187611
