tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,23528.7,56,29,27,52,2,31.8716
300,28596.8,228,116,112,175,4,172.496
350,34127,1203,599,604,474,23,989.012
400,66554.3,12130,6059,6071,8,12122,21306.9
450,125352,32735,16476,16259,1,32735,108281
500,112073,32765,16486,16279,1,32765,96478.9
550,108956,32768,16488,16280,1,32768,93798.5
600,113598,32768,16488,16280,1,32768,98579.9
650,115398,32768,16488,16280,1,32768,100565
700,114095,32768,16488,16280,1,32768,99175.6
750,114764,32768,16488,16280,1,32768,99743.3
800,117717,32768,16488,16280,1,32768,102788
850,121611,32768,16488,16280,1,32768,106658
900,127878,32768,16488,16280,1,32768,112951
950,134101,32768,16488,16280,1,32768,119142
1000,146324,32768,16488,16280,1,32768,131295
1050,140527,32768,16488,16280,1,32768,125497
1100,125006,32768,16488,16280,1,32768,109971
1150,117033,32768,16488,16280,1,32768,101990
1200,120877,32768,16488,16280,1,32768,105836
1250,131956,32768,16488,16280,1,32768,117017
1300,129318,32768,16488,16280,1,32768,114281
1350,126953,32768,16488,16280,1,32768,111943
1400,126674,32768,16488,16280,1,32768,111718
1450,122236,32768,16488,16280,1,32768,107182
1500,127118,32768,16488,16280,1,32768,112078
1550,125296,32768,16488,16280,1,32768,110340
1600,130005,32768,16488,16280,1,32768,115091
1650,137723,32768,16488,16280,1,32768,122777
1700,142482,32768,16488,16280,1,32768,127494
1750,149218,32768,16488,16280,1,32768,134437
1800,167724,32768,16488,16280,1,32768,152740
1850,183909,32768,16488,16280,1,32768,169039
1900,183945,32768,16488,16280,1,32768,168917
1950,179879,32768,16488,16280,1,32768,164814
2000,181334,32768,16488,16280,1,32768,166294
2050,179952,32768,16488,16280,1,32768,165109
2100,165900,32768,16488,16280,1,32768,151001
2150,169392,32768,16488,16280,1,32768,154354
2200,174495,32768,16488,16280,1,32768,159439
2250,183748,32768,16488,16280,1,32768,168766
2300,170583,32768,16488,16280,1,32768,155673
2350,170947,32768,16488,16280,1,32768,155915
2400,180019,32768,16488,16280,1,32768,165091
2450,198095,32768,16488,16280,1,32768,183240
2500,201363,32768,16488,16280,1,32768,186360
2550,209276,32768,16488,16280,1,32768,194321
2600,210276,32768,16488,16280,1,32768,195383
2650,209888,32768,16488,16280,1,32768,195040
2700,205708,32768,16488,16280,1,32768,190814
