cluster_id,max_age_ticks,max_total_energy
28,100,2.64638
27,100,1.70489
26,100,2.57244
25,100,1.48067
24,100,6.45545
23,100,0.694912
22,100,6.159
21,100,13.3776
20,100,4.19187
19,100,17.31
18,100,1.31652
17,100,0.151278
16,100,5.79053
15,100,0.316337
14,100,1.69582
13,100,1.33822
0,100,9.5891
1,100,2.38335
2,100,2.50408
3,100,5.99937
4,100,2.45357
5,100,0.950521
6,100,1.30399
7,2450,195383
8,100,3.84077
9,100,12.4588
10,100,0.42788
11,100,20.0587
12,100,1.00066
29,100,0.44907
30,100,3.37234
31,100,6.10526
32,100,3.52079
33,100,0.473946
34,100,1.87822
35,100,15.7201
36,100,1.07118
37,100,1.58356
38,100,1.52508
39,100,1.49805
40,100,0.873166
41,100,1.72098
42,100,2.14703
43,100,2.47085
44,100,1.06614
45,100,4.53467
48,100,1.54791
49,100,3.0626
50,100,5.26299
51,100,1.30491
