tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,1,0.490751,0.240836,11,28,4,-1,0,250
250,1,1,0.580036,0.336442,17,12,5,-1,0,250
250,2,1,1.19127,1.41913,9,9,6,-1,0,250
250,3,1,1.64711,2.71298,19,1,7,1,0,250
250,4,1,0.829473,0.688026,5,2,7,-1,0,250
250,5,1,0.809819,0.655806,19,15,7,-1,0,250
250,6,1,0.477145,0.227667,24,11,8,1,0,250
250,7,1,0.32052,0.102733,7,7,12,1,0,250
250,8,1,0.352394,0.124181,12,5,13,1,0,250
250,9,1,0.755471,0.570737,10,1,14,-1,0,250
250,10,1,0.148535,0.0220627,16,16,16,1,0,250
250,11,1,0.397925,0.158344,10,18,21,-1,0,250
250,12,1,0.752903,0.566863,6,6,22,-1,0,250
250,13,1,0.319959,0.102374,18,9,22,1,0,250
250,14,1,0.721789,0.520979,5,28,22,1,0,250
250,15,1,0.79959,0.639345,0,4,23,-1,0,250
250,16,1,1.05194,1.10658,8,9,23,1,0,250
250,17,1,0.816994,0.66748,24,21,23,-1,0,250
250,18,1,0.77965,0.607854,26,6,25,-1,0,250
250,19,1,0.031343,0.000982384,3,26,25,-1,0,250
250,20,1,0.404034,0.163243,30,9,26,-1,0,250
250,21,2,1.53401,1.53363,16,18,28.5,0,0,250
250,22,1,0.982801,0.965897,16,25,28,-1,0,250
250,23,1,0.384157,0.147577,10,26,28,-1,0,250
250,24,1,0.718078,0.515636,6,30,30,1,0,250
300,25,1,0.765041,0.585287,28,18,0,-1,0,300
300,26,1,0.256155,0.0656154,29,24,1,-1,0,300
300,27,1,1.24634,1.55337,25,25,2,-1,0,300
300,28,1,0.425586,0.181123,27,24,3,1,0,300
300,1,1,0.601084,0.361302,19,14,4,-1,50,250
300,29,3,2.85329,2.74797,0.666667,25,4.66667,1,0,300
300,30,1,1.10345,1.21759,2,27,4,-1,0,300
300,0,1,0.480952,0.231315,11,28,4,-1,50,250
300,31,1,0.428057,0.183233,17,12,5,-1,0,300
300,5,1,0.314936,0.0991846,21,14,5,-1,50,250
300,2,1,1.17674,1.38471,9,9,6,-1,50,250
300,3,1,0.196826,0.0387404,19,1,7,1,50,250
300,4,1,0.552243,0.304972,5,2,7,-1,50,250
300,32,1,0.497622,0.247627,7,12,7,1,0,300
300,33,1,0.568734,0.323459,19,15,7,-1,0,300
300,34,1,0.758677,0.575592,3,28,7,1,0,300
300,35,1,0.661411,0.437465,23,28,7,1,0,300
300,6,1,0.265111,0.0702838,24,11,8,1,50,250
300,36,1,0.400174,0.160139,27,14,8,1,0,300
300,37,1,0.411495,0.169328,28,23,8,1,0,300
300,38,1,0.915515,0.838168,7,1,9,-1,0,300
300,8,1,0.974307,0.949274,13,4,11,1,50,250
300,39,1,0.984309,0.968863,10,10,11,-1,0,300
300,7,1,0.443418,0.19662,7,7,12,1,50,250
300,40,1,0.634851,0.403036,13,10,12,1,0,300
300,41,1,0.961483,0.924449,4,12,12,1,0,300
300,42,1,0.510689,0.260804,10,5,13,1,0,300
300,43,1,0.735878,0.541516,12,5,13,1,0,300
300,44,1,0.883716,0.780954,4,24,13,1,0,300
300,9,1,0.615713,0.379102,10,1,14,-1,50,250
300,45,1,0.724847,0.525403,25,15,14,-1,0,300
300,46,1,0.567318,0.32185,17,1,15,-1,0,300
300,47,1,1.08852,1.18488,19,27,15,-1,0,300
300,10,1,0.723775,0.52385,16,16,16,1,50,250
300,48,1,0.456491,0.208384,21,28,16,-1,0,300
300,49,1,0.353341,0.12485,10,19,17,1,0,300
300,50,1,0.510608,0.260721,20,26,17,-1,0,300
300,51,1,0.384189,0.147601,17,6,18,1,0,300
300,52,1,0.204556,0.0418431,12,10,19,-1,0,300
300,53,1,0.955526,0.91303,23,28,19,-1,0,300
300,54,1,0.848254,0.719534,11,0,21,-1,0,300
300,11,1,0.436308,0.190365,10,18,21,-1,50,250
300,17,1,0.866836,0.751405,26,23,21,1,50,250
300,12,1,0.237227,0.0562765,6,6,22,-1,50,250
300,13,1,0.339151,0.115023,18,9,22,1,50,250
300,55,1,0.508712,0.258788,23,26,22,-1,0,300
300,14,2,1.56004,1.25204,5,28.5,22,0,50,250
300,15,1,0.452568,0.204818,0,4,23,-1,50,250
300,16,1,0.792052,0.627346,8,9,23,1,50,250
300,56,1,0.770023,0.592936,4,20,23,-1,0,300
300,57,1,1.03256,1.06617,24,21,23,-1,0,300
300,58,1,0.484774,0.235006,30,23,24,-1,0,300
300,18,1,0.334912,0.112166,26,6,25,-1,50,250
300,20,2,1.12946,0.651866,30,8.5,25.5,0,50,250
300,59,2,1.55325,1.24572,18,15,25.5,0,0,300
300,19,1,0.456463,0.208358,3,26,25,-1,50,250
300,60,1,1.02763,1.05602,0,23,26,-1,0,300
300,61,1,0.427641,0.182877,20,23,26,1,0,300
300,62,1,1.26225,1.59327,16,8,28,-1,0,300
300,21,2,1.00059,0.512026,16,18,28.5,0,50,250
300,63,1,0.633538,0.401371,15,20,28,1,0,300
300,22,1,0.381592,0.145613,16,25,28,-1,50,250
300,23,1,0.547195,0.299422,10,26,28,-1,50,250
300,64,1,0.641044,0.410938,30,23,29,1,0,300
300,65,1,0.412787,0.170393,4,8,30,1,0,300
300,66,3,3.33122,4.43111,15,26.3333,30.3333,-3,0,300
300,24,1,1.09467,1.19831,6,30,30,1,50,250
300,67,1,0.4617,0.213167,2,6,31,-1,0,300
350,68,1,0.437089,0.191047,7,1,0,-1,0,350
350,69,1,0.594641,0.353598,9,15,0,-1,0,350
350,25,1,1.09422,1.19732,28,18,0,-1,50,300
350,70,3,2.30839,1.94543,12,22,0,-1,0,350
350,71,1,0.533993,0.285148,7,23,0,-1,0,350
