cluster_id,max_age_ticks,max_total_energy
442,2100,173275
126,100,3.50847
125,100,1.30271
124,100,0.537859
123,100,1.06182
122,100,0.815641
121,100,15.8029
120,100,1.18689
119,100,4.08656
118,100,2.72058
117,100,0.549819
115,100,1.77752
114,100,0.752929
113,100,0.577556
112,100,1.15793
111,100,1.3972
110,100,2.26309
109,100,2.75381
108,100,4.05116
107,100,1.75906
106,100,0.454475
105,150,2.84643
104,150,0.992129
103,150,1.90263
102,150,1.66126
101,150,5.06599
100,150,3.03112
99,150,5.07244
98,150,1.34113
97,150,1.06039
96,150,2.32459
95,150,1.56159
94,150,1.41191
93,150,0.81498
92,150,5.34393
91,150,1.5453
90,150,1.27797
89,100,1.15567
88,150,2.11243
87,150,1.57001
86,150,1.20462
85,150,11.6036
84,200,1.18852
83,200,0.627159
82,200,5.32579
81,200,2.68213
80,200,0.480685
79,200,3.25591
78,200,1.18218
77,200,0.424028
76,200,0.936151
75,200,1.69838
74,200,0.829449
73,200,1.69821
72,200,4.18364
71,200,7.14571
70,200,1.07355
69,200,3.62799
68,200,5.58973
67,200,1.35786
66,200,0.361585
65,250,4.63926
64,250,3.04808
63,250,1.03447
62,250,0.916981
61,250,1.77735
60,250,0.64664
59,250,0.548827
28,300,4.30567
27,300,0.612919
26,300,3.22011
25,300,1.22364
24,300,2.11565
23,300,2.34755
22,300,1.99117
21,300,1.11491
20,300,2.03121
19,300,6.67277
18,300,1.87612
17,300,1.58228
16,300,3.74353
15,300,2.80618
14,300,1.86636
13,300,2.13442
0,300,1.05732
1,300,1.3258
2,300,1.08386
3,300,2.52617
4,300,1.47713
5,300,0.957814
6,300,1.23946
7,300,9.88933
8,300,2.6878
9,300,1.46613
10,300,1.49008
11,250,2.46505
12,300,1.53489
29,300,3.29857
30,300,3.67348
31,350,1.85679
32,300,1.59758
33,300,0.897723
34,300,1.62624
35,200,0.824442
36,300,3.52146
37,300,7.7139
38,300,0.972931
39,300,2.96866
40,300,0.541185
41,300,1.54018
42,300,1.21186
43,300,1.47709
44,300,1.28414
45,250,7.60581
46,250,6.87273
47,200,0.754534
48,250,3.32275
49,250,1.46264
50,250,5.48217
51,250,1.14856
52,150,0.641783
53,250,0.995365
54,250,3.35456
55,250,2.05765
56,250,0.728537
57,250,0.904727
58,250,2.59568
127,100,4.39609
128,100,2.20291
129,100,1.57892
130,100,2.45567
