tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1168.71,0,0,0.532255,0,0,0,1529,15.7805,16.108,16.0372
300,1219.7,0,0,1.73258,0,0,0,1628,16.0335,15.6747,16.0671
350,1306.91,0,0,-0.56316,0,0,0,1684,16.3034,16.3084,16.1031
400,1238.67,0,0,0.990662,0,0,0,1617,16.2118,16.1824,16.0608
450,1175.78,0,0,-1.42016,0,0,0,1497,16.0124,16.2877,15.7723
500,1166.97,0,0,-0.245106,0,0,0,1503,15.8947,16.6086,16.2558
550,1181.73,0,0,-4.84842,0,0,0,1553,15.8682,16.1325,16.2825
600,1347.22,0,0,2.7123,0,0,0,1758,16.0337,16.1308,15.837
650,1505.65,0,0,0.396654,0,0,0,1873,16.1426,15.9531,15.9752
700,1783.56,0,0,-1.55117,0,0,0,2029,15.886,16.3333,16.0487
750,1879.94,0,0,-2.04982,0,0,0,2066,15.7694,16.1375,15.9441
800,2058.98,0,0,0.0484274,0,0,0,2105,15.823,16.3333,16.0031
850,2060.84,0,0,-1.67741,0,0,0,2111,16.3378,16.0127,16.1788
900,1929.56,0,0,4.34379,0,0,0,2067,15.9378,15.8056,15.6944
950,1894.78,0,0,3.39896,0,0,0,2059,15.8892,15.9408,16.1471
1000,1859.25,0,0,-5.16122,0,0,0,2068,16.0045,16.096,15.8951
1050,1846.53,0,0,4.68781,0,0,0,2083,15.8789,16.1308,15.7201
1100,1715.17,0,0,1.91853,0,0,0,1966,15.7652,15.9007,16.327
1150,1517.78,0,0,2.63063,0,0,0,1897,16.0007,15.9611,16.1804
1200,1438.89,0,0,-1.85891,0,0,0,1842,16.0496,15.8934,15.6792
1250,1407.44,0,0,-0.818924,0,0,0,1797,16.0975,16.2942,15.8624
1300,1412.97,0,0,4.04676,0,0,0,1735,16.1633,15.9394,16.1116
1350,1569.22,0,0,-1.32002,0,0,0,1941,16.1442,15.8671,16.1773
1400,1618.82,0,0,-2.83352,0,0,0,1929,15.9785,16.0855,16.0716
1450,1607.25,0,0,2.88657,0,0,0,1934,15.611,16.2037,15.7732
1500,1490.27,0,0,2.75062,0,0,0,1885,15.8934,15.954,16.0737
1550,1325.19,0,0,-7.79094,0,0,0,1787,16.0538,16.1374,16.0627
1600,1254.87,0,0,-2.55103,0,0,0,1664,16.2246,15.7609,15.8453
1650,1310.35,0,0,-2.69621,0,0,0,1755,16.4633,16.0506,15.7667
1700,1375.54,0,0,-1.28213,0,0,0,1804,15.7496,15.927,16.1063
1750,1444.28,0,0,-2.47163,0,0,0,1843,16.3487,15.9172,15.9966
1800,1433.73,0,0,1.24769,0,0,0,1858,16.0162,16.043,16.045
1850,1354.04,0,0,-2.35416,0,0,0,1843,15.7812,16.086,16.2377
1900,1269.54,0,0,-0.349273,0,0,0,1670,15.8649,15.9675,16.1779
1950,1178.32,0,0,4.96003,0,0,0,1560,15.6937,15.9773,16.0902
2000,1129.06,0,0,-1.14334,0,0,0,1531,16.2447,15.9628,16.1891
2050,1140.34,0,0,0.229306,0,0,0,1554,15.799,15.9818,15.9774
2100,1057.06,0,0,1.88658,0,0,0,1390,15.9722,16.1927,15.719
2150,1021.89,0,0,-0.822124,0,0,0,1282,15.8583,16.0354,15.5109
2200,1069.2,0,0,2.07215,0,0,0,1278,16.0727,16.2132,15.9982
