tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1163.63,0,0,-5.44243,0,0,0,1572,15.4439,16.0793,16.1535
300,1204.82,0,0,3.30612,0,0,0,1535,15.7429,16.0339,16.01
350,1245.37,0,0,3.64866,0,0,0,1606,15.9364,16.552,16.0939
400,1437.54,0,0,2.54665,0,0,0,1876,16.0987,15.8454,16.2657
450,1372.92,0,0,1.71097,0,0,0,1761,16.0831,16.0141,15.7201
500,1443.73,0,0,-2.44328,0,0,0,1802,16.0702,16.2548,15.6877
550,1525.31,0,0,-0.0489383,0,0,0,1852,16.1858,16.3142,16.1775
600,1476.51,0,0,0.638129,0,0,0,1832,16.1025,16.2109,15.9202
650,1430.76,0,0,-1.24468,0,0,0,1769,15.9922,16.1622,15.9665
700,1382.57,0,0,-2.09296,0,0,0,1744,15.9249,16.1441,16.1127
750,1389.65,0,0,1.68263,0,0,0,1734,16.1207,15.9011,16.7606
800,1439.19,0,0,3.70623,0,0,0,1754,15.8264,16.0174,16.3839
850,1516.35,0,0,2.82739,0,0,0,1951,15.8972,16.1674,15.9667
900,1477.62,0,0,-2.50103,0,0,0,1966,15.9943,15.9342,15.6309
950,1362.27,0,0,-1.1878,0,0,0,1775,16.2325,16.0022,15.8274
1000,1344.86,0,0,-1.55912,0,0,0,1745,15.8763,15.8412,15.827
1050,1459.25,0,0,1.9883,0,0,0,1862,15.9479,16.0474,16.0303
1100,1526.33,0,0,7.53734,0,0,0,1877,15.9342,16.1145,16.1343
1150,1387.64,0,0,0.0608693,0,0,0,1809,16.3847,16.162,15.7033
1200,1333.88,0,0,0.537181,0,0,0,1625,15.7357,16.0674,15.5321
1250,1310.16,0,0,-2.74199,0,0,0,1700,15.8578,16.109,15.6668
1300,1473.67,0,0,-0.0573651,0,0,0,1823,16.0435,16.0792,16.0252
1350,1842.17,0,0,0.434401,0,0,0,2042,15.9293,15.9788,15.8406
1400,2382.15,0,0,1.49845,0,0,0,2165,15.8902,15.8148,16.0905
1450,2839.4,0,0,2.48205,0,0,0,2186,16.155,16.0655,15.8608
1500,2812.49,0,0,-2.66665,0,0,0,2186,15.9998,16.0938,16.079
1550,3188.42,0,0,-1.52545,0,0,0,2192,16.264,15.966,15.9942
1600,3181.1,0,0,-0.343942,0,0,0,2191,16.0994,16.016,16.1412
1650,2791.73,0,0,4.37354,0,0,0,2180,15.9199,15.9552,15.9628
1700,2898.24,0,0,0.46854,0,0,0,2189,16.0571,15.9458,16.1599
1750,3319.64,0,0,-0.0406589,0,0,0,2190,15.8747,16.1993,16.1911
1800,3779.03,0,0,1.1744,0,0,0,2195,15.8518,16.107,16.1689
1850,3626.44,0,0,-0.684058,0,0,0,2196,15.8234,16.1881,16.1544
1900,3356.67,0,0,-2.80704,0,0,0,2195,16.0828,16.0259,16.0417
1950,3019.4,0,0,-5.17481,0,0,0,2184,15.9621,15.7631,15.9541
2000,3044.17,0,0,-0.867716,0,0,0,2181,15.8825,15.9063,15.9937
2050,3057.3,0,0,0.577516,0,0,0,2187,15.9267,16.019,16.0052
2100,3123.04,0,0,-2.85588,0,0,0,2186,16.1826,16.0368,16.1174
2150,3538.57,0,0,-1.18889,0,0,0,2197,15.6918,15.9871,15.8294
2200,4263.72,0,0,5.70118,0,0,0,2197,15.8383,15.9122,16.0497
