tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7701.3,26,12,14,1,26,0.353346
300,7783.35,26,12,14,1,26,0.302629
350,7797.95,26,12,14,1,26,0.410295
400,7822.77,26,12,14,1,26,0.401774
450,7853.18,26,12,14,1,26,0.428233
500,7909.84,26,12,14,1,26,0.405054
550,7945.97,26,12,14,1,26,0.401436
600,8013.9,26,12,14,1,26,0.462598
650,8088.49,26,12,14,1,26,0.337651
700,8143.65,26,12,14,1,26,0.495341
750,8238.56,26,12,14,1,26,0.402258
800,8620.68,26,12,14,1,26,0.538136
850,8948.42,26,12,14,1,26,0.466876
900,9249.17,26,12,14,1,26,0.558438
950,9534.81,26,12,14,1,26,0.564783
1000,9798.01,26,12,14,1,26,0.687518
1050,10126.4,26,12,14,1,26,0.453321
1100,10656.5,26,12,14,1,26,0.768789
1150,10864.6,26,12,14,1,26,0.58833
1200,10897.2,26,12,14,1,26,0.675969
1250,10910.5,26,12,14,1,26,0.802173
1300,10741,26,12,14,1,26,0.534305
1350,10924.5,26,12,14,1,26,0.832257
1400,11067.7,26,12,14,1,26,0.762963
1450,11066.5,26,12,14,1,26,0.73562
1500,11096.1,26,12,14,1,26,0.43393
1550,10851.9,26,12,14,1,26,0.546932
1600,11150.2,26,12,14,1,26,1.0139
1650,11381,26,12,14,1,26,0.655323
1700,11442.5,26,12,14,1,26,0.792193
1750,11590.4,26,12,14,1,26,0.863876
1800,12112.5,26,12,14,1,26,0.576378
1850,12883.3,26,12,14,1,26,1.17788
1900,13382.3,26,12,14,1,26,0.640181
1950,13957.8,26,12,14,1,26,0.849706
2000,14433.6,26,12,14,1,26,1.40968
2050,14789.8,26,12,14,1,26,1.06421
2100,15368.7,26,12,14,1,26,0.898999
2150,15305,26,12,14,1,26,1.03914
2200,15952.8,26,12,14,1,26,1.60901
2250,16058.9,26,12,14,1,26,1.14713
2300,17545.2,26,12,14,1,26,1.54522
2350,18476.9,26,12,14,1,26,2.09588
2400,18927.3,26,12,14,1,26,1.63527
2450,19117.2,26,12,14,1,26,1.36879
2500,19383,26,12,14,1,26,1.72957
2550,20489.1,26,12,14,1,26,1.6286
2600,21847.2,26,12,14,1,26,2.24023
2650,22430.6,26,12,14,1,26,1.75496
2700,22981,26,12,14,1,26,2.18407
