tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7737.11,28,10,18,1,28,0.432354
300,7768.95,28,10,18,1,28,0.519574
350,7812.41,28,10,18,1,28,0.508088
400,7898.87,28,10,18,1,28,0.479237
450,7961.25,28,10,18,1,28,0.470737
500,7979.8,28,10,18,1,28,0.376709
550,8045.58,28,10,18,1,28,0.830766
600,8079.52,28,10,18,1,28,0.420073
650,8175.22,28,10,18,1,28,0.40762
700,8099.31,28,10,18,1,28,0.500583
750,8169.68,28,10,18,1,28,0.429611
800,8400.33,28,10,18,1,28,0.478936
850,8333.82,28,10,18,1,28,0.449512
900,8213.3,28,10,18,1,28,0.374339
950,8416.15,28,10,18,1,28,0.529833
1000,8610.26,28,10,18,1,28,0.473526
1050,9003.13,28,10,18,1,28,0.939303
1100,9650.51,28,10,18,1,28,0.541725
1150,10505.2,28,10,18,1,28,0.931167
1200,11106.3,28,10,18,1,28,0.678066
1250,11603.9,28,10,18,1,28,0.808356
1300,11961.1,28,10,18,1,28,0.998933
1350,11672.4,28,10,18,1,28,0.922802
1400,12217.6,28,10,18,1,28,0.72927
1450,12887,28,10,18,1,28,1.0744
1500,13738.7,28,10,18,1,28,1.01723
1550,14386.1,28,10,18,1,28,1.21383
1600,14433.6,28,10,18,1,28,1.51341
1650,14236.6,28,10,18,1,28,0.810707
1700,14832.1,28,10,18,1,28,1.39281
1750,15463.5,28,10,18,1,28,1.08188
1800,15605.4,28,10,18,1,28,1.01918
1850,15025,28,10,18,1,28,0.940456
1900,14478.8,28,10,18,1,28,1.28723
1950,14964.1,28,10,18,1,28,0.982663
2000,15682.3,28,10,18,1,28,1.22993
2050,15783.7,28,10,18,1,28,1.61707
2100,16213.5,28,10,18,1,28,1.50314
2150,16588.2,28,10,18,1,28,1.20021
2200,17309.3,28,10,18,1,28,1.57071
2250,18137.1,28,10,18,1,28,1.7019
2300,18765.2,28,10,18,1,28,1.73329
2350,19270.6,28,10,18,1,28,1.97063
2400,19319.1,28,10,18,1,28,1.37999
2450,19315.5,28,10,18,1,28,1.49711
2500,20183.8,28,10,18,1,28,1.64139
2550,19996.5,28,10,18,1,28,1.58925
2600,19151.7,28,10,18,1,28,2.20915
2650,19181,28,10,18,1,28,1.62786
2700,19111,28,10,18,1,28,1.59687
