tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,25,3.08949,0.421976,32,32,32,-1,0,250
300,0,25,3.27986,0.465589,32,32,32,-1,50,250
350,0,25,2.85988,0.386595,32,32,32,-1,100,250
400,0,25,2.87907,0.365176,32,32,32,-1,150,250
450,0,25,2.8472,0.385106,32,32,32,-1,200,250
500,0,25,3.26221,0.521074,32,32,32,-1,250,250
550,0,25,2.62454,0.313906,32,32,32,-1,300,250
600,0,25,3.20577,0.460553,32,32,32,-1,350,250
650,0,25,3.1104,0.423642,32,32,32,-1,400,250
700,0,25,3.51626,0.604426,32,32,32,-1,450,250
750,0,25,3.95645,0.734481,32,32,32,-1,500,250
800,0,25,3.50428,0.554486,32,32,32,-1,550,250
850,0,25,3.02674,0.440354,32,32,32,-1,600,250
900,0,25,2.56475,0.309316,32,32,32,-1,650,250
950,0,25,2.59787,0.313842,32,32,32,-1,700,250
1000,0,25,3.29636,0.521088,32,32,32,-1,750,250
1050,0,25,2.81833,0.365431,32,32,32,-1,800,250
1100,0,25,2.58444,0.325406,32,32,32,-1,850,250
1150,0,25,3.90412,0.674565,32,32,32,-1,900,250
1200,0,25,3.25395,0.503159,32,32,32,-1,950,250
1250,0,25,3.31986,0.535056,32,32,32,-1,1000,250
1300,0,25,3.0725,0.424465,32,32,32,-1,1050,250
1350,0,25,3.18983,0.472483,32,32,32,-1,1100,250
1400,0,25,3.66211,0.595957,32,32,32,-1,1150,250
1450,0,25,2.84376,0.382938,32,32,32,-1,1200,250
1500,0,25,2.49734,0.284849,32,32,32,-1,1250,250
1550,0,25,3.0124,0.407659,32,32,32,-1,1300,250
1600,0,25,2.51439,0.308429,32,32,32,-1,1350,250
1650,0,25,3.53048,0.565596,32,32,32,-1,1400,250
1700,0,25,2.80036,0.362217,32,32,32,-1,1450,250
1750,0,25,3.29045,0.508393,32,32,32,-1,1500,250
1800,0,25,3.16767,0.466381,32,32,32,-1,1550,250
1850,0,25,3.4404,0.544594,32,32,32,-1,1600,250
1900,0,25,3.31022,0.509948,32,32,32,-1,1650,250
1950,0,25,2.82575,0.389638,32,32,32,-1,1700,250
2000,0,25,3.31715,0.5027,32,32,32,-1,1750,250
2050,0,25,2.85372,0.362053,32,32,32,-1,1800,250
2100,0,25,3.16007,0.440015,32,32,32,-1,1850,250
2150,0,25,2.98379,0.426545,32,32,32,-1,1900,250
2200,0,25,2.82796,0.38795,32,32,32,-1,1950,250
2250,0,25,3.09914,0.452993,32,32,32,-1,2000,250
2300,0,25,2.41479,0.276771,32,32,32,-1,2050,250
2350,0,25,2.85377,0.40361,32,32,32,-1,2100,250
2400,0,25,3.04183,0.425956,32,32,32,-1,2150,250
2450,0,25,3.14849,0.477538,32,32,32,-1,2200,250
2500,0,25,2.63122,0.341362,32,32,32,-1,2250,250
2550,0,25,2.93512,0.40458,32,32,32,-1,2300,250
2600,0,25,2.75334,0.365425,32,32,32,-1,2350,250
2650,0,25,3.16946,0.471628,32,32,32,-1,2400,250
2700,0,25,2.83693,0.396316,32,32,32,-1,2450,250
