tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,26,2.76753,0.33665,31.9231,32.0769,32,2,0,250
300,0,26,2.97547,0.390281,31.9231,32.0769,32,2,50,250
350,0,26,3.03152,0.42586,31.9231,32.0769,32,2,100,250
400,0,26,2.51923,0.268346,31.9231,32.0769,32,2,150,250
450,0,26,2.88407,0.359896,31.9231,32.0769,32,2,200,250
500,0,26,2.95976,0.393667,31.9231,32.0769,32,2,250,250
550,0,26,3.66926,0.620652,31.9231,32.0769,32,2,300,250
600,0,26,3.48671,0.556122,31.9231,32.0769,32,2,350,250
650,0,26,2.55559,0.277706,31.9231,32.0769,32,2,400,250
700,0,26,3.50138,0.554787,31.9231,32.0769,32,2,450,250
750,0,26,3.74669,0.636179,31.9231,32.0769,32,2,500,250
800,0,26,3.369,0.502669,31.9231,32.0769,32,2,550,250
850,0,26,3.64003,0.598448,31.9231,32.0769,32,2,600,250
900,0,26,3.65067,0.589373,31.9231,32.0769,32,2,650,250
950,0,26,4.14772,0.822468,31.9231,32.0769,32,2,700,250
1000,0,26,4.1029,0.757152,31.9231,32.0769,32,2,750,250
1050,0,26,4.04935,0.684007,31.9231,32.0769,32,2,800,250
1100,0,26,4.12824,0.740084,31.9231,32.0769,32,2,850,250
1150,0,26,3.84807,0.606972,31.9231,32.0769,32,2,900,250
1200,0,26,3.16409,0.415027,31.9231,32.0769,32,2,950,250
1250,0,26,4.13456,0.784251,31.9231,32.0769,32,2,1000,250
1300,0,26,3.54047,0.572639,31.9231,32.0769,32,2,1050,250
1350,0,26,3.29631,0.502175,31.9231,32.0769,32,2,1100,250
1400,0,26,3.54298,0.519834,31.9231,32.0769,32,2,1150,250
1450,0,26,3.94632,0.682397,31.9231,32.0769,32,2,1200,250
1500,0,26,4.5791,0.86504,31.9231,32.0769,32,2,1250,250
1550,0,26,3.86757,0.709894,31.9231,32.0769,32,2,1300,250
1600,0,26,3.48979,0.571739,31.9231,32.0769,32,2,1350,250
1650,0,26,4.65701,0.907617,31.9231,32.0769,32,2,1400,250
1700,0,26,4.76793,0.966031,31.9231,32.0769,32,2,1450,250
1750,0,26,4.11925,0.703578,31.9231,32.0769,32,2,1500,250
1800,0,26,4.1684,0.781749,31.9231,32.0769,32,2,1550,250
1850,0,26,4.77178,0.972452,31.9231,32.0769,32,2,1600,250
1900,0,26,4.03318,0.760323,31.9231,32.0769,32,2,1650,250
1950,0,26,4.30299,0.779743,31.9231,32.0769,32,2,1700,250
2000,0,26,4.12216,0.742154,31.9231,32.0769,32,2,1750,250
2050,0,26,3.96107,0.666525,31.9231,32.0769,32,2,1800,250
2100,0,26,4.06624,0.71403,31.9231,32.0769,32,2,1850,250
2150,0,26,4.82894,0.99664,31.9231,32.0769,32,2,1900,250
2200,0,26,3.65747,0.564761,31.9231,32.0769,32,2,1950,250
2250,0,26,4.89663,1.02052,31.9231,32.0769,32,2,2000,250
2300,0,26,5.18734,1.16434,31.9231,32.0769,32,2,2050,250
2350,0,26,4.73651,0.92859,31.9231,32.0769,32,2,2100,250
2400,0,26,3.50384,0.536978,31.9231,32.0769,32,2,2150,250
2450,0,26,4.63276,0.885004,31.9231,32.0769,32,2,2200,250
2500,0,26,4.55843,0.952755,31.9231,32.0769,32,2,2250,250
2550,0,26,4.58728,0.886994,31.9231,32.0769,32,2,2300,250
2600,0,26,5.43514,1.26943,31.9231,32.0769,32,2,2350,250
2650,0,26,6.2439,1.61409,31.9231,32.0769,32,2,2400,250
2700,0,26,5.37864,1.21128,31.9231,32.0769,32,2,2450,250
