tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7724.18,25,13,12,1,25,0.318849
300,7751.49,25,13,12,1,25,0.472674
350,7819.85,25,13,12,1,25,0.348762
400,7884.99,25,13,12,1,25,0.528845
450,7971.61,25,13,12,1,25,0.283668
500,8057.45,25,13,12,1,25,0.37204
550,8067.33,25,13,12,1,25,0.523512
600,8191.22,25,13,12,1,25,0.434323
650,8466.03,25,13,12,1,25,0.597571
700,8749.07,25,13,12,1,25,0.398297
750,8704.8,25,13,12,1,25,0.552048
800,8721.87,25,13,12,1,25,0.510718
850,8569.16,25,13,12,1,25,0.398643
900,8547.21,25,13,12,1,25,0.446549
950,8474.5,25,13,12,1,25,0.4463
1000,8586.88,25,13,12,1,25,0.620298
1050,8516.75,25,13,12,1,25,0.234635
1100,8406.46,25,13,12,1,25,0.431619
1150,8448.84,25,13,12,1,25,0.41745
1200,8434.41,25,13,12,1,25,0.352495
1250,8309.39,25,13,12,1,25,0.479228
1300,8321.89,25,13,12,1,25,0.319611
1350,8610.2,25,13,12,1,25,0.421679
1400,8639.91,25,13,12,1,25,0.494272
1450,8540.52,25,13,12,1,25,0.486887
1500,8720.07,25,13,12,1,25,0.613002
1550,8921.81,25,13,12,1,25,0.388478
1600,9230.25,25,13,12,1,25,0.432848
1650,9435.62,25,13,12,1,25,0.664316
1700,9365.4,25,13,12,1,25,0.476912
1750,9227.17,25,13,12,1,25,0.404345
1800,9103.4,25,13,12,1,25,0.686625
1850,8963.43,25,13,12,1,25,0.582838
1900,8881.02,25,13,12,1,25,0.487506
1950,8993.9,25,13,12,1,25,0.549379
2000,9099.55,25,13,12,1,25,0.390139
2050,9327,25,13,12,1,25,0.535091
2100,9366.87,25,13,12,1,25,0.64275
2150,9542.73,25,13,12,1,25,0.618444
2200,9583.08,25,13,12,1,25,0.351905
2250,9829.69,25,13,12,1,25,0.446982
2300,9943.57,25,13,12,1,25,0.619888
2350,9895.54,25,13,12,1,25,0.446864
2400,10049.6,25,13,12,1,25,0.82572
2450,10312.3,25,13,12,1,25,0.523639
2500,10475.5,25,13,12,1,25,0.626325
2550,10864.7,25,13,12,1,25,0.904123
2600,10922.4,25,13,12,1,25,0.882551
2650,11249.2,25,13,12,1,25,0.709983
2700,11641.9,25,13,12,1,25,0.615848
