ftd_id,verdict,initializer_pass,minimum_control_pass,common_pass,momentum_pass,sign_pass,repeated_pass,inward_impulse,separation_before,separation_after_one_step,separation_after_repeated,worst_pseudomomentum_defect,state_recovery,energy_drift
FTD-0602,MINIMUM_ENERGY_ATTRACTION_RESTORED_MOMENTUM_CHANNEL_MISSING,1,1,1,0,1,1,0.0003273804965021475,6.6413803786060415,6.6411668554501695,6.5882409928052814,0.00019084123667471886,4.9737991503207013e-14,4.4408920985006262e-16
