tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,3,0.499302,0.0879341,16,32,32,1,0,250
250,1,2,0.279698,0.0436321,48.5,32,32,0,0,250
300,0,3,0.230454,0.0257855,16,32,32,1,50,250
300,1,2,0.177506,0.0169766,48.5,32,32,0,50,250
350,0,3,0.329438,0.0411176,16,32,32,1,100,250
350,1,2,0.198042,0.0197773,48.5,32,32,0,100,250
400,0,3,0.320969,0.0356035,16,32,32,1,150,250
400,1,2,0.341833,0.0584653,48.5,32,32,0,150,250
450,0,3,0.367445,0.052032,16,32,32,1,200,250
450,1,2,0.269117,0.0433362,48.5,32,32,0,200,250
500,0,3,0.295952,0.0295357,16,32,32,1,250,250
500,1,2,0.214835,0.0232363,48.5,32,32,0,250,250
550,0,3,0.329704,0.0392769,16,32,32,1,300,250
550,1,2,0.168681,0.0142719,48.5,32,32,0,300,250
600,0,3,0.424187,0.0650571,16,32,32,1,350,250
600,1,2,0.170982,0.0199377,48.5,32,32,0,350,250
650,0,3,0.377157,0.059283,16,32,32,1,400,250
650,1,2,0.22266,0.0271229,48.5,32,32,0,400,250
700,0,3,0.219469,0.0169187,16,32,32,1,450,250
700,1,2,0.203121,0.0206949,48.5,32,32,0,450,250
750,0,3,0.258197,0.0228196,16,32,32,1,500,250
750,1,2,0.252784,0.0379762,48.5,32,32,0,500,250
800,0,3,0.371342,0.0490724,16,32,32,1,550,250
800,1,2,0.396752,0.080981,48.5,32,32,0,550,250
850,0,3,0.265062,0.026387,16,32,32,1,600,250
850,1,2,0.32086,0.0526607,48.5,32,32,0,600,250
900,0,3,0.201627,0.0164729,16,32,32,1,650,250
900,1,2,0.247823,0.031398,48.5,32,32,0,650,250
950,0,3,0.525047,0.109845,16,32,32,1,700,250
950,1,2,0.253165,0.03244,48.5,32,32,0,700,250
1000,0,3,0.294472,0.0340648,16,32,32,1,750,250
1000,1,2,0.306866,0.0503117,48.5,32,32,0,750,250
1050,0,3,0.300829,0.0338532,16,32,32,1,800,250
1050,1,2,0.226321,0.0279579,48.5,32,32,0,800,250
1100,0,3,0.222493,0.0307809,16,32,32,1,850,250
1100,1,2,0.247778,0.0336378,48.5,32,32,0,850,250
1150,0,3,0.309739,0.0395453,16,32,32,1,900,250
1150,1,2,0.27257,0.039748,48.5,32,32,0,900,250
1200,0,3,0.425107,0.0654492,16,32,32,1,950,250
1200,1,2,0.16817,0.0160524,48.5,32,32,0,950,250
1250,0,3,0.370654,0.0540479,16,32,32,1,1000,250
1250,1,2,0.250742,0.0340573,48.5,32,32,0,1000,250
1300,0,3,0.342971,0.0504009,16,32,32,1,1050,250
1300,1,2,0.319364,0.0534635,48.5,32,32,0,1050,250
1350,0,3,0.214114,0.0245611,16,32,32,1,1100,250
1350,1,2,0.16825,0.0161408,48.5,32,32,0,1100,250
1400,0,3,0.3802,0.0508932,16,32,32,1,1150,250
1400,1,2,0.25853,0.0360521,48.5,32,32,0,1150,250
1450,0,3,0.413268,0.0603133,16,32,32,1,1200,250
1450,1,2,0.420568,0.0890106,48.5,32,32,0,1200,250
1500,0,3,0.297017,0.0324664,16,32,32,1,1250,250
1500,1,2,0.372166,0.0698099,48.5,32,32,0,1250,250
1550,0,3,0.252562,0.0260652,16,32,32,1,1300,250
1550,1,2,0.227061,0.0258812,48.5,32,32,0,1300,250
1600,0,3,0.556682,0.106803,16,32,32,1,1350,250
1600,1,2,0.260346,0.036646,48.5,32,32,0,1350,250
1650,0,3,0.55265,0.115882,16,32,32,1,1400,250
1650,1,2,0.194728,0.0194811,48.5,32,32,0,1400,250
1700,0,3,0.218078,0.0164011,16,32,32,1,1450,250
1700,1,2,0.226805,0.0261438,48.5,32,32,0,1450,250
1750,0,3,0.499556,0.0856772,16,32,32,1,1500,250
1750,1,2,0.252966,0.0323054,48.5,32,32,0,1500,250
1800,0,3,0.318732,0.0344108,16,32,32,1,1550,250
1800,1,2,0.244791,0.0303586,48.5,32,32,0,1550,250
1850,0,3,0.418179,0.0631441,16,32,32,1,1600,250
1850,1,2,0.264509,0.035925,48.5,32,32,0,1600,250
1900,0,3,0.51545,0.101728,16,32,32,1,1650,250
1900,1,2,0.184514,0.0242623,48.5,32,32,0,1650,250
1950,0,3,0.449783,0.0766454,16,32,32,1,1700,250
1950,1,2,0.144064,0.0116755,48.5,32,32,0,1700,250
2000,0,3,0.29425,0.030046,16,32,32,1,1750,250
2000,1,2,0.262475,0.0350334,48.5,32,32,0,1750,250
2050,0,3,0.319818,0.0537539,16,32,32,1,1800,250
2050,1,2,0.297927,0.0459918,48.5,32,32,0,1800,250
2100,0,3,0.342215,0.0435763,16,32,32,1,1850,250
2100,1,2,0.313738,0.0492883,48.5,32,32,0,1850,250
2150,0,3,0.444829,0.0732974,16,32,32,1,1900,250
2150,1,2,0.0900207,0.00405367,48.5,32,32,0,1900,250
2200,0,3,0.40407,0.0576397,16,32,32,1,1950,250
2200,1,2,0.253001,0.0322871,48.5,32,32,0,1950,250
2250,0,3,0.593341,0.122041,16,32,32,1,2000,250
2250,1,2,0.303305,0.0460078,48.5,32,32,0,2000,250
2300,0,3,0.655756,0.146663,16,32,32,1,2050,250
2300,1,2,0.308855,0.0479773,48.5,32,32,0,2050,250
2350,0,3,0.49563,0.0833709,16,32,32,1,2100,250
2350,1,2,0.160843,0.0131765,48.5,32,32,0,2100,250
