tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,5,0.327926,0.0220697,16,31.8,31.8,1,0,250
250,1,2,0.206633,0.0222528,47.5,32,32,0,0,250
300,0,5,0.742665,0.113205,16,31.8,31.8,1,50,250
300,1,2,0.165442,0.0137286,47.5,32,32,0,50,250
350,0,5,0.544423,0.0709483,16,31.8,31.8,1,100,250
350,1,2,0.337402,0.056929,47.5,32,32,0,100,250
400,0,5,0.594087,0.0757367,16,31.8,31.8,1,150,250
400,1,2,0.164476,0.01354,47.5,32,32,0,150,250
450,0,5,0.514309,0.0592165,16,31.8,31.8,1,200,250
450,1,2,0.149982,0.0149524,47.5,32,32,0,200,250
500,0,5,0.607007,0.077843,16,31.8,31.8,1,250,250
500,1,2,0.15381,0.0146123,47.5,32,32,0,250,250
550,0,5,0.396204,0.031785,16,31.8,31.8,1,300,250
550,1,2,0.356211,0.063452,47.5,32,32,0,300,250
600,0,5,0.411016,0.0427573,16,31.8,31.8,1,350,250
600,1,2,0.247221,0.0305597,47.5,32,32,0,350,250
650,0,5,0.714241,0.102793,16,31.8,31.8,1,400,250
650,1,2,0.27405,0.0454871,47.5,32,32,0,400,250
700,0,5,0.735204,0.135578,16,31.8,31.8,1,450,250
700,1,2,0.210092,0.0241491,47.5,32,32,0,450,250
750,0,5,0.699926,0.107471,16,31.8,31.8,1,500,250
750,1,2,0.270369,0.037249,47.5,32,32,0,500,250
800,0,5,0.663332,0.0951457,16,31.8,31.8,1,550,250
800,1,2,0.314481,0.0585333,47.5,32,32,0,550,250
850,0,5,0.666248,0.0932651,16,31.8,31.8,1,600,250
850,1,2,0.26679,0.0357449,47.5,32,32,0,600,250
900,0,5,0.591627,0.0985192,16,31.8,31.8,1,650,250
900,1,2,0.287214,0.065659,47.5,32,32,0,650,250
950,0,5,0.819861,0.142681,16,31.8,31.8,1,700,250
950,1,2,0.156818,0.0151002,47.5,32,32,0,700,250
1000,0,5,0.689608,0.108996,16,31.8,31.8,1,750,250
1000,1,2,0.221306,0.0247723,47.5,32,32,0,750,250
1050,0,5,0.484519,0.0534415,16,31.8,31.8,1,800,250
1050,1,2,0.293631,0.0487946,47.5,32,32,0,800,250
1100,0,5,0.371504,0.0309668,16,31.8,31.8,1,850,250
1100,1,2,0.124847,0.0090111,47.5,32,32,0,850,250
1150,0,5,0.514233,0.0597151,16,31.8,31.8,1,900,250
1150,1,2,0.282453,0.0402684,47.5,32,32,0,900,250
1200,0,5,0.805236,0.140497,16,31.8,31.8,1,950,250
1200,1,2,0.177802,0.016883,47.5,32,32,0,950,250
1250,0,5,0.648055,0.0997948,16,31.8,31.8,1,1000,250
1250,1,2,0.169222,0.0146409,47.5,32,32,0,1000,250
1300,0,5,0.633442,0.092902,16,31.8,31.8,1,1050,250
1300,1,2,0.297656,0.0452418,47.5,32,32,0,1050,250
1350,0,5,0.775851,0.134274,16,31.8,31.8,1,1100,250
1350,1,2,0.230814,0.0267417,47.5,32,32,0,1100,250
1400,0,5,0.639456,0.0846643,16,31.8,31.8,1,1150,250
1400,1,2,0.208754,0.0324296,47.5,32,32,0,1150,250
1450,0,5,0.442268,0.0512295,16,31.8,31.8,1,1200,250
1450,1,2,0.11403,0.00938163,47.5,32,32,0,1200,250
1500,0,5,0.741392,0.119883,16,31.8,31.8,1,1250,250
1500,1,2,0.187657,0.0253196,47.5,32,32,0,1250,250
1550,0,5,0.868522,0.153541,16,31.8,31.8,1,1300,250
1550,1,2,0.286201,0.0410871,47.5,32,32,0,1300,250
1600,0,5,0.564346,0.080343,16,31.8,31.8,1,1350,250
1600,1,2,0.118678,0.0071122,47.5,32,32,0,1350,250
1650,0,5,0.772389,0.137041,16,31.8,31.8,1,1400,250
1650,1,2,0.231873,0.0356047,47.5,32,32,0,1400,250
1700,0,5,0.633312,0.0824292,16,31.8,31.8,1,1450,250
1700,1,2,0.237735,0.03014,47.5,32,32,0,1450,250
1750,0,5,0.408249,0.0354718,16,31.8,31.8,1,1500,250
1750,1,2,0.0596268,0.00185523,47.5,32,32,0,1500,250
1800,0,5,0.796432,0.134281,16,31.8,31.8,1,1550,250
1800,1,2,0.168349,0.0141993,47.5,32,32,0,1550,250
1850,0,5,0.549121,0.0834995,16,31.8,31.8,1,1600,250
1850,1,2,0.257598,0.0354181,47.5,32,32,0,1600,250
1900,0,5,0.59005,0.0732781,16,31.8,31.8,1,1650,250
1900,1,2,0.112854,0.00742954,47.5,32,32,0,1650,250
1950,0,5,0.723012,0.117018,16,31.8,31.8,1,1700,250
1950,1,2,0.264795,0.0375408,47.5,32,32,0,1700,250
2000,0,5,0.879987,0.159082,16,31.8,31.8,1,1750,250
2000,1,2,0.33854,0.065764,47.5,32,32,0,1750,250
2050,0,5,0.574114,0.0712111,16,31.8,31.8,1,1800,250
2050,1,2,0.308479,0.047583,47.5,32,32,0,1800,250
2100,0,5,0.416628,0.0416666,16,31.8,31.8,1,1850,250
2100,1,2,0.226947,0.0260448,47.5,32,32,0,1850,250
2150,0,5,0.457079,0.0493695,16,31.8,31.8,1,1900,250
2150,1,2,0.291605,0.0431487,47.5,32,32,0,1900,250
2200,0,5,0.539781,0.0728188,16,31.8,31.8,1,1950,250
2200,1,2,0.334746,0.0617172,47.5,32,32,0,1950,250
2250,0,5,0.526547,0.0597968,16,31.8,31.8,1,2000,250
2250,1,2,0.342613,0.0595454,47.5,32,32,0,2000,250
2300,0,5,0.635396,0.084661,16,31.8,31.8,1,2050,250
2300,1,2,0.328151,0.0540715,47.5,32,32,0,2050,250
2350,0,5,0.70807,0.121985,16,31.8,31.8,1,2100,250
2350,1,2,0.184956,0.0173269,47.5,32,32,0,2100,250
2400,0,5,0.865694,0.158182,16,31.8,31.8,1,2150,250
2400,1,2,0.155405,0.0120754,47.5,32,32,0,2150,250
2450,0,5,0.406769,0.0340442,16,31.8,31.8,1,2200,250
2450,1,2,0.226816,0.0257649,47.5,32,32,0,2200,250
2500,0,5,0.67792,0.101564,16,31.8,31.8,1,2250,250
2500,1,2,0.171423,0.014737,47.5,32,32,0,2250,250
2550,0,5,0.744731,0.144099,16,31.8,31.8,1,2300,250
2550,1,2,0.148241,0.0111185,47.5,32,32,0,2300,250
2600,0,5,0.735106,0.113979,16,31.8,31.8,1,2350,250
2600,1,2,0.235225,0.0276802,47.5,32,32,0,2350,250
2650,0,5,0.634259,0.0858678,16,31.8,31.8,1,2400,250
2650,1,2,0.395971,0.0904557,47.5,32,32,0,2400,250
2700,0,5,0.510999,0.0576474,16,31.8,31.8,1,2450,250
2700,1,2,0.231335,0.0267763,47.5,32,32,0,2450,250
