tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7687.99,6,3,3,2,4,0.0973232
300,7723.78,6,3,3,2,4,0.0986792
350,7764.59,6,3,3,2,4,0.0829975
400,7842.57,6,3,3,2,4,0.0917134
450,7917.99,6,3,3,2,4,0.120864
500,8009.72,6,3,3,2,4,0.0861065
550,8144.38,6,3,3,2,4,0.0967168
600,8205.53,6,3,3,2,4,0.157854
650,8339.31,6,3,3,2,4,0.0546846
700,8230.57,6,3,3,2,4,0.100816
750,8230.13,6,3,3,2,4,0.064961
800,8439.53,6,3,3,2,4,0.180316
850,8381.81,6,3,3,2,4,0.0904716
900,8239.76,6,3,3,2,4,0.0920545
950,8363.07,6,3,3,2,4,0.0875908
1000,8540.44,6,3,3,2,4,0.132289
1050,8961.35,6,3,3,2,4,0.126571
1100,9697.73,6,3,3,2,4,0.122993
1150,10601.3,6,3,3,2,4,0.0683489
1200,11198.3,6,3,3,2,4,0.300742
1250,11699,6,3,3,2,4,0.175736
1300,11994.7,6,3,3,2,4,0.151088
1350,11579.9,6,3,3,2,4,0.0798613
1400,11973.3,6,3,3,2,4,0.144979
1450,12387.4,6,3,3,2,4,0.203706
1500,13128.4,6,3,3,2,4,0.227506
1550,13799.1,6,3,3,2,4,0.251132
1600,13848.9,6,3,3,2,4,0.25213
1650,13739.6,6,3,3,2,4,0.175936
1700,14395.8,6,3,3,2,4,0.307471
1750,14909.3,6,3,3,2,4,0.23761
1800,15146.7,6,3,3,2,4,0.17973
1850,14591.1,6,3,3,2,4,0.244276
1900,13931.8,6,3,3,2,4,0.125378
1950,14102.2,6,3,3,2,4,0.210283
2000,14532.3,6,3,3,2,4,0.200141
2050,14489.9,6,3,3,2,4,0.236424
2100,14709.1,6,3,3,2,4,0.267144
2150,14773.9,6,3,3,2,4,0.203103
2200,15095,6,3,3,2,4,0.290967
2250,15620.6,6,3,3,2,4,0.244667
2300,16058.4,6,3,3,2,4,0.329277
2350,16571.1,6,3,3,2,4,0.351176
2400,16611.1,6,3,3,2,4,0.13707
2450,16551.4,6,3,3,2,4,0.36135
2500,17103,6,3,3,2,4,0.246432
2550,16893.1,6,3,3,2,4,0.443118
2600,15918.5,6,3,3,2,4,0.201872
2650,15800.3,6,3,3,2,4,0.312213
2700,15778.6,6,3,3,2,4,0.291018
