tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,2,0.183605,0.0187261,16.5,32,32,0,0,250
250,1,4,0.535145,0.078597,48,32,32.25,0,0,250
300,0,2,0.173014,0.0172132,16.5,32,32,0,50,250
300,1,4,0.558797,0.081466,48,32,32.25,0,50,250
350,0,2,0.249358,0.0326555,16.5,32,32,0,100,250
350,1,4,0.441729,0.050342,48,32,32.25,0,100,250
400,0,2,0.312817,0.0499888,16.5,32,32,0,150,250
400,1,4,0.391425,0.0417246,48,32,32.25,0,150,250
450,0,2,0.251505,0.0323219,16.5,32,32,0,200,250
450,1,4,0.578289,0.0885418,48,32,32.25,0,200,250
500,0,2,0.272417,0.0371512,16.5,32,32,0,250,250
500,1,4,0.425848,0.0489553,48,32,32.25,0,250,250
550,0,2,0.269263,0.0384492,16.5,32,32,0,300,250
550,1,4,0.453024,0.0582676,48,32,32.25,0,300,250
600,0,2,0.196115,0.0193038,16.5,32,32,0,350,250
600,1,4,0.659731,0.13855,48,32,32.25,0,350,250
650,0,2,0.199326,0.0199119,16.5,32,32,0,400,250
650,1,4,0.340575,0.0347727,48,32,32.25,0,400,250
700,0,2,0.243681,0.0301604,16.5,32,32,0,450,250
700,1,4,0.513203,0.0706552,48,32,32.25,0,450,250
750,0,2,0.143192,0.0146756,16.5,32,32,0,500,250
750,1,4,0.433618,0.0502854,48,32,32.25,0,500,250
800,0,2,0.226578,0.0329223,16.5,32,32,0,550,250
800,1,4,0.758477,0.147394,48,32,32.25,0,550,250
850,0,2,0.208257,0.0218004,16.5,32,32,0,600,250
850,1,4,0.495684,0.0686712,48,32,32.25,0,600,250
900,0,2,0.240025,0.0339979,16.5,32,32,0,650,250
900,1,4,0.480326,0.0580566,48,32,32.25,0,650,250
950,0,2,0.23312,0.0336386,16.5,32,32,0,700,250
950,1,4,0.453257,0.0539522,48,32,32.25,0,700,250
1000,0,2,0.313596,0.0492246,16.5,32,32,0,750,250
1000,1,4,0.567931,0.0830648,48,32,32.25,0,750,250
1050,0,2,0.425916,0.090821,16.5,32,32,0,800,250
1050,1,4,0.369841,0.0357498,48,32,32.25,0,800,250
1100,0,2,0.201225,0.0233004,16.5,32,32,0,850,250
1100,1,4,0.589234,0.0996931,48,32,32.25,0,850,250
1150,0,2,0.290793,0.0435255,16.5,32,32,0,900,250
1150,1,4,0.279689,0.0248234,48,32,32.25,0,900,250
1200,0,2,0.294811,0.043885,16.5,32,32,0,950,250
1200,1,4,1.00331,0.256857,48,32,32.25,0,950,250
1250,0,2,0.239413,0.0303198,16.5,32,32,0,1000,250
1250,1,4,0.714057,0.145416,48,32,32.25,0,1000,250
1300,0,2,0.37796,0.0714992,16.5,32,32,0,1050,250
1300,1,4,0.561423,0.0795884,48,32,32.25,0,1050,250
1350,0,2,0.225973,0.0255883,16.5,32,32,0,1100,250
1350,1,4,0.450715,0.054273,48,32,32.25,0,1100,250
1400,0,2,0.283216,0.0503223,16.5,32,32,0,1150,250
1400,1,4,0.560037,0.0946571,48,32,32.25,0,1150,250
1450,0,2,0.268345,0.0410542,16.5,32,32,0,1200,250
1450,1,4,0.748611,0.162652,48,32,32.25,0,1200,250
1500,0,2,0.315159,0.0496888,16.5,32,32,0,1250,250
1500,1,4,0.774837,0.177817,48,32,32.25,0,1250,250
1550,0,2,0.363948,0.0680383,16.5,32,32,0,1300,250
1550,1,4,0.847188,0.183094,48,32,32.25,0,1300,250
1600,0,2,0.269905,0.0422314,16.5,32,32,0,1350,250
1600,1,4,0.891356,0.209899,48,32,32.25,0,1350,250
1650,0,2,0.368915,0.0681358,16.5,32,32,0,1400,250
1650,1,4,0.623754,0.1078,48,32,32.25,0,1400,250
1700,0,2,0.458993,0.105861,16.5,32,32,0,1450,250
1700,1,4,0.877748,0.201609,48,32,32.25,0,1450,250
1750,0,2,0.300827,0.0452562,16.5,32,32,0,1500,250
1750,1,4,0.819347,0.192354,48,32,32.25,0,1500,250
1800,0,2,0.29703,0.0449285,16.5,32,32,0,1550,250
1800,1,4,0.709086,0.134801,48,32,32.25,0,1550,250
1850,0,2,0.524822,0.140473,16.5,32,32,0,1600,250
1850,1,4,0.598531,0.103803,48,32,32.25,0,1600,250
1900,0,2,0.212861,0.0267156,16.5,32,32,0,1650,250
1900,1,4,0.61635,0.0986619,48,32,32.25,0,1650,250
1950,0,2,0.454915,0.104974,16.5,32,32,0,1700,250
1950,1,4,0.632256,0.105309,48,32,32.25,0,1700,250
2000,0,2,0.255309,0.0334053,16.5,32,32,0,1750,250
2000,1,4,0.815287,0.166736,48,32,32.25,0,1750,250
2050,0,2,0.374004,0.0704909,16.5,32,32,0,1800,250
2050,1,4,0.764177,0.165933,48,32,32.25,0,1800,250
2100,0,2,0.440033,0.0968925,16.5,32,32,0,1850,250
2100,1,4,0.822837,0.170252,48,32,32.25,0,1850,250
