tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7836.44,6,4,2,2,3,0.0645284
300,8029.37,6,4,2,2,3,0.124234
350,8228.89,6,4,2,2,3,0.050649
400,8271.23,6,4,2,2,3,0.170753
450,8088.04,6,4,2,2,3,0.0838031
500,8081.98,6,4,2,2,3,0.0600915
550,8351.87,6,4,2,2,3,0.0693257
600,8599.65,6,4,2,2,3,0.109284
650,8773.95,6,4,2,2,3,0.0777341
700,9033.93,6,4,2,2,3,0.0862824
750,8972.2,6,4,2,2,3,0.0904819
800,9086.77,6,4,2,2,3,0.161309
850,9336.22,6,4,2,2,3,0.0976235
900,9660.35,6,4,2,2,3,0.118248
950,10171.8,6,4,2,2,3,0.163175
1000,10295.3,6,4,2,2,3,0.115194
1050,10298,6,4,2,2,3,0.103814
1100,10136.6,6,4,2,2,3,0.128053
1150,9921.6,6,4,2,2,3,0.159019
1200,9660.56,6,4,2,2,3,0.14107
1250,9690.87,6,4,2,2,3,0.141169
1300,9933.98,6,4,2,2,3,0.222894
1350,10243.2,6,4,2,2,3,0.0687346
1400,10819.7,6,4,2,2,3,0.156803
1450,11350.5,6,4,2,2,3,0.0899613
1500,11704.2,6,4,2,2,3,0.161279
1550,11731.9,6,4,2,2,3,0.145762
1600,11652.6,6,4,2,2,3,0.232001
1650,11542.5,6,4,2,2,3,0.112407
1700,11535,6,4,2,2,3,0.170696
1750,11675.4,6,4,2,2,3,0.149205
1800,11717.8,6,4,2,2,3,0.263618
1850,11599.7,6,4,2,2,3,0.131861
1900,11414.8,6,4,2,2,3,0.208198
1950,11632.5,6,4,2,2,3,0.153299
2000,12172.2,6,4,2,2,3,0.170365
2050,13051.1,6,4,2,2,3,0.176914
2100,13055.7,6,4,2,2,3,0.214952
2150,13122.4,6,4,2,2,3,0.182668
2200,12774,6,4,2,2,3,0.239711
2250,12355,6,4,2,2,3,0.147801
2300,11939.4,6,4,2,2,3,0.143085
2350,11284.2,6,4,2,2,3,0.106477
2400,11688.9,6,4,2,2,3,0.158902
2450,12450.1,6,4,2,2,3,0.263953
2500,12910.8,6,4,2,2,3,0.209349
2550,13230.8,6,4,2,2,3,0.165011
2600,14161.5,6,4,2,2,3,0.245254
2650,15629,6,4,2,2,3,0.255359
2700,16137.2,6,4,2,2,3,0.204386
