tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7699.85,7,3,4,2,4,0.114251
300,7784.2,7,3,4,2,4,0.113024
350,7816.73,7,3,4,2,4,0.0627578
400,7843.65,7,3,4,2,4,0.156855
450,7859.97,7,3,4,2,4,0.0989895
500,7931.26,7,3,4,2,4,0.112001
550,8005.55,7,3,4,2,4,0.184751
600,8099.85,7,3,4,2,4,0.0622677
650,8143.1,7,3,4,2,4,0.101041
700,8183.01,7,3,4,2,4,0.0963176
750,8266.93,7,3,4,2,4,0.078484
800,8589.66,7,3,4,2,4,0.124493
850,8902.13,7,3,4,2,4,0.195258
900,9185.78,7,3,4,2,4,0.110252
950,9462.12,7,3,4,2,4,0.163019
1000,9706.35,7,3,4,2,4,0.156733
1050,9967.35,7,3,4,2,4,0.12981
1100,10452,7,3,4,2,4,0.192129
1150,10623.9,7,3,4,2,4,0.128199
1200,10674,7,3,4,2,4,0.129244
1250,10689.7,7,3,4,2,4,0.205003
1300,10549.1,7,3,4,2,4,0.139423
1350,10776.1,7,3,4,2,4,0.247308
1400,10971.6,7,3,4,2,4,0.210012
1450,11002.9,7,3,4,2,4,0.228274
1500,11098.6,7,3,4,2,4,0.152793
1550,10939.8,7,3,4,2,4,0.184959
1600,11289.2,7,3,4,2,4,0.132711
1650,11543.4,7,3,4,2,4,0.161562
1700,11517.9,7,3,4,2,4,0.244304
1750,11537.9,7,3,4,2,4,0.158506
1800,12008.8,7,3,4,2,4,0.211912
1850,12643.1,7,3,4,2,4,0.212267
1900,12992.4,7,3,4,2,4,0.433077
1950,13473.3,7,3,4,2,4,0.291762
2000,13891.9,7,3,4,2,4,0.302441
2050,14257.6,7,3,4,2,4,0.174026
2100,14839.2,7,3,4,2,4,0.197582
2150,14737,7,3,4,2,4,0.224507
2200,15212.8,7,3,4,2,4,0.200499
2250,15110.4,7,3,4,2,4,0.298424
2300,16353.4,7,3,4,2,4,0.283517
2350,17097,7,3,4,2,4,0.250176
2400,17365.4,7,3,4,2,4,0.429194
2450,17412.7,7,3,4,2,4,0.251139
2500,17645.1,7,3,4,2,4,0.351218
2550,18654.7,7,3,4,2,4,0.462845
2600,19837.2,7,3,4,2,4,0.569995
2650,20335.7,7,3,4,2,4,0.43146
2700,20848.7,7,3,4,2,4,0.544348
