#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,16.7252,25.1501,-9.10138,127.146,-27.0433,nan
divJ2,0.0215851,6.22091,-0.037525,6.31125,-0.612186,nan
curlJ2,0.0960333,-146.847,5.77241,141.454,4.28942,nan
JdotDivJ,0.0360471,7.93002,-0.00885179,8.46792,-1.20823,nan
J4,-1.62145,-15.1166,-0.742876,24.8559,194.258,nan
stateSq,nan,nan,nan,nan,nan,nan
