tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1163.62,0,0,-5.4491,0,0,0,0,0,0,0
300,1204.83,0,0,3.30486,0,0,0,0,0,0,0
350,1245.37,0,0,3.64994,0,0,0,0,0,0,0
400,1437.54,0,0,2.54847,0,0,0,0,0,0,0
450,1372.91,0,0,1.71104,0,0,0,0,0,0,0
500,1443.72,0,0,-2.44319,0,0,0,0,0,0,0
550,1525.31,0,0,-0.049132,0,0,0,0,0,0,0
600,1476.51,0,0,0.638201,0,0,0,0,0,0,0
650,1430.76,0,0,-1.24468,0,0,0,0,0,0,0
700,1382.57,0,0,-2.09301,0,0,0,0,0,0,0
750,1389.65,0,0,1.68269,0,0,0,0,0,0,0
800,1439.19,0,0,3.70624,0,0,0,0,0,0,0
850,1516.35,0,0,2.8274,0,0,0,0,0,0,0
900,1477.62,0,0,-2.50103,0,0,0,0,0,0,0
950,1362.27,0,0,-1.18781,0,0,0,0,0,0,0
1000,1344.86,0,0,-1.55912,0,0,0,0,0,0,0
1050,1459.25,0,0,1.9883,0,0,0,0,0,0,0
1100,1526.33,0,0,7.53734,0,0,0,0,0,0,0
1150,1387.64,0,0,0.0608694,0,0,0,0,0,0,0
1200,1333.88,0,0,0.537181,0,0,0,0,0,0,0
1250,1310.16,0,0,-2.74199,0,0,0,0,0,0,0
1300,1473.67,0,0,-0.057365,0,0,0,0,0,0,0
1350,1842.17,0,0,0.434401,0,0,0,0,0,0,0
1400,2382.15,0,0,1.49845,0,0,0,0,0,0,0
1450,2839.4,0,0,2.48205,0,0,0,0,0,0,0
1500,2812.49,0,0,-2.66665,0,0,0,0,0,0,0
1550,3188.42,0,0,-1.52545,0,0,0,0,0,0,0
1600,3181.1,0,0,-0.343942,0,0,0,0,0,0,0
1650,2791.73,0,0,4.37354,0,0,0,0,0,0,0
1700,2898.24,0,0,0.46854,0,0,0,0,0,0,0
1750,3319.64,0,0,-0.0406589,0,0,0,0,0,0,0
1800,3779.03,0,0,1.1744,0,0,0,0,0,0,0
1850,3626.44,0,0,-0.684058,0,0,0,0,0,0,0
1900,3356.67,0,0,-2.80704,0,0,0,0,0,0,0
1950,3019.4,0,0,-5.17481,0,0,0,0,0,0,0
2000,3044.17,0,0,-0.867716,0,0,0,0,0,0,0
2050,3057.3,0,0,0.577516,0,0,0,0,0,0,0
2100,3123.04,0,0,-2.85588,0,0,0,0,0,0,0
2150,3538.57,0,0,-1.18889,0,0,0,0,0,0,0
2200,4263.72,0,0,5.70118,0,0,0,0,0,0,0
