tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1072.72,0,0,1.57527,0,0,0,0,0,0,0
300,1147.17,0,0,-2.25407,0,0,0,0,0,0,0
350,1162.03,0,0,-6.91914,0,0,0,0,0,0,0
400,1308.56,0,0,1.32714,0,0,0,0,0,0,0
450,1426.68,0,0,-3.55236,0,0,0,0,0,0,0
500,1656.49,0,0,-2.12766,0,0,0,0,0,0,0
550,2157.43,0,0,3.75691,0,0,0,0,0,0,0
600,2689.77,0,0,-0.775086,0,0,0,0,0,0,0
650,3021.64,0,0,4.33332,0,0,0,0,0,0,0
700,3474.08,0,0,0.112233,0,0,0,0,0,0,0
750,3614.96,0,0,-5.47768,0,0,0,0,0,0,0
800,4006.16,0,0,-0.99417,0,0,0,0,0,0,0
850,4389.07,0,0,-0.66932,0,0,0,0,0,0,0
900,4700.45,0,0,2.51756,0,0,0,0,0,0,0
950,4877.2,0,0,-0.350218,0,0,0,0,0,0,0
1000,4512.6,0,0,3.30133,0,0,0,0,0,0,0
1050,4226.49,0,0,-3.53462,0,0,0,0,0,0,0
1100,4213.28,0,0,-4.03864,0,0,0,0,0,0,0
1150,4306.6,0,0,-2.1604,0,0,0,0,0,0,0
1200,4873.96,0,0,4.20572,0,0,0,0,0,0,0
1250,5392.77,0,0,1.68516,0,0,0,0,0,0,0
1300,5639.82,0,0,0.808284,0,0,0,0,0,0,0
1350,5650.06,0,0,2.19627,0,0,0,0,0,0,0
1400,5585.62,0,0,2.53092,0,0,0,0,0,0,0
1450,5406.31,0,0,0.848772,0,0,0,0,0,0,0
1500,5000.83,0,0,-1.9409,0,0,0,0,0,0,0
1550,4669.7,0,0,-1.38611,0,0,0,0,0,0,0
1600,4655.85,0,0,1.47071,0,0,0,0,0,0,0
1650,5039.6,0,0,2.13606,0,0,0,0,0,0,0
1700,4855.77,0,0,-1.92842,0,0,0,0,0,0,0
1750,4655.79,0,0,-0.973566,0,0,0,0,0,0,0
1800,4083.27,0,0,-4.64381,0,0,0,0,0,0,0
1850,3493.37,0,0,0.350105,0,0,0,0,0,0,0
1900,3289.15,0,0,-4.16005,0,0,0,0,0,0,0
1950,3163.74,0,0,2.52008,0,0,0,0,0,0,0
2000,3374.29,0,0,1.61185,0,0,0,0,0,0,0
2050,3135.69,0,0,0.746224,0,0,0,0,0,0,0
2100,2565.87,0,0,-1.08534,0,0,0,0,0,0,0
2150,2489.43,0,0,-3.53464,0,0,0,0,0,0,0
2200,2416.61,0,0,-0.627482,0,0,0,0,0,0,0
