tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1405.92,0,0,4.88859,0,0,0,0,0,0,0
300,1447.29,0,0,5.27219,0,0,0,0,0,0,0
350,1513.57,0,0,0.0161467,0,0,0,0,0,0,0
400,1551.72,0,0,-10.0728,0,0,0,0,0,0,0
450,1459.52,0,0,-3.17666,0,0,0,0,0,0,0
500,1459.29,0,0,3.69422,0,0,0,0,0,0,0
550,1537.65,0,0,0.222594,0,0,0,0,0,0,0
600,1534.51,0,0,-1.03091,0,0,0,0,0,0,0
650,1419.48,0,0,0.3149,0,0,0,0,0,0,0
700,1513.58,0,0,1.13285,0,0,0,0,0,0,0
750,1627.3,0,0,-1.34672,0,0,0,0,0,0,0
800,1675.79,0,0,-3.12851,0,0,0,0,0,0,0
850,1740.71,0,0,3.77737,0,0,0,0,0,0,0
900,1815.92,0,0,2.4094,0,0,0,0,0,0,0
950,1835.97,0,0,3.10209,0,0,0,0,0,0,0
1000,2029.52,0,0,1.28641,0,0,0,0,0,0,0
1050,2412.86,0,0,-2.59744,0,0,0,0,0,0,0
1100,2641.68,0,0,0.309797,0,0,0,0,0,0,0
1150,2780.07,0,0,4.05907,0,0,0,0,0,0,0
1200,3027.06,0,0,2.18607,0,0,0,0,0,0,0
1250,3849.18,0,0,-4.25795,0,0,0,0,0,0,0
1300,4287.77,0,0,-3.91139,0,0,0,0,0,0,0
1350,4628.01,0,0,-3.05522,0,0,0,0,0,0,0
1400,5021.98,0,0,1.2775,0,0,0,0,0,0,0
1450,5477.49,0,0,-1.28729,0,0,0,0,0,0,0
1500,5378.71,0,0,4.32332,0,0,0,0,0,0,0
1550,4925.23,0,0,-1.56946,0,0,0,0,0,0,0
1600,4613.81,0,0,-4.33374,0,0,0,0,0,0,0
1650,4241.59,0,0,0.476596,0,0,0,0,0,0,0
1700,3862.22,0,0,-1.06261,0,0,0,0,0,0,0
1750,3985.31,0,0,2.77833,0,0,0,0,0,0,0
1800,4409.51,0,0,-4.63484,0,0,0,0,0,0,0
1850,4410.45,0,0,2.80486,0,0,0,0,0,0,0
1900,4518.35,0,0,7.88524,0,0,0,0,0,0,0
1950,3902.12,0,0,-2.81324,0,0,0,0,0,0,0
2000,3312.39,0,0,2.68466,0,0,0,0,0,0,0
2050,2998.49,0,0,-1.06358,0,0,0,0,0,0,0
2100,2858.51,0,0,3.17441,0,0,0,0,0,0,0
2150,2808.24,0,0,1.49954,0,0,0,0,0,0,0
2200,2325,0,0,-3.26291,0,0,0,0,0,0,0
