tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1013.04,0,0,-4.63421,0,0,0,0,0,0,0
300,1006.49,0,0,0.131583,0,0,0,0,0,0,0
350,1152.47,0,0,-0.063927,0,0,0,0,0,0,0
400,1217.14,0,0,1.36959,0,0,0,0,0,0,0
450,1254.93,0,0,3.06947,0,0,0,0,0,0,0
500,1251.65,0,0,-0.906972,0,0,0,0,0,0,0
550,1218.74,0,0,3.37484,0,0,0,0,0,0,0
600,1291.77,0,0,3.48538,0,0,0,0,0,0,0
650,1443.18,0,0,2.58341,0,0,0,0,0,0,0
700,1610.69,0,0,2.17633,0,0,0,0,0,0,0
750,1655.66,0,0,2.45324,0,0,0,0,0,0,0
800,1729.59,0,0,-4.70042,0,0,0,0,0,0,0
850,1714.89,0,0,-0.74419,0,0,0,0,0,0,0
900,1789.21,0,0,2.43249,0,0,0,0,0,0,0
950,1884.73,0,0,-0.231905,0,0,0,0,0,0,0
1000,2331.13,0,0,-1.41763,0,0,0,0,0,0,0
1050,2600.89,0,0,-1.14571,0,0,0,0,0,0,0
1100,2883.61,0,0,1.56115,0,0,0,0,0,0,0
1150,3210.65,0,0,5.52461,0,0,0,0,0,0,0
1200,3476.62,0,0,0.125294,0,0,0,0,0,0,0
1250,3379.86,0,0,-6.29265,0,0,0,0,0,0,0
1300,2955.37,0,0,1.44531,0,0,0,0,0,0,0
1350,3067.51,0,0,4.35559,0,0,0,0,0,0,0
1400,3272.29,0,0,-0.573222,0,0,0,0,0,0,0
1450,3480.04,0,0,-2.71367,0,0,0,0,0,0,0
1500,3526.11,0,0,1.28261,0,0,0,0,0,0,0
1550,3848.8,0,0,4.58453,0,0,0,0,0,0,0
1600,4264.2,0,0,0.723353,0,0,0,0,0,0,0
1650,3820.95,0,0,-1.63249,0,0,0,0,0,0,0
1700,3635.24,0,0,-1.19704,0,0,0,0,0,0,0
1750,4249.08,0,0,-2.51798,0,0,0,0,0,0,0
1800,4718.6,0,0,-2.59864,0,0,0,0,0,0,0
1850,4679.97,0,0,2.69879,0,0,0,0,0,0,0
1900,4838.42,0,0,0.955245,0,0,0,0,0,0,0
1950,5102.29,0,0,-0.460367,0,0,0,0,0,0,0
2000,5349.98,0,0,-0.629587,0,0,0,0,0,0,0
2050,4938.68,0,0,-1.02403,0,0,0,0,0,0,0
2100,4828.35,0,0,3.38981,0,0,0,0,0,0,0
2150,4998.38,0,0,-2.27194,0,0,0,0,0,0,0
2200,5691.29,0,0,2.10077,0,0,0,0,0,0,0
