tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1168.71,0,0,0.532132,0,0,0,0,0,0,0
300,1219.7,0,0,1.73119,0,0,0,0,0,0,0
350,1306.91,0,0,-0.562774,0,0,0,0,0,0,0
400,1238.68,0,0,0.989682,0,0,0,0,0,0,0
450,1175.78,0,0,-1.42036,0,0,0,0,0,0,0
500,1166.97,0,0,-0.245405,0,0,0,0,0,0,0
550,1181.73,0,0,-4.84842,0,0,0,0,0,0,0
600,1347.22,0,0,2.71232,0,0,0,0,0,0,0
650,1505.65,0,0,0.396721,0,0,0,0,0,0,0
700,1783.56,0,0,-1.55111,0,0,0,0,0,0,0
750,1879.94,0,0,-2.04982,0,0,0,0,0,0,0
800,2058.98,0,0,0.0484221,0,0,0,0,0,0,0
850,2060.84,0,0,-1.67741,0,0,0,0,0,0,0
900,1929.56,0,0,4.3438,0,0,0,0,0,0,0
950,1894.78,0,0,3.39896,0,0,0,0,0,0,0
1000,1859.25,0,0,-5.16122,0,0,0,0,0,0,0
1050,1846.53,0,0,4.68781,0,0,0,0,0,0,0
1100,1715.17,0,0,1.91853,0,0,0,0,0,0,0
1150,1517.78,0,0,2.63063,0,0,0,0,0,0,0
1200,1438.89,0,0,-1.85891,0,0,0,0,0,0,0
1250,1407.44,0,0,-0.818924,0,0,0,0,0,0,0
1300,1412.97,0,0,4.04676,0,0,0,0,0,0,0
1350,1569.22,0,0,-1.32002,0,0,0,0,0,0,0
1400,1618.82,0,0,-2.83352,0,0,0,0,0,0,0
1450,1607.25,0,0,2.88657,0,0,0,0,0,0,0
1500,1490.27,0,0,2.75062,0,0,0,0,0,0,0
1550,1325.19,0,0,-7.79094,0,0,0,0,0,0,0
1600,1254.87,0,0,-2.55103,0,0,0,0,0,0,0
1650,1310.35,0,0,-2.69621,0,0,0,0,0,0,0
1700,1375.54,0,0,-1.28213,0,0,0,0,0,0,0
1750,1444.28,0,0,-2.47163,0,0,0,0,0,0,0
1800,1433.73,0,0,1.24769,0,0,0,0,0,0,0
1850,1354.04,0,0,-2.35416,0,0,0,0,0,0,0
1900,1269.54,0,0,-0.349273,0,0,0,0,0,0,0
1950,1178.32,0,0,4.96003,0,0,0,0,0,0,0
2000,1129.06,0,0,-1.14334,0,0,0,0,0,0,0
2050,1140.34,0,0,0.229306,0,0,0,0,0,0,0
2100,1057.06,0,0,1.88658,0,0,0,0,0,0,0
2150,1021.89,0,0,-0.822124,0,0,0,0,0,0,0
2200,1069.2,0,0,2.07215,0,0,0,0,0,0,0
