tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1186.09,0,0,3.51035,0,0,0,0,0,0,0
300,1332.78,0,0,4.44861,0,0,0,0,0,0,0
350,1399.17,0,0,-0.0233666,0,0,0,0,0,0,0
400,1461.64,0,0,1.80133,0,0,0,0,0,0,0
450,1667.23,0,0,1.24873,0,0,0,0,0,0,0
500,1865.03,0,0,5.33197,0,0,0,0,0,0,0
550,1867.73,0,0,2.07276,0,0,0,0,0,0,0
600,1740.09,0,0,3.79375,0,0,0,0,0,0,0
650,1570.22,0,0,-1.24234,0,0,0,0,0,0,0
700,1641.71,0,0,1.95331,0,0,0,0,0,0,0
750,1759.39,0,0,-0.320243,0,0,0,0,0,0,0
800,1603.02,0,0,3.72796,0,0,0,0,0,0,0
850,1394.4,0,0,-1.28245,0,0,0,0,0,0,0
900,1264.46,0,0,0.739914,0,0,0,0,0,0,0
950,1192.08,0,0,-0.389191,0,0,0,0,0,0,0
1000,1222.03,0,0,-3.69291,0,0,0,0,0,0,0
1050,1146.5,0,0,-2.34617,0,0,0,0,0,0,0
1100,1173.8,0,0,2.81062,0,0,0,0,0,0,0
1150,1196.48,0,0,2.54094,0,0,0,0,0,0,0
1200,1119.03,0,0,0.598387,0,0,0,0,0,0,0
1250,1129.71,0,0,-2.64741,0,0,0,0,0,0,0
1300,1091.97,0,0,-2.12659,0,0,0,0,0,0,0
1350,1096.06,0,0,0.279939,0,0,0,0,0,0,0
1400,1337.01,0,0,-0.931554,0,0,0,0,0,0,0
1450,1597.05,0,0,-2.21424,0,0,0,0,0,0,0
1500,1822.68,0,0,4.38509,0,0,0,0,0,0,0
1550,1870.98,0,0,1.23582,0,0,0,0,0,0,0
1600,2101.56,0,0,4.90995,0,0,0,0,0,0,0
1650,2054.94,0,0,-1.7772,0,0,0,0,0,0,0
1700,1896.44,0,0,1.94782,0,0,0,0,0,0,0
1750,1998.3,0,0,0.558094,0,0,0,0,0,0,0
1800,2281.22,0,0,-2.60264,0,0,0,0,0,0,0
1850,2365.22,0,0,-0.0662844,0,0,0,0,0,0,0
1900,1981.02,0,0,-1.71337,0,0,0,0,0,0,0
1950,1893.86,0,0,-3.7685,0,0,0,0,0,0,0
2000,1666.29,0,0,-1.79732,0,0,0,0,0,0,0
2050,1663.2,0,0,-2.19804,0,0,0,0,0,0,0
2100,1826.68,0,0,-0.144567,0,0,0,0,0,0,0
2150,2238.09,0,0,0.62968,0,0,0,0,0,0,0
2200,2829.4,0,0,-3.78416,0,0,0,0,0,0,0
