arm,L,direction,amplitude,tick,activity,centroid_x,displacement,width_x,core_fraction,leading_fraction,trailing_fraction,normalized_divergence,exact_tick_energy,relative_energy_drift,best_shift,overlap,explained_fraction,leading_excess_fraction,trailing_excess_fraction,bound_clause,trailing_wake_clause,symmetric_dispersion_clause,valid
localized_finite,65,-1,0.5,28,4.0239630874293928,29.931343827877015,-12.66418444699228,3.7677546210322159,0.96291719084118155,0.0078105557774476361,0.029272253381433015,3.4097557476542622e-16,3.703324682318061,2.1430364829978134e-17,-13,0.94333607022886767,0.81137152982153016,0.0054916750951753569,0.025098895153675065,0,0,0,1
localized_finite,65,-1,0.5,32,4.0239629842787616,28.069835490479161,-14.525692784390134,4.1148834141085686,0.94848976625494641,0.027922974104441282,0.023587259640665329,3.6243025982746257e-16,3.703324682318061,3.7122544541546826e-17,-15,0.91827327788849489,0.77497110753369325,0.011240901291123,0.023112573721727359,0,0,0,1
localized_finite,65,-1,1,0,16.352078980271781,42.595528274869295,0,2.3070114501160131,0.99350776108996475,0.0023188806822722792,0.0041733582277579551,2.0507051522043438e-17,14.813298729272244,0,0,1,1,0,0,0,0,0,1
localized_finite,65,-1,1,4,16.688004154404243,40.903546458718573,-1.6919818161507223,2.3472047582099163,0.99125254027043352,0.0033480939130866917,0.0053993658165155277,1.5562323543836496e-16,14.813298729272244,3.2145547244967201e-17,-2,0.93207204693276702,0.82023202541421614,0.0011905633366628707,0.0012388488905111642,0,0,0,1
localized_finite,65,-1,1,8,16.04218140303356,39.027884221040836,-3.5676440538284595,2.4360260089791104,0.97658858927695047,0.013747340546890993,0.0096640701762093946,2.0142453158237015e-16,14.813298729272244,9.1928067713294187e-18,-5,0.90803750731987565,0.75067003406327615,9.2680847333556383e-12,0.0093537671079837129,0,0,0,1
localized_finite,65,-1,1,12,16.07413422209008,37.237929111025821,-5.3575991638434743,2.6132562423541255,0.97659270121642772,0.010365856653390539,0.013041442130217866,2.2834303085268338e-16,14.813298729272244,7.904642765155869e-18,-4,0.91309942566832525,0.76484310589994331,0.0098443955057410243,0.0089041421988083312,0,0,0,1
localized_finite,65,-1,1,16,16.095454399869894,35.438703856859249,-7.1568244180100464,2.8539085771975876,0.97621027831424401,0.0079500182282363045,0.015839703457597248,2.6084762493370267e-16,14.813298729272244,1.2296110968020241e-17,-7,0.95471693334073326,0.83521612937088763,0.0056311375459640262,0.012134191585533118,0,0,0,1
localized_finite,65,-1,1,20,16.09584556459999,33.617460757917726,-8.9780675169515689,3.1282322476167694,0.97465799038252587,0.0068728867976388204,0.018469122819951892,2.9418890101326329e-16,14.813298729272244,7.8460898557843447e-18,-9,0.98150536354945683,0.88298544560424785,0.0045540061153665412,0.01429576459219393,0,0,0,1
localized_finite,65,-1,1,24,16.095850627792046,31.781350140461459,-10.814178134407836,3.4353075443688752,0.97009096020825758,0.0069519147268680857,0.022957125065026684,3.1570512632070999e-16,14.813298729272244,5.1702218975056539e-17,-11,0.96930263493964941,0.85212618976298526,0.0046330340445958074,0.01878376683726873,0,0,0,1
localized_finite,65,-1,1,28,16.095852349717571,29.931343827877015,-12.66418444699228,3.7677546210322159,0.96291719084118155,0.0078105557774476361,0.029272253381433015,3.4097557476542622e-16,14.813298729272244,2.1430364829978134e-17,-13,0.94333607022886767,0.81137152982153016,0.0054916750951753569,0.025098895153675065,0,0,0,1
localized_finite,65,-1,1,32,16.095851937115047,28.069835490479161,-14.525692784390134,4.1148834141085686,0.94848976625494641,0.027922974104441282,0.023587259640665329,3.6243025982746257e-16,14.813298729272244,3.7122544541546826e-17,-15,0.91827327788849489,0.77497110753369325,0.011240901291123,0.023112573721727359,0,0,0,1
localized_finite,65,1,0.5,0,4.0880197450679034,22.40447172513068,0,2.307011450116025,0.99350776108997474,0.0023188806822723035,0.0041733582277579985,2.0507051522043438e-17,3.703324682318061,0,0,1,1,0,0,0,0,0,1
localized_finite,65,1,0.5,4,4.1720010386012492,24.096453541281409,1.6919818161507294,2.3472047582098634,0.99125254027038878,0.0033480939130865403,0.0053993658165152874,1.5276859010325292e-16,3.703324682318061,4.2040988928754922e-17,2,0.93207204693276702,0.82023202541422036,0.0011905633366627148,0.0012388488905108823,0,0,0,1
localized_finite,65,1,0.5,8,4.010545350758516,25.97211577895915,3.5676440538284702,2.4360260089790722,0.97658858927691972,0.013747340546890559,0.0096640701762090928,1.9202618682867445e-16,3.703324682318061,2.1957341014321859e-17,5,0.90803750731987576,0.75067003406327959,9.2680847333553458e-12,0.0093537671079834111,0,0,0,1
