#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.0203033,35.2045,0.826823,29.3241,0.112176,nan
divJ2,0.00142843,2.21874,0.0768039,2.29608,0.00791548,nan
curlJ2,0.049424,66.1572,1.92687,65.6888,0.287302,nan
JdotDivJ,0.00214345,2.08968,0.0942939,3.16896,0.0126117,nan
J4,0.160339,118.67,3.62615,201.066,1.00039,nan
stateSq,nan,nan,nan,nan,nan,nan
