snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0688613,0.000231129,0.00726539,-0.000101441,0.00530226,0,1.03662,0.000799637,0.0406577,-0.000155517,1.12536,0
1,0.0743029,0.000231479,0.00733714,-0.000102559,0.00607468,0,1.12047,0.000922725,0.0367438,-0.000251786,1.2967,0
2,0.0808617,0.000225333,0.00702736,-0.000103142,0.00715152,0,1.22827,0.00092776,0.0357268,-0.000239127,1.55755,0
3,0.086533,0.000244784,0.00723405,-0.000109313,0.00819129,0,1.31875,0.000966684,0.0406079,-0.00019931,1.79719,0
4,0.092081,0.00022918,0.00714588,-9.73153e-05,0.00917543,0,1.40542,0.000858855,0.0335837,-7.09853e-05,2.02493,0
5,0.096844,0.00022912,0.00735107,-9.08463e-05,0.0101404,0,1.48214,0.000915399,0.0397275,-0.000111676,2.25581,0
6,0.100052,0.00023412,0.00704414,-0.000110712,0.0108476,0,1.53567,0.00089316,0.0387123,-0.000303851,2.4325,0
7,0.104445,0.000229082,0.00710264,-0.000107835,0.0117099,0,1.60591,0.000917354,0.0382255,-0.000364896,2.64273,0
8,0.108166,0.000227427,0.00719375,-0.000106801,0.012614,0,1.66338,0.000799359,0.0392355,-0.000288829,2.84793,0
9,0.111783,0.000235645,0.00733813,-0.000108692,0.0134426,0,1.72082,0.000926308,0.0398136,-0.000339836,3.04416,0
10,0.116519,0.000232783,0.0072101,-0.000107388,0.0145125,0,1.79611,0.000899083,0.0352498,-0.000266819,3.299,0
11,0.122964,0.000240391,0.00744627,-0.000113445,0.0162296,0,1.89883,0.000840094,0.040817,-0.000308888,3.71083,0
12,0.127421,0.000226507,0.00721028,-0.0001101,0.0172794,0,1.97211,0.000836582,0.0371737,-0.000208492,3.96736,0
13,0.131646,0.000231426,0.00723789,-0.000108691,0.0184486,0,2.03933,0.00095368,0.0374643,-0.000256011,4.25541,0
14,0.136482,0.00023129,0.00718169,-0.000107688,0.0198456,0,2.11623,0.000894677,0.0384175,-0.000221059,4.58606,0
15,0.139302,0.000230181,0.00727606,-0.000108709,0.0205471,0,2.16027,0.000892204,0.0360588,-0.000262708,4.75114,0
16,0.141513,0.000228881,0.00703293,-0.000106509,0.0212265,0,2.19725,0.000923799,0.035904,-0.000133892,4.92539,0
17,0.146001,0.00022766,0.00734672,-0.000109288,0.022521,0,2.26773,0.000841795,0.0380238,-0.000131311,5.23393,0
18,0.147917,0.000227369,0.00722473,-0.000102469,0.0230415,0,2.2995,0.000743939,0.0352205,-0.000318865,5.37521,0
19,0.149837,0.0002265,0.00732568,-0.000101212,0.023765,0,2.32863,0.000797465,0.039949,-0.000211655,5.52757,0
20,0.0271738,0.000220978,0.00773604,-0.000107217,0.0009554,0,0.364204,0.000909895,0.0417691,-0.00030589,0.149531,0
21,0.0268597,0.000224209,0.00739547,-0.000103716,0.000929155,0,0.361691,0.00086798,0.0380528,-0.000230272,0.14624,0
22,0.0269619,0.000228775,0.00756917,-0.00010948,0.000926667,0,0.361946,0.00085341,0.0429041,-0.000259853,0.144815,0
23,0.0260939,0.00022874,0.00720256,-0.000109657,0.000867898,0,0.349919,0.000944711,0.035358,-0.000355207,0.136134,0
24,0.0264256,0.000239902,0.00755129,-0.000110936,0.000895234,0,0.355508,0.000865621,0.0425613,-0.000231919,0.141554,0
25,0.0265587,0.00022926,0.0074343,-0.000105835,0.000901154,0,0.356006,0.000914429,0.0361979,-0.000199535,0.141819,0
26,0.0273336,0.000232337,0.0075575,-0.000102179,0.000948924,0,0.367924,0.000904145,0.0388793,-0.000233539,0.148559,0
27,0.0273813,0.000235053,0.0076466,-0.000110692,0.000957251,0,0.367465,0.00087746,0.0404092,-0.000241072,0.151868,0
28,0.0265367,0.000242923,0.00740608,-0.000121054,0.000896765,0,0.35549,0.000959326,0.038861,-0.000386746,0.141494,0
29,0.0252348,0.000233456,0.00727233,-0.000115533,0.000805322,0,0.335995,0.000840725,0.0346601,-0.0002281,0.125253,0
30,0.0254656,0.000227642,0.0074214,-0.000110517,0.000836525,0,0.339736,0.000828596,0.0398785,-0.000198707,0.130869,0
31,0.025422,0.000220688,0.00754012,-0.000107446,0.000840087,0,0.337821,0.000853618,0.036559,-0.00031485,0.129211,0
32,0.0245987,0.000226205,0.00730168,-0.000108769,0.000762104,0,0.3265,0.000928211,0.0367413,-0.000314648,0.118434,0
33,0.0240098,0.000232657,0.00726245,-0.000111278,0.000751231,0,0.317649,0.000815187,0.0355744,-0.000320058,0.1138,0
34,0.0238206,0.000223576,0.00740347,-0.000102289,0.000738824,0,0.31329,0.00085124,0.0398504,-0.00020361,0.110947,0
35,0.0244234,0.000237037,0.00740765,-0.000112317,0.000771864,0,0.321669,0.00087941,0.0361373,-0.000327944,0.115221,0
36,0.0258389,0.00023432,0.00755819,-0.000118331,0.000862816,0,0.344515,0.000820696,0.0413492,-0.000223682,0.133325,0
37,0.026348,0.000224131,0.00738573,-0.000104105,0.000883014,0,0.352109,0.000762202,0.0367862,-0.000218437,0.138975,0
38,0.0269877,0.000232104,0.00766623,-0.00010647,0.000943467,0,0.361814,0.000821624,0.0419836,-8.50345e-05,0.149179,0
39,0.0275186,0.0002318,0.00741057,-0.000109657,0.000957244,0,0.372433,0.000859699,0.0364329,-0.000279312,0.154289,0
