#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,16.0322,12.3681,-6.41021,-3.4386,-0.210465,nan
divJ2,0.00163136,2.05673,-0.0486924,-0.696336,-0.0103398,nan
curlJ2,0.111591,40.7393,12.2593,-43.9453,-0.554064,nan
JdotDivJ,-0.000955363,2.64804,0.05271,8.86871,0.00624341,nan
J4,-3.21822,-94.4226,-17.6559,-121.995,253.196,nan
stateSq,nan,nan,nan,nan,nan,nan
