snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0103992,0.000229464,0.0073177,-0.000106344,0.000169575,3.05176e-05,0.0992699,0.000922853,0.0399669,-0.000239922,0.0137237,0.000244141
1,0.0107744,0.000229146,0.00730721,-0.000107385,0.000179635,3.05176e-05,0.105755,0.000898689,0.0407269,-0.000279106,0.0153002,0.000244141
2,0.0110888,0.000229239,0.00724543,-0.000105622,0.00018882,3.05176e-05,0.110541,0.000906484,0.0385115,-0.000219733,0.016503,0.000244141
3,0.0115123,0.000230557,0.0073916,-0.000109016,0.000203482,3.05176e-05,0.116932,0.000864221,0.04049,-0.000267134,0.0184609,0.000244141
4,0.0117066,0.00023108,0.00733255,-0.000107764,0.000209897,3.05176e-05,0.119915,0.000912385,0.040123,-0.000243445,0.0193591,0.000244141
5,0.0118591,0.00023429,0.00730275,-0.000108248,0.000213509,3.05176e-05,0.122641,0.000917472,0.0399001,-0.000317581,0.0198819,0.000244141
6,0.0121683,0.000232151,0.00728259,-0.00010736,0.000223042,3.05176e-05,0.128213,0.000899816,0.0406065,-0.000220796,0.021394,0.000244141
7,0.0125176,0.000230714,0.00728236,-0.000103738,0.000235451,3.05176e-05,0.13328,0.000903095,0.0398328,-0.000284109,0.0230765,0.000244141
8,0.0131278,0.000232634,0.00735429,-0.000107275,0.000257653,3.05176e-05,0.142716,0.000916506,0.0407636,-0.000267685,0.0264778,0.000244141
9,0.0133622,0.000230488,0.00723655,-0.000105321,0.000265525,3.05176e-05,0.147611,0.000917958,0.0398091,-0.000282174,0.0279042,0.000244141
10,0.0148272,0.000229849,0.0072538,-0.000107204,0.000319343,3.05176e-05,0.170392,0.000894256,0.0381464,-0.000219712,0.0361822,0.000244141
11,0.0150812,0.000233946,0.00732428,-0.000108943,0.000329135,3.05176e-05,0.174533,0.000893018,0.0400032,-0.000242541,0.0377595,0.000244141
12,0.0155537,0.000230431,0.00742447,-0.000110761,0.000347145,3.05176e-05,0.181003,0.000882584,0.0400096,-0.000302395,0.0405843,0.000244141
13,0.0161129,0.000228625,0.00741524,-0.000104748,0.00037093,3.05176e-05,0.189733,0.000898186,0.0402872,-0.000241525,0.0439284,0.000244141
14,0.0169331,0.000231296,0.00744877,-0.000107874,0.000402223,3.05176e-05,0.202674,0.000878005,0.0403351,-0.000248183,0.0493127,0.000244141
15,0.017462,0.000234213,0.00737323,-0.000106862,0.000429072,3.05176e-05,0.212153,0.000885545,0.0400557,-0.000237,0.0544892,0.000244141
16,0.0179872,0.000228275,0.00732187,-0.000106351,0.000453244,3.05176e-05,0.219987,0.000899915,0.0382474,-0.0002233,0.0583794,0.000244141
17,0.0187157,0.00022719,0.00741103,-0.00010478,0.00048511,3.05176e-05,0.231342,0.000866746,0.0401396,-0.000268623,0.0639074,0.000244141
18,0.0191865,0.000231647,0.00735992,-0.000104242,0.000505855,3.05176e-05,0.239522,0.000896612,0.0400277,-0.000252441,0.0681664,0.000244141
