#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,15.9186,65.8192,-7.00104,-20.2092,1.21907,nan
divJ2,-0.00115086,2.08043,-0.0952675,2.84471,-0.0238108,nan
curlJ2,-0.256504,171.997,11.5813,162.156,1.8471,nan
JdotDivJ,-0.00869013,-2.36158,-0.167965,-0.933023,0.317167,nan
J4,-3.89261,48.9597,-2.75949,-35.3504,262.395,nan
stateSq,nan,nan,nan,nan,nan,nan
