tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
X,32,14.0000,0.0000,0.00000,off,on,0xE0102000,50,22.0000,22,22,0.112245
X,32,14.0000,0.0000,0.00000,off,on,0xE0102001,50,22.0000,22,22,0.112245
X,32,14.0000,0.0000,0.00000,off,on,0xE0102002,50,23.0000,23,23,0.117347
