tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
G_g0.04,32,30.0000,0.0400,0.00500,on,on,0xE0102000,50,32.0000,32,32,0.035556
G_g0.04,32,30.0000,0.0400,0.00500,on,on,0xE0102001,50,32.0000,32,32,0.035556
G_g0.04,32,30.0000,0.0400,0.00500,on,on,0xE0102002,50,32.0000,32,32,0.035556
