tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
N,32,40.0000,0.0200,0.00500,on,on,0xE0102000,50,95.0000,95,95,0.059375
N,32,40.0000,0.0200,0.00500,on,on,0xE0102001,50,90.0000,90,90,0.056250
N,32,40.0000,0.0200,0.00500,on,on,0xE0102002,50,94.0000,94,94,0.058750
N,32,40.0000,0.0200,0.00500,on,on,0xE0102003,50,88.0000,88,88,0.055000
N,32,40.0000,0.0200,0.00500,on,on,0xE0102004,50,92.0000,92,92,0.057500
