tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
N,32,70.0000,0.0200,0.00500,on,on,0xE0102000,50,264.0000,264,264,0.053878
N,32,70.0000,0.0200,0.00500,on,on,0xE0102001,50,260.0000,260,260,0.053061
N,32,70.0000,0.0200,0.00500,on,on,0xE0102002,50,269.0000,269,269,0.054898
N,32,70.0000,0.0200,0.00500,on,on,0xE0102003,50,252.0000,252,252,0.051429
N,32,70.0000,0.0200,0.00500,on,on,0xE0102004,50,256.0000,256,256,0.052245
