tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
T_T0.01,32,30.0000,0.0200,0.01000,on,on,0xE0102000,50,44.0000,44,44,0.048889
T_T0.01,32,30.0000,0.0200,0.01000,on,on,0xE0102001,50,46.0000,46,46,0.051111
T_T0.01,32,30.0000,0.0200,0.01000,on,on,0xE0102002,50,47.0000,47,47,0.052222
