tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
X,32,40.0000,0.0000,0.00000,off,on,0xE0102000,50,139.2600,139,141,0.087037
X,32,40.0000,0.0000,0.00000,off,on,0xE0102001,50,154.0000,154,154,0.096250
X,32,40.0000,0.0000,0.00000,off,on,0xE0102002,50,150.0000,150,150,0.093750
