tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
N,32,90.0000,0.0200,0.00500,on,on,0xE0102000,50,405.3000,392,563,0.050037
N,32,90.0000,0.0200,0.00500,on,on,0xE0102001,50,369.3800,368,372,0.045602
N,32,90.0000,0.0200,0.00500,on,on,0xE0102002,50,382.0000,382,382,0.047160
N,32,90.0000,0.0200,0.00500,on,on,0xE0102003,50,378.0000,378,378,0.046667
N,32,90.0000,0.0200,0.00500,on,on,0xE0102004,50,382.0000,382,382,0.047160
