tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
N,32,12.0000,0.0200,0.00500,on,on,0xE0102000,50,10.0000,10,10,0.069444
N,32,12.0000,0.0200,0.00500,on,on,0xE0102001,50,10.0000,10,10,0.069444
N,32,12.0000,0.0200,0.00500,on,on,0xE0102002,50,8.0000,8,8,0.055556
N,32,12.0000,0.0200,0.00500,on,on,0xE0102003,50,7.0000,7,7,0.048611
N,32,12.0000,0.0200,0.00500,on,on,0xE0102004,50,7.0000,7,7,0.048611
