tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
X,32,50.0000,0.0000,0.00000,off,on,0xE0102000,50,256.2800,256,257,0.102512
X,32,50.0000,0.0000,0.00000,off,on,0xE0102001,50,375.0800,277,616,0.150032
X,32,50.0000,0.0000,0.00000,off,on,0xE0102002,50,257.0000,257,257,0.102800
