tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
N,32,25.0000,0.0200,0.00500,on,on,0xE0102000,50,32.0000,32,32,0.051200
N,32,25.0000,0.0200,0.00500,on,on,0xE0102001,50,35.0000,35,35,0.056000
N,32,25.0000,0.0200,0.00500,on,on,0xE0102002,50,32.0000,32,32,0.051200
N,32,25.0000,0.0200,0.00500,on,on,0xE0102003,50,33.0000,33,33,0.052800
N,32,25.0000,0.0200,0.00500,on,on,0xE0102004,50,31.0000,31,31,0.049600
