tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1585.21,4,4,-1.78255,-0.456217,0,0,0,0,0,0
300,1757.26,4,4,-1.47075,0.508332,0,0,0,0,0,0
350,1852.83,4,4,0.0521503,0.0854075,0,0,0,0,0,0
400,1879.1,4,4,-0.0967923,1.00428,0,0,0,0,0,0
450,2036.78,4,4,-0.587009,-0.599772,0,0,0,0,0,0
500,2112.42,4,4,2.11414,0.378926,0,0,0,0,0,0
550,2251.74,4,4,-4.07769,-0.46346,0,0,0,0,0,0
600,2451.37,4,4,-3.56012,0.92374,0,0,0,0,0,0
650,2653.74,4,4,-1.8394,0.602532,0,0,0,0,0,0
700,3072.11,4,4,1.62399,-0.41164,0,0,0,0,0,0
750,3121.91,4,4,4.5593,0.577379,0,0,0,0,0,0
800,2680.63,4,4,-0.641762,0.724221,0,0,0,0,0,0
850,2742.08,4,4,4.00874,-1.26243,0,0,0,0,0,0
900,2846.84,4,4,-1.35809,0.215087,0,0,0,0,0,0
950,3119.61,4,4,-0.669106,-0.536342,0,0,0,0,0,0
1000,3350.53,4,4,-2.80593,0.446051,0,0,0,0,0,0
1050,3608.62,4,4,-0.406666,0.739852,0,0,0,0,0,0
1100,4370.52,4,4,1.134,-0.0510828,0,0,0,0,0,0
1150,4783.09,4,4,-2.04878,-0.0603528,0,0,0,0,0,0
1200,5464.18,4,4,-2.45473,1.11547,0,0,0,0,0,0
1250,5054.5,4,4,-3.13657,0.164259,0,0,0,0,0,0
1300,4586.44,4,4,-1.01911,0.578168,0,0,0,0,0,0
1350,4321.3,4,4,-2.04906,-0.868735,0,0,0,0,0,0
1400,4278.18,4,4,2.47339,0.263257,0,0,0,0,0,0
1450,3767.54,4,4,-1.59705,0.21815,0,0,0,0,0,0
1500,3509.96,4,4,4.62416,-0.309172,0,0,0,0,0,0
1550,3501.26,4,4,0.0580863,0.968188,0,0,0,0,0,0
1600,3630.29,4,4,-1.12123,-0.238503,0,0,0,0,0,0
1650,3935.87,4,4,-0.787161,0.0363059,0,0,0,0,0,0
1700,4456.71,4,4,-0.121112,0.0113781,0,0,0,0,0,0
1750,5018.21,4,4,-2.34226,0.324017,0,0,0,0,0,0
1800,5344.38,4,4,2.70096,0.876411,0,0,0,0,0,0
1850,5246.91,4,4,0.970299,-0.100215,0,0,0,0,0,0
1900,5575.11,4,4,0.272893,0.0741568,0,0,0,0,0,0
1950,5366.64,4,4,-1.37485,0.170117,0,0,0,0,0,0
2000,5077.81,4,4,-3.44743,0.643442,0,0,0,0,0,0
2050,4844.19,4,4,1.65002,-0.292002,0,0,0,0,0,0
2100,4647.6,4,4,0.238271,-0.754918,0,0,0,0,0,0
2150,4672.97,4,4,-6.40973,-0.0463881,0,0,0,0,0,0
2200,4861.78,4,4,-6.34635,0.588367,0,0,0,0,0,0
