tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1178.72,4,4,0.545133,-0.155074,0,0,0,0,0,0
300,1229.36,4,4,1.73276,1.27958,0,0,0,0,0,0
350,1317.26,4,4,-0.610522,0.655409,0,0,0,0,0,0
400,1249.14,4,4,1.02548,-0.183931,0,0,0,0,0,0
450,1186.25,4,4,-1.41717,-0.016147,0,0,0,0,0,0
500,1177.66,4,4,-0.263477,0.266291,0,0,0,0,0,0
550,1192.37,4,4,-4.86345,-0.344606,0,0,0,0,0,0
600,1357.39,4,4,2.70032,-0.316247,0,0,0,0,0,0
650,1515.47,4,4,0.385444,-0.581426,0,0,0,0,0,0
700,1793.45,4,4,-1.53968,-0.131315,0,0,0,0,0,0
750,1889.74,4,4,-2.01946,0.20937,0,0,0,0,0,0
800,2068.98,4,4,0.0613391,0.80848,0,0,0,0,0,0
850,2070.88,4,4,-1.68486,-0.324527,0,0,0,0,0,0
900,1939.51,4,4,4.31561,0.470774,0,0,0,0,0,0
950,1904.62,4,4,3.42443,-0.283498,0,0,0,0,0,0
1000,1870.17,4,4,-5.17803,-0.624364,0,0,0,0,0,0
1050,1857.35,4,4,4.70853,-0.710919,0,0,0,0,0,0
1100,1725.89,4,4,1.91551,-0.145739,0,0,0,0,0,0
1150,1528.48,4,4,2.64592,0.393002,0,0,0,0,0,0
1200,1449.19,4,4,-1.82449,0.725551,0,0,0,0,0,0
1250,1418.1,4,4,-0.820089,0.0394413,0,0,0,0,0,0
1300,1423.54,4,4,4.04737,-0.0831938,0,0,0,0,0,0
1350,1579.45,4,4,-1.32719,0.220702,0,0,0,0,0,0
1400,1629.33,4,4,-2.86949,0.270533,0,0,0,0,0,0
1450,1617.87,4,4,2.90167,0.251786,0,0,0,0,0,0
1500,1500.09,4,4,2.70103,-0.0697468,0,0,0,0,0,0
1550,1336.06,4,4,-7.82825,-0.032346,0,0,0,0,0,0
1600,1265.93,4,4,-2.56052,-0.0951946,0,0,0,0,0,0
1650,1321.37,4,4,-2.68255,0.370908,0,0,0,0,0,0
1700,1387.18,4,4,-1.3111,0.0949589,0,0,0,0,0,0
1750,1455.95,4,4,-2.48298,0.0490589,0,0,0,0,0,0
1800,1446.14,4,4,1.21798,-0.748039,0,0,0,0,0,0
1850,1365.68,4,4,-2.34799,0.524491,0,0,0,0,0,0
1900,1281.37,4,4,-0.362735,0.271931,0,0,0,0,0,0
1950,1190.07,4,4,4.98201,-0.196212,0,0,0,0,0,0
2000,1140.67,4,4,-1.11199,-0.330187,0,0,0,0,0,0
2050,1151.57,4,4,0.205628,0.734611,0,0,0,0,0,0
2100,1067.82,4,4,1.86422,0.387873,0,0,0,0,0,0
2150,1032.35,4,4,-0.805354,0.748433,0,0,0,0,0,0
2200,1079.14,4,4,2.14849,-0.0207255,0,0,0,0,0,0
