tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,10787.7,0,0,0,0,0,0
300,11041.9,0,0,0,0,0,0
350,11060,0,0,0,0,0,0
400,10656.1,0,0,0,0,0,0
450,11440.2,0,0,0,0,0,0
500,13150.2,0,0,0,0,0,0
550,14041.6,0,0,0,0,0,0
600,14733.3,0,0,0,0,0,0
650,16050,0,0,0,0,0,0
700,15616,0,0,0,0,0,0
750,15770.7,0,0,0,0,0,0
800,18029.6,1,1,0,1,1,1.06538
850,18053.9,2,2,0,2,1,1.59671
900,21714.7,3,2,1,3,1,0.461856
950,27516.5,21,11,10,20,2,15.1411
1000,25714.3,69,32,37,55,4,48.7713
1050,26047.1,90,43,47,67,6,56.4262
1100,23983,116,56,60,81,7,71.2179
1150,20449.6,121,60,61,82,7,52.7041
1200,18512.9,123,61,62,82,7,43.5705
1250,15694.3,123,61,62,82,7,42.5559
1300,13275.8,123,61,62,82,7,33.5373
1350,12225.1,123,61,62,82,7,25.3383
1400,12910.9,123,61,62,82,7,27.2655
1450,13930.4,123,61,62,82,7,32.2361
1500,14826.8,123,61,62,82,7,33.0035
1550,13558.9,123,61,62,82,7,31.896
1600,14781.9,123,61,62,82,7,37.2549
1650,16578.1,123,61,62,82,7,44.687
1700,14365.2,124,62,62,82,7,37.4738
1750,15884.4,124,62,62,82,7,38.6261
1800,19126,125,63,62,82,7,59.0076
1850,24733.1,135,67,68,87,7,81.0407
1900,30726.8,209,101,108,128,8,178.521
1950,39357.9,901,440,461,340,39,998.181
2000,121834,30775,15568,15207,1,30775,102994
2050,146868,32758,16586,16172,1,32758,137232
2100,155852,32768,16592,16176,1,32768,147654
2150,162220,32768,16592,16176,1,32768,154447
2200,163913,32768,16592,16176,1,32768,156339
2250,173412,32768,16592,16176,1,32768,165914
2300,176721,32768,16592,16176,1,32768,169245
2350,174437,32768,16592,16176,1,32768,166938
2400,172592,32768,16592,16176,1,32768,165098
2450,178729,32768,16592,16176,1,32768,171186
2500,175083,32768,16592,16176,1,32768,167607
2550,174163,32768,16592,16176,1,32768,166678
2600,174217,32768,16592,16176,1,32768,166752
2650,177572,32768,16592,16176,1,32768,170113
2700,179550,32768,16592,16176,1,32768,172059
