tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,10878.1,0,0,0,0,0,0
300,10907.5,0,0,0,0,0,0
350,10348,0,0,0,0,0,0
400,10075.2,0,0,0,0,0,0
450,10268.3,0,0,0,0,0,0
500,10247.1,0,0,0,0,0,0
550,10619.5,0,0,0,0,0,0
600,11796,0,0,0,0,0,0
650,13290.6,0,0,0,0,0,0
700,15174.1,0,0,0,0,0,0
750,16844.2,0,0,0,0,0,0
800,17478.1,1,0,1,1,1,0.619978
850,17078.8,1,0,1,1,1,0.522794
900,18402.7,2,0,2,2,1,0.344681
950,24606,3,1,2,3,1,2.34464
1000,31443.1,50,25,25,45,2,42.176
1050,37147.7,477,256,221,276,9,524.735
1100,91063.7,21119,10635,10484,3,21116,56117.2
1150,149320,32675,16485,16190,1,32675,138207
1200,149485,32736,16516,16220,1,32736,140688
1250,151713,32748,16521,16227,1,32748,143757
1300,151330,32754,16523,16231,1,32754,143644
1350,146925,32754,16523,16231,1,32754,139299
1400,145731,32755,16523,16232,1,32755,138191
1450,148734,32755,16523,16232,1,32755,141189
1500,157626,32755,16523,16232,1,32755,150016
1550,166880,32758,16525,16233,1,32758,159256
1600,164081,32760,16526,16234,1,32760,156505
1650,161951,32761,16526,16235,1,32761,154419
1700,161619,32762,16527,16235,1,32762,154060
1750,157923,32762,16527,16235,1,32762,150428
1800,160647,32764,16527,16237,1,32764,153154
1850,164708,32765,16528,16237,1,32765,157205
1900,163006,32765,16528,16237,1,32765,155477
1950,166860,32766,16529,16237,1,32766,159321
2000,166321,32766,16529,16237,1,32766,158801
2050,157310,32766,16529,16237,1,32766,149755
2100,161268,32766,16529,16237,1,32766,153788
2150,163041,32767,16530,16237,1,32767,155602
2200,172015,32767,16530,16237,1,32767,164525
2250,177337,32767,16530,16237,1,32767,169827
2300,180136,32767,16530,16237,1,32767,172630
2350,186602,32767,16530,16237,1,32767,179091
2400,186015,32767,16530,16237,1,32767,178558
2450,197000,32768,16530,16238,1,32768,189532
2500,204423,32768,16530,16238,1,32768,196900
2550,203348,32768,16530,16238,1,32768,195774
2600,203561,32768,16530,16238,1,32768,196066
2650,205755,32768,16530,16238,1,32768,198300
2700,201628,32768,16530,16238,1,32768,194088
2750,190358,32768,16530,16238,1,32768,182847
2800,192332,32768,16530,16238,1,32768,184915
2850,186976,32768,16530,16238,1,32768,179498
2900,183575,32768,16530,16238,1,32768,176047
2950,185524,32768,16530,16238,1,32768,177994
3000,186918,32768,16530,16238,1,32768,179445
3050,187125,32768,16530,16238,1,32768,179719
3100,190538,32768,16530,16238,1,32768,183124
3150,184415,32768,16530,16238,1,32768,177006
3200,176526,32768,16530,16238,1,32768,169050
3250,173807,32768,16530,16238,1,32768,166404
3300,167126,32768,16530,16238,1,32768,159682
3350,163486,32768,16530,16238,1,32768,156021
3400,160337,32768,16530,16238,1,32768,152825
3450,158309,32768,16530,16238,1,32768,150877
3500,167402,32768,16530,16238,1,32768,159922
3550,175731,32768,16530,16238,1,32768,168209
3600,189150,32768,16530,16238,1,32768,181628
3650,192112,32768,16530,16238,1,32768,184646
3700,181973,32768,16530,16238,1,32768,174569
3750,175749,32768,16530,16238,1,32768,168236
3800,165793,32768,16530,16238,1,32768,158272
3850,164843,32768,16530,16238,1,32768,157378
3900,172053,32768,16530,16238,1,32768,164551
3950,163815,32768,16530,16238,1,32768,156312
4000,162545,32768,16530,16238,1,32768,155155
4050,161577,32768,16530,16238,1,32768,154088
4100,167981,32768,16530,16238,1,32768,160500
4150,167878,32768,16530,16238,1,32768,160397
4200,170448,32768,16530,16238,1,32768,162951
4250,156182,32768,16530,16238,1,32768,148643
4300,143113,32768,16530,16238,1,32768,135591
4350,145855,32768,16530,16238,1,32768,138371
4400,145860,32768,16530,16238,1,32768,138336
4450,135902,32768,16530,16238,1,32768,128361
4500,124580,32768,16530,16238,1,32768,117046
4550,113731,32768,16530,16238,1,32768,106239
4600,102654,32768,16530,16238,1,32768,95177.1
4650,93886.4,32768,16530,16238,1,32768,86369.4
4700,83724.7,32768,16530,16238,1,32768,76273.8
4750,81903.3,32768,16530,16238,1,32768,74453.4
4800,83015.1,32768,16530,16238,1,32768,75512.7
4850,83777.9,32768,16530,16238,1,32768,76303.6
4900,86312.1,32768,16530,16238,1,32768,78834.6
4950,92193.8,32768,16530,16238,1,32768,84716
5000,90354.4,32768,16530,16238,1,32768,82909.5
5050,89804.7,32768,16530,16238,1,32768,82332.3
5100,96332.4,32768,16530,16238,1,32768,88850.1
5150,108265,32768,16530,16238,1,32768,100787
5200,103581,32768,16530,16238,1,32768,96103.2
