tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
750,0,1,0.483837,0.234098,24,26,3,-1,0,750
750,1,1,0.478075,0.228555,24,5,26,1,0,750
800,0,1,0.823768,0.678594,24,26,3,-1,50,750
800,2,1,0.934494,0.873279,5,13,21,1,0,800
800,3,1,0.735305,0.540674,15,29,24,1,0,800
800,1,1,0.622641,0.387681,24,5,26,1,50,750
800,4,1,0.221116,0.0488922,2,11,26,1,0,800
800,5,1,0.721984,0.521261,2,14,26,1,0,800
850,0,1,0.795571,0.632933,24,26,3,-1,100,750
850,2,1,0.507628,0.257687,5,13,21,1,50,800
850,3,1,0.369817,0.136765,18,30,22,1,50,800
850,6,1,0.601306,0.361569,15,29,24,1,0,850
850,1,1,0.771085,0.594572,24,5,26,1,100,750
850,4,1,0.333503,0.111224,2,11,26,1,50,800
850,5,1,0.687775,0.473035,2,14,26,1,50,800
900,0,1,0.69274,0.479889,24,26,3,-1,150,750
900,2,1,0.783114,0.613267,5,13,21,1,100,800
900,3,1,0.827043,0.684,18,30,22,1,100,800
900,6,1,0.323128,0.104411,15,29,24,1,50,850
900,1,1,0.547659,0.29993,24,5,26,1,150,750
900,4,1,0.573448,0.328843,2,11,26,1,100,800
900,5,1,0.622971,0.388092,2,14,26,1,100,800
950,0,1,0.428491,0.183605,24,26,3,-1,200,750
950,7,1,0.488045,0.238188,18,25,11,-1,0,950
950,8,1,0.55827,0.311666,30,27,13,-1,0,950
950,2,1,0.898151,0.806676,5,13,21,1,150,800
950,3,1,0.408727,0.167058,18,30,22,1,150,800
950,6,1,0.364345,0.132747,15,29,24,1,100,850
950,1,1,1.06118,1.1261,24,5,26,1,200,750
950,4,1,0.79647,0.634364,2,11,26,1,150,800
950,5,1,0.930746,0.866287,2,14,26,1,150,800
950,9,1,1.12202,1.25894,28,1,27,1,0,950
1000,0,1,0.831904,0.692064,22,27,0,-1,250,750
1000,10,1,0.974283,0.949228,21,26,2,-1,0,1000
1000,11,1,0.502868,0.252876,1,15,3,1,0,1000
1000,12,1,0.506597,0.25664,24,26,3,-1,0,1000
1000,13,1,0.69198,0.478836,4,7,5,-1,0,1000
1000,14,1,0.754458,0.569206,22,21,5,1,0,1000
1000,15,1,0.988455,0.977043,3,10,9,-1,0,1000
1000,7,1,0.767926,0.58971,18,25,11,-1,50,950
1000,8,1,0.987527,0.975209,30,27,13,-1,50,950
1000,16,1,1.13765,1.29424,28,12,15,1,0,1000
1000,17,1,0.760848,0.57889,1,13,15,-1,0,1000
1000,18,1,0.324322,0.105185,15,26,18,1,0,1000
1000,19,2,1.79314,1.79702,27.5,18.5,20.5,0,0,1000
1000,20,1,0.993919,0.987874,17,0,21,-1,0,1000
1000,2,1,0.327256,0.107096,5,13,21,1,200,800
1000,3,1,0.806194,0.649948,18,30,22,1,200,800
1000,21,1,0.925398,0.856362,9,0,23,-1,0,1000
1000,22,1,0.410854,0.168801,6,20,23,1,0,1000
1000,6,1,0.924715,0.855097,15,29,24,1,150,850
1000,1,2,1.90638,1.8321,24,5,25.5,0,250,750
1000,23,1,0.894705,0.800497,16,11,25,1,0,1000
1000,4,1,0.83456,0.696491,2,11,26,1,200,800
1000,5,1,0.844647,0.713428,2,14,26,1,200,800
1000,9,1,0.387796,0.150386,28,1,27,1,50,950
1000,24,2,2.45361,3.72099,12.5,19,29,0,0,1000
1000,25,1,0.798723,0.637958,27,20,29,1,0,1000
1050,0,1,0.863761,0.746083,22,27,0,-1,300,750
1050,26,1,0.695712,0.484015,9,29,0,-1,0,1050
1050,27,1,0.883768,0.781046,29,16,1,-1,0,1050
1050,28,1,0.917504,0.841814,18,1,2,-1,0,1050
1050,10,1,0.712402,0.507516,21,26,2,-1,50,1000
1050,12,1,0.819635,0.671802,24,29,2,-1,50,1000
1050,11,1,0.623254,0.388445,1,15,3,1,50,1000
1050,29,1,0.570726,0.325728,31,16,3,1,0,1050
1050,30,1,1.05516,1.11336,24,26,3,-1,0,1050
1050,31,1,0.8122,0.659668,15,16,4,-1,0,1050
1050,32,1,0.831877,0.692019,14,1,5,-1,0,1050
1050,13,1,0.812717,0.660508,4,7,5,-1,50,1000
1050,14,1,0.747469,0.55871,22,21,5,1,50,1000
1050,33,1,0.556011,0.309148,16,30,7,-1,0,1050
1050,15,1,0.784801,0.615912,3,10,9,-1,50,1000
1050,34,1,1.04592,1.09395,22,8,10,1,0,1050
1050,35,1,0.642659,0.413011,5,8,11,-1,0,1050
1050,7,1,0.947209,0.897206,18,25,11,-1,100,950
1050,36,1,0.811118,0.657913,13,31,11,1,0,1050
1050,8,1,0.896012,0.802838,30,27,13,-1,100,950
1050,37,1,0.820759,0.673646,6,1,15,-1,0,1050
1050,17,2,2.37514,2.83657,1,12.5,15,0,50,1000
1050,16,1,0.77969,0.607916,28,12,15,1,50,1000
