cluster_id,max_age_ticks,max_total_energy
324,750,174209
101,100,3.36996
96,100,0.973756
95,100,2.07541
94,100,2.54781
93,100,2.44092
92,550,3.8624
91,550,1.02124
90,600,1.12196
89,600,2.71759
88,600,3.10262
87,600,3.59266
86,550,0.675712
85,600,2.80155
84,600,2.81208
83,650,32282.3
82,650,1.47995
81,650,1.14414
80,650,0.836111
79,650,2.4633
78,650,1.18027
77,600,1.22045
76,700,1.34321
75,700,2.29977
74,700,1.94002
73,750,2.53972
72,750,2.64525
71,750,4.8111
70,750,1.78561
69,700,3.07474
68,750,2.58973
67,750,2.56997
66,750,2.63388
65,750,1.08236
64,750,4.64364
63,750,7.21683
62,750,1.13592
61,700,1.64486
60,750,1.21413
59,750,3.30859
28,800,2.67679
27,800,1.23714
26,800,1.21165
25,850,2.98181
24,800,3.72099
23,850,7.44553
22,850,1.61589
21,850,1.71451
20,850,1.71355
19,850,2.8247
18,850,1.23706
17,850,2.83657
16,850,1.97129
15,850,1.76598
14,850,5.58788
13,850,3.16483
0,1100,0.746083
1,1100,2.98747
2,1050,2.89743
3,1050,6.85757
4,1050,0.696491
5,1050,0.866287
6,1000,1.51558
7,900,2.51364
8,900,5.10355
9,900,1.80396
10,850,1.00971
11,850,0.97027
12,850,3.08841
29,800,1.31925
30,800,1.27923
31,800,4.75191
32,800,1.24125
33,800,1.14686
34,800,2.06003
35,800,2.81418
36,700,2.48571
37,800,4.09664
38,800,3.65823
39,800,1.7122
40,800,3.55481
41,800,2.249
42,800,7.46699
43,800,11.9821
44,700,1.1415
45,800,4.98112
46,800,3.55759
47,800,2.08415
48,800,1.03021
49,800,5.5054
50,800,2.72273
51,800,2.87528
52,850,1.65373
53,800,3.01636
54,800,2.08112
55,800,1.46655
56,150,0.985712
57,750,1.10202
58,750,1.17662
